# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	9aa0b430	f954b1fb	dbee867f
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2959666	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2959666
SN	is sorted:	1
SN	1st fragments:	2959666
SN	last fragments:	0
SN	reads mapped:	2959666
SN	reads mapped and paired:	2959666	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2959666	# proper-pair bit set
SN	reads paired:	2959666	# paired-end technology bit set
SN	reads duplicated:	17429	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	151
SN	total length:	443949900	# ignores clipping
SN	total first fragment length:	443949900	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	443949900	# ignores clipping
SN	bases mapped (cigar):	443482403	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	2614350
SN	mismatches:	1095813	# from NM fields
SN	error rate:	2.470928e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.6
SN	insert size average:	375.1
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	1479821
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	71	0	0	90	87	110	105	49	124	46	139	139	91	164	206	307	182	437	514	159	954	577	223	802	1380	1101	0	2563	2383	2623	4242	0	6234	7426	11385	26479	105016	1402216	1381042	0	0	0	0	0	0	0	0
FFQ	2	63	0	2	53	60	49	85	80	88	90	111	106	144	145	177	375	431	452	628	476	845	647	1073	756	1213	1623	1427	1686	2243	1952	3046	3103	4104	3794	5301	5698	9214	6685	18146	22002	41568	105794	560529	2153602	0	0	0
FFQ	3	5	0	0	28	54	52	37	47	63	68	77	89	83	94	133	315	332	372	396	405	641	468	916	700	857	1317	1250	1233	1845	1829	2146	2640	3561	3373	4494	4778	8064	6639	15628	21383	41542	108893	554842	2167977	0	0	0
FFQ	4	0	0	1	44	61	62	58	56	76	69	103	76	126	113	164	339	409	383	573	375	749	469	1059	738	815	1425	1203	1444	1777	1799	2321	2684	3758	3372	4504	4895	7678	6632	15654	20933	42409	110827	569232	2150201	0	0	0
FFQ	5	0	0	2	133	169	150	182	144	152	195	226	224	229	334	352	849	845	921	921	938	1387	1286	1783	1257	2187	2502	2309	2555	2950	3649	5089	3799	5690	5997	7375	8408	9228	11109	22865	22388	41819	101014	554097	2131957	0	0	0
FFQ	6	2	0	11	224	334	301	278	312	308	420	315	366	396	520	557	1206	1221	1267	1257	1408	1692	1712	2286	1418	3137	3052	2960	2984	3838	4163	6078	4050	6757	7383	7519	9516	11380	13319	23806	23232	42062	102878	563923	2099818	0	0	0
FFQ	7	0	0	57	616	733	706	601	584	636	776	668	677	771	870	1130	1847	1727	2056	1841	2423	2056	2577	3606	1903	4362	3911	3785	3896	6509	4869	6405	5635	9754	9948	6769	11575	17275	16018	21932	27450	42118	102326	563130	2063138	0	0	0
FFQ	8	0	0	30	440	577	531	454	464	472	602	457	517	617	666	863	1574	1424	1651	1588	1872	1933	2215	2973	1646	3814	3448	3338	3474	5018	4575	6537	4720	7884	8760	7343	10453	13642	15255	22610	24724	41833	102473	563474	2082725	0	0	0
FFQ	9	0	1	39	501	654	611	577	617	553	589	730	700	733	806	1279	1600	1844	1839	2121	2277	2536	2744	3079	3584	3538	4570	4005	5714	5732	5870	6761	6884	9107	11738	10630	10594	16356	15817	23627	25094	33492	46704	61341	155377	2466671	30	0
FFQ	10	5	1	32	446	559	518	505	521	491	584	597	591	720	618	1204	1443	1743	1772	1907	2182	2360	2499	2910	3250	3348	4314	3573	5178	5555	5688	6111	7151	8591	10937	9656	10920	16078	14659	21027	25225	32962	45113	61346	155756	2478967	53	0
FFQ	11	20	1	34	558	646	565	523	601	579	595	650	703	668	729	1313	1532	1954	1817	2106	2285	2483	2627	3088	3419	3540	4319	3751	5455	5740	5719	6402	7261	8601	11024	9698	11053	16284	15022	21157	25111	33175	44744	60881	155341	2475858	34	0
FFQ	12	4	0	21	439	531	517	496	549	516	567	586	608	632	662	1086	1379	1746	1642	1875	2069	2265	2352	2900	3112	3131	3998	3556	4754	5551	5396	5664	7384	8286	10427	8993	11181	15865	13774	19098	24618	32374	43366	60081	155386	2490161	68	0
FFQ	13	0	1	34	452	607	515	549	541	475	578	587	627	659	661	1171	1350	1699	1713	1828	2137	2287	2396	2749	3191	3172	4075	3604	4753	5730	5307	5518	7520	8537	10370	8917	11451	16130	13762	18856	24505	32398	42780	61016	156019	2488394	45	0
FFQ	14	0	2	47	580	667	619	607	653	537	642	653	683	713	774	1271	1472	1777	1780	1896	2222	2303	2460	2965	3267	3395	4268	3664	4840	5923	5225	5450	7685	8549	10047	8897	12071	15896	13648	18412	24750	32085	42772	62520	158746	2481554	679	0
FFQ	15	0	2	49	561	658	596	607	618	551	670	619	670	667	715	1205	1419	1810	1695	1952	2272	2227	2448	2929	3249	3338	4046	3598	4714	5949	4971	5151	7880	8524	9758	8649	12463	15701	13116	17814	24584	31602	42740	62788	158825	2484793	473	0
FFQ	16	0	2	36	743	1056	930	907	898	949	1046	969	1078	1155	1269	1379	1604	1433	1857	2025	2032	2703	2477	3006	3266	3538	3654	4692	4953	5800	6056	6501	7748	8081	9202	12051	11735	11566	18468	18855	22933	31091	37871	65161	81238	276800	2278852	0
FFQ	17	0	0	47	838	1134	994	954	949	1023	1061	1044	1128	1103	1304	1370	1630	1596	1877	2067	2126	2709	2448	2935	3354	3523	3744	4558	4901	5841	6033	6715	7777	8138	9203	12156	11674	11756	18393	18930	23134	31290	38127	65532	82205	289779	2262566	0
FFQ	18	0	1	36	745	1056	911	978	934	981	1046	990	1156	1174	1236	1390	1557	1450	1854	2068	2008	2623	2395	2920	3269	3439	3666	4542	4846	5708	5890	6456	7643	8043	9169	12003	11379	11726	18016	18603	22764	30567	37777	64172	80382	277745	2282352	0
FFQ	19	0	1	46	787	1103	912	957	900	995	1018	1009	1128	1174	1328	1381	1594	1456	1901	2082	1954	2522	2412	2871	3284	3569	3644	4559	4809	5799	5699	6483	7423	8220	9289	11975	11262	11546	17967	18329	22734	30625	37023	64364	80880	277805	2282847	0
FFQ	20	74	0	46	771	1069	958	913	964	942	965	1046	1100	1087	1178	1284	1591	1481	1790	2010	1970	2591	2481	2882	3150	3456	3539	4464	4732	5850	5751	6555	7373	8184	9165	11831	11300	11371	17951	18302	22529	30531	36978	64014	80117	275056	2288274	0
FFQ	21	0	2	51	860	1140	1028	959	957	1023	1040	1017	1144	1124	1333	1330	1518	1520	1803	2064	2053	2655	2347	2895	3237	3598	3715	4529	4700	5794	5848	6592	7378	8097	9218	11971	11514	11624	18075	18701	23015	30877	37282	65345	80570	283190	2274933	0
FFQ	22	119	1	56	794	1077	984	919	959	947	1049	1039	1147	1126	1178	1245	1604	1432	1906	2101	2026	2629	2501	2888	3185	3617	3615	4536	4784	5688	5804	6560	7462	8159	9225	11975	11223	11445	17754	18320	23001	30779	37289	65532	80818	280955	2278213	0
FFQ	23	4	2	40	760	1043	943	962	890	981	1037	1024	1014	1123	1255	1300	1622	1487	1847	1945	1905	2478	2375	2872	3137	3451	3654	4493	4666	5626	5696	6598	7203	8088	9247	11771	11398	11651	17766	18611	22716	30566	37028	64908	80040	277765	2284678	0
FFQ	24	1	2	55	778	1048	910	971	942	917	1024	993	1150	1069	1279	1271	1558	1359	1834	2037	1969	2558	2502	2895	3163	3516	3509	4530	4563	5740	5635	6763	7139	7944	9197	11860	10984	11665	17658	18591	22642	30187	36510	65005	80166	282695	2280882	0
