# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	a71d9683	a176a778	cba2f0bb
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	13378	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	13378
SN	is sorted:	1
SN	1st fragments:	13378
SN	last fragments:	0
SN	reads mapped:	13378
SN	reads mapped and paired:	13378	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	13378	# proper-pair bit set
SN	reads paired:	13378	# paired-end technology bit set
SN	reads duplicated:	33	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	26
SN	total length:	2006700	# ignores clipping
SN	total first fragment length:	2006700	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	2006700	# ignores clipping
SN	bases mapped (cigar):	2004553	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	4950
SN	mismatches:	7661	# from NM fields
SN	error rate:	3.821800e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	41.7
SN	insert size average:	770.1
SN	insert size standard deviation:	14.1
SN	inward oriented pairs:	6675
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	1	2	0	1	0	0	0	0	3	0	1	0	0	0	2	4	1	4	3	1	10	14	8	0	17	33	20	45	0	75	92	81	368	1553	10480	559	0	0	0	0	0	0	0	0
FFQ	2	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	2	3	4	5	5	9	3	13	8	6	12	8	15	22	14	38	35	47	31	48	55	113	66	210	266	613	2177	7439	2106	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	5	2	4	3	4	2	7	6	5	10	6	9	19	15	28	23	24	23	35	46	107	48	171	244	652	2214	7740	1921	0	0	0
FFQ	4	0	0	0	2	0	0	1	0	0	0	1	0	0	0	3	2	0	4	1	7	7	0	7	7	10	7	17	14	14	10	18	18	37	28	38	51	97	56	190	241	657	2292	7482	2059	0	0	0
FFQ	5	0	0	0	1	0	1	1	1	3	2	0	2	2	1	3	6	7	8	9	4	14	8	14	10	22	26	20	18	31	31	55	27	52	57	77	95	131	122	266	245	564	2027	7446	1969	0	0	0
FFQ	6	0	0	0	2	7	3	1	2	5	3	5	0	2	4	7	10	5	11	12	10	12	13	23	14	32	34	19	31	41	22	77	43	64	81	76	74	159	164	223	321	536	1909	7170	2151	0	0	0
FFQ	7	0	0	0	7	8	5	4	3	4	9	5	7	10	9	4	9	9	16	20	24	16	21	32	17	38	36	28	33	75	60	75	48	108	124	56	98	193	194	210	311	487	1836	6821	2308	0	0	0
FFQ	8	0	0	1	2	3	5	2	3	5	9	7	3	3	6	5	17	18	15	12	19	24	30	42	19	32	34	32	50	53	31	63	34	86	85	63	89	186	199	190	290	490	1843	7064	2214	0	0	0
FFQ	9	0	0	1	5	9	5	2	5	5	6	12	8	12	9	11	7	12	24	22	14	26	31	26	30	38	41	43	60	56	56	85	70	99	132	86	132	177	142	268	245	350	609	800	2115	7492	0	0
FFQ	10	0	0	0	2	1	7	4	4	3	7	8	5	6	7	5	12	7	15	27	13	23	32	28	33	34	42	30	56	70	52	79	56	100	125	84	128	184	122	242	286	344	541	856	2249	7449	0	0
FFQ	11	2	0	0	6	6	5	7	6	5	8	3	7	5	10	12	12	24	25	15	24	27	23	23	37	38	36	35	56	64	44	68	76	78	129	100	126	165	128	281	280	319	546	807	2249	7461	0	0
FFQ	12	0	0	1	3	5	8	6	1	4	5	4	9	6	8	10	13	12	15	18	24	18	19	28	39	39	33	40	47	49	44	53	74	69	126	76	135	163	99	236	312	362	547	835	2407	7376	0	0
FFQ	13	0	0	1	4	5	4	4	6	8	4	5	5	1	7	12	9	8	15	16	18	21	17	26	29	33	27	39	48	67	58	69	82	87	104	72	153	155	97	226	280	335	565	831	2408	7417	0	0
FFQ	14	0	0	1	5	4	8	2	6	4	5	4	1	4	5	11	13	18	15	18	24	22	32	31	33	38	38	38	49	66	60	56	86	97	94	75	155	155	94	198	322	364	560	835	2378	7354	0	0
FFQ	15	0	0	1	7	6	6	4	10	2	5	9	7	14	6	12	13	16	13	20	15	22	20	22	23	23	42	29	43	59	57	45	71	99	95	83	173	172	105	199	306	329	545	815	2480	7354	1	0
FFQ	16	0	0	1	4	6	11	8	5	3	6	4	7	12	15	3	13	13	19	16	20	28	20	28	36	29	33	49	45	56	66	79	108	68	88	132	160	102	244	193	217	343	479	712	1042	3285	5570	0
FFQ	17	0	0	1	7	6	5	10	9	6	15	11	9	17	13	12	17	13	25	26	25	24	26	27	30	36	43	54	56	61	65	76	85	72	108	128	149	93	203	201	241	351	466	717	1068	3235	5536	0
FFQ	18	0	0	0	5	9	11	9	6	6	13	6	6	9	14	16	11	8	26	15	18	23	21	24	28	34	44	42	46	62	60	79	86	93	86	130	127	124	257	183	211	316	475	644	1059	3270	5666	0
FFQ	19	0	0	1	7	12	5	9	9	11	10	12	12	13	12	13	12	9	13	21	16	27	18	22	30	39	28	47	64	59	59	74	98	80	94	118	139	116	213	176	240	333	466	662	1102	3285	5592	0
FFQ	20	0	0	1	6	6	6	9	4	12	11	7	13	12	11	11	13	20	24	22	17	24	26	35	27	24	32	46	44	50	66	86	86	84	100	121	144	117	215	206	237	342	420	641	1118	3236	5646	0
FFQ	21	0	0	1	8	5	2	11	10	8	7	10	9	8	13	17	10	10	23	26	20	25	22	32	36	39	30	39	52	59	60	63	87	74	81	132	128	108	226	207	251	328	461	639	1088	3329	5584	0
FFQ	22	0	0	1	11	11	11	3	9	7	11	9	15	11	13	11	16	9	20	17	14	23	24	35	29	32	26	49	55	67	60	71	78	95	102	123	127	120	238	190	251	356	453	685	1103	3252	5535	0
FFQ	23	0	0	0	12	6	3	6	4	8	10	7	17	10	13	11	15	13	11	28	22	25	22	29	36	35	41	45	49	69	59	65	86	70	82	144	153	103	245	173	226	348	432	726	1037	3218	5664	0
FFQ	24	0	0	2	6	11	4	4	10	4	11	11	7	7	9	15	17	25	18	21	18	26	22	35	26	45	35	46	42	73	64	81	77	87	98	132	138	112	206	206	263	303	455	671	1120	3209	5606	0
FFQ	25	0	0	0	4	9	5	10	11	12	13	7	11	9	13	15	17	11	17	22	14	25	25	29	42	38	33	43	40	57	66	69	87	88	91	123	128	117	221	191	256	310	414	697	1058	3166	5764	0
FFQ	26	1	0	2	15	10	9	8	8	10	7	12	12	10	11	12	14	14	14	21	28	26	28	33	32	32	37	52	46	63	56	72	97	72	112	112	151	130	205	211	249	318	412	629	1078	3294	5613	0
FFQ	27	0	0	0	6	10	4	8	14	15	6	15	8	14	15	6	16	18	16	19	18	24	22	37	19	41	44	34	40	56	51	87	75	94	140	120	154	115	215	212	247	329	410	638	1077	3200	5689	0
FFQ	28	0	0	1	5	9	6	9	15	2	11	12	14	11	8	12	14	12	28	20	15	26	22	30	34	38	40	42	48	70	53	72	92	95	103	123	138	109	239	200	265	304	392	702	998	3261	5678	0
FFQ	29	0	0	0	10	7	14	6	7	6	8	9	4	8	18	11	14	21	9	31	15	29	20	38	25	40	51	53	47	62	56	83	81	78	98	104	133	119	210	217	233	295	423	640	1070	3282	5693	0
FFQ	30	0	0	2	8	8	12	8	7	13	5	11	13	5	14	13	21	19	25	23	23	26	33	34	30	36	39	63	46	50	53	78	92	76	93	113	143	129	188	244	254	281	370	667	1074	3292	5644	0
FFQ	31	1	0	1	11	10	10	9	8	6	9	10	12	16	11	18	14	23	8	22	20	35	31	26	35	30	34	45	43	70	55	74	75	98	97	114	123	140	232	215	247	312	401	670	1035	3292	5630	0
FFQ	32	0	1	1	8	12	13	8	7	14	7	13	7	13	7	12	11	23	23	19	19	24	21	40	28	30	40	51	42	54	50	62	86	85	102	110	131	113	211	237	214	317	422	669	1060	3281	5680	0
FFQ	33	0	0	1	9	10	10	9	16	10	8	12	16	12	8	15	13	14	19	21	21	19	33	26	32	39	50	59	49	60	65	85	64	78	116	92	133	131	190	219	248	315	406	635	1016	3306	5688	0
FFQ	34	0	0	0	6	9	11	6	9	8	9	10	8	12	12	16	17	17	19	24	18	24	31	31	33	45	41	52	46	60	45	79	66	77	119	97	142	116	203	237	228	272	388	615	1063	3312	5745	0
FFQ	35	0	0	1	8	4	14	5	13	14	16	11	12	10	13	7	10	12	14	23	25	21	30	25	31	44	43	52	58	54	48	75	84	85	100	107	132	143	195	236	253	283	392	673	1056	3257	5689	0
FFQ	36	0	1	0	5	8	4	7	7	14	7	6	9	13	14	13	18	14	23	20	20	22	23	40	28	35	51	54	34	75	52	83	74	100	107	126	134	125	210	213	234	275	402	670	1011	3351	5646	0
FFQ	37	0	0	2	12	8	5	8	7	7	8	9	14	11	15	18	8	17	19	24	28	23	20	20	36	45	47	56	44	55	66	65	57	97	100	82	140	120	213	239	250	267	435	628	1016	3321	5716	0
