# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	ec6b999e	d09d29f4	fd475b43
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1898556	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1898556
SN	is sorted:	1
SN	1st fragments:	1898556
SN	last fragments:	0
SN	reads mapped:	1898556
SN	reads mapped and paired:	1898556	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	1898556	# proper-pair bit set
SN	reads paired:	1898556	# paired-end technology bit set
SN	reads duplicated:	9658	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	70
SN	total length:	284783400	# ignores clipping
SN	total first fragment length:	284783400	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	284783400	# ignores clipping
SN	bases mapped (cigar):	284493064	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1448700
SN	mismatches:	769570	# from NM fields
SN	error rate:	2.705057e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.3
SN	insert size average:	472.6
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	949264
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	38	0	0	56	60	47	76	35	86	28	92	108	52	131	164	189	157	310	368	117	753	407	136	687	1076	750	0	2010	1833	1774	3190	0	4913	6361	8299	21054	88493	1136421	618285	0	0	0	0	0	0	0	0
FFQ	2	26	0	0	48	45	44	54	60	50	50	76	67	100	108	124	270	298	333	410	354	648	471	836	585	1000	1136	1058	1214	1695	1448	2254	2297	3047	2870	3917	4356	7577	4756	14138	17146	33977	93059	535889	1160665	0	0	0
FFQ	3	4	0	1	22	25	29	24	27	34	32	48	55	75	67	84	214	227	253	307	237	454	277	631	456	611	876	825	911	1295	1227	1624	1797	2529	2358	3201	3746	6242	4732	11880	16038	33535	94927	542916	1163703	0	0	0
FFQ	4	0	0	0	35	54	37	43	38	58	48	80	80	91	82	124	230	259	266	374	260	520	319	733	532	655	1003	894	1108	1283	1196	1787	1813	2652	2345	3278	3672	6178	4778	12268	15983	34836	98460	544570	1155534	0	0	0
FFQ	5	0	0	2	84	96	113	116	118	129	149	157	172	202	246	296	583	613	682	701	658	956	964	1369	845	1642	1887	1778	1925	2230	2671	4146	2740	4233	4422	5562	6281	7376	8847	17780	16798	34462	88023	529036	1147466	0	0	0
FFQ	6	2	0	10	186	255	257	261	212	216	311	223	286	314	360	434	837	844	905	1004	962	1221	1370	1790	1023	2304	2339	2252	2321	3005	3048	4703	2949	4999	5526	5638	7136	9161	10600	17874	17629	34184	89304	524655	1135646	0	0	0
FFQ	7	0	0	54	510	553	495	521	496	507	609	494	533	578	638	889	1389	1325	1455	1434	1851	1570	2057	2755	1477	3412	2975	2902	2897	5078	3539	5016	4173	7590	7701	4960	8871	13487	12832	16359	21336	33491	88977	507010	1123760	0	0	0
FFQ	8	0	0	35	333	448	423	370	371	306	498	376	402	474	528	707	1201	1113	1174	1258	1525	1430	1769	2266	1137	2910	2618	2502	2718	4046	3293	4988	3673	6027	6633	5427	7993	10719	12351	17101	19118	33512	89014	514861	1130908	0	0	0
FFQ	9	0	2	31	409	498	479	452	468	464	519	525	507	565	600	976	1236	1491	1508	1567	1786	1928	2200	2261	2635	2734	3454	2848	4303	4483	4437	5120	5289	7041	9112	7726	8360	12321	11854	18636	19442	25962	37773	49075	128138	1507323	18	0
FFQ	10	0	0	25	365	394	405	389	426	382	469	488	472	498	557	916	1046	1377	1314	1487	1589	1754	1965	2315	2460	2503	3187	2727	3888	4408	4123	4760	5412	6541	8710	7139	8754	12489	11082	16426	19297	25765	36038	49186	129773	1515230	25	0
FFQ	11	9	0	43	418	526	466	456	454	434	536	565	532	588	614	1032	1179	1504	1456	1632	1745	1865	2113	2264	2616	2704	3300	2800	4287	4474	4269	4863	5607	6671	8708	7350	8609	12655	10968	16611	19402	26033	35971	49152	129718	1511336	21	0
FFQ	12	7	0	27	350	434	393	351	432	362	460	457	462	485	519	925	1019	1308	1254	1396	1512	1716	2000	2180	2442	2536	3109	2692	3741	4315	4022	4413	5641	6466	8118	6753	8989	12508	10264	14876	19142	25229	34297	48933	130115	1521875	31	0
FFQ	13	0	2	33	405	464	420	381	460	360	452	446	501	545	542	945	1089	1377	1283	1436	1690	1749	1953	2189	2313	2595	3039	2715	3735	4410	3988	4212	5912	6566	8148	6730	9331	12469	10148	14449	19214	25219	34208	50136	132045	1518233	19	0
FFQ	14	0	3	48	425	542	502	448	472	421	521	470	523	547	610	988	1122	1429	1353	1529	1727	1792	1989	2233	2569	2759	3045	2798	3688	4572	3973	4201	6017	6612	8144	6627	9633	12335	10073	14061	19565	24991	34446	50914	133646	1513819	374	0
FFQ	15	0	1	51	418	524	486	429	484	414	478	481	538	553	588	962	1133	1418	1364	1520	1713	1734	1877	2248	2526	2612	3077	2647	3715	4561	3886	3929	6101	6748	7699	6582	9957	12294	9669	13674	19214	24681	33817	51215	134542	1515724	272	0
FFQ	16	0	0	35	623	813	710	753	660	740	748	786	875	882	1014	1008	1194	1141	1476	1597	1552	2124	1956	2400	2486	2769	3070	3503	3835	4550	4849	4954	6296	6346	7264	9496	9654	8589	14738	14281	17774	24451	29832	49052	65952	217388	1364340	0
FFQ	17	0	0	50	639	865	762	736	726	736	821	801	838	920	1021	1039	1271	1179	1520	1618	1611	2074	1952	2458	2531	2803	3017	3553	3780	4565	4704	5194	6359	6404	7151	9482	9575	8944	14676	14497	18035	24489	30064	49705	66589	223638	1355164	0
FFQ	18	0	3	41	618	864	776	711	666	753	772	755	838	930	977	1019	1240	1114	1476	1576	1507	1993	1863	2309	2479	2767	2871	3362	3842	4690	4669	4909	6090	6212	7266	9283	9476	8909	14656	14240	17530	24116	29765	48444	65514	216537	1368128	0
FFQ	19	0	1	42	603	797	759	691	739	717	769	782	879	857	970	1072	1249	1133	1393	1606	1526	2079	1938	2365	2465	2748	2849	3456	3639	4479	4475	5078	5935	6218	7101	9265	9390	8677	14477	14298	17663	23855	29766	48873	65717	215874	1369291	0
