# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	d20e3b9f	c8fef17d	776c168a
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1897439	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1897439
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	1897439
SN	reads mapped:	1897439
SN	reads mapped and paired:	1897439	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	1897439	# proper-pair bit set
SN	reads paired:	1897439	# paired-end technology bit set
SN	reads duplicated:	9655	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	75
SN	total length:	284615850	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	284615850	# ignores clipping
SN	bases mapped:	284615850	# ignores clipping
SN	bases mapped (cigar):	284206050	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1448250
SN	mismatches:	1132348	# from NM fields
SN	error rate:	3.984250e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	42.0
SN	insert size average:	472.6
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	948709
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	47	0	33	206	269	244	274	249	262	283	377	452	431	557	671	634	933	884	1139	1162	1281	1472	1714	2814	2350	2082	2998	5368	2206	7947	4353	11457	9966	13127	31029	49563	237392	1501213	0	0	0	0	0	0	0	0	0
LFQ	2	7	1	9	145	175	230	216	225	255	278	300	376	431	416	635	905	716	992	1181	1121	1429	1296	2070	1935	2190	2977	3415	3171	4945	4683	4263	7077	6511	13045	12391	15050	32781	44485	1306580	330823	87708	0	0	0	0	0	0
LFQ	3	0	1	5	132	139	160	182	173	205	261	262	286	378	415	515	721	691	911	1008	1072	1304	1139	1684	1699	2064	2496	2832	2808	4227	4078	3840	6229	5800	10775	10263	13365	24201	34589	763069	467885	525575	0	0	0	0	0	0
LFQ	4	0	0	6	185	212	238	298	249	303	331	337	450	495	494	644	840	755	1046	1181	1212	1420	1330	1987	1805	2192	2737	3102	2808	4347	4202	4214	6355	5971	10953	10138	13480	24700	35178	831114	484362	435768	0	0	0	0	0	0
LFQ	5	3	0	3	125	164	221	203	215	271	260	291	355	423	438	559	784	728	964	996	1132	1290	1183	1717	1523	1976	2478	2674	2760	3670	3653	3751	5785	5317	8885	8778	11873	19343	27911	537971	442849	793917	0	0	0	0	0	0
LFQ	6	0	1	10	274	356	364	415	394	431	422	474	553	677	628	727	987	1000	1225	1279	1357	1573	1511	2057	1862	2338	2875	3208	2885	4477	4286	4436	6521	5759	10375	10389	13313	23304	33582	769734	504121	477259	0	0	0	0	0	0
LFQ	7	1	1	35	465	635	679	713	637	702	693	740	867	1003	844	1087	1423	1421	1624	1782	1828	2030	1912	2704	2657	2745	3582	4366	3439	6068	5242	5250	8199	6905	13037	12947	15516	31997	43057	1245597	343666	119343	0	0	0	0	0	0
LFQ	8	438	1	21	367	451	571	493	513	533	574	623	758	787	780	920	1310	1202	1462	1534	1584	1828	1752	2327	2169	2585	3177	3635	3100	4945	4491	4620	6890	5945	10523	10806	14110	24211	34457	802615	513943	424388	0	0	0	0	0	0
LFQ	9	0	0	22	478	767	680	633	695	667	791	806	935	1008	1068	1485	1772	1482	2033	1846	2363	2556	2629	2907	3041	3614	3769	3646	5514	5669	5941	5530	7839	6552	9238	7768	13648	14097	10537	18916	30444	32611	48492	69187	213401	1350362	0	0
LFQ	10	0	0	17	363	630	604	572	529	628	722	734	887	894	970	1306	1537	1384	1803	1828	2163	2316	2464	2762	2958	3484	3596	3656	4959	5268	5393	5258	7489	6780	8127	8189	12717	13353	10868	18516	28691	30777	45713	69675	213813	1363046	0	0
