# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	8192e5ba	bf7709f8	3b094b55
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2447763	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2447763
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	2447763
SN	reads mapped:	2447763
SN	reads mapped and paired:	2447763	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2447763	# proper-pair bit set
SN	reads paired:	2447763	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	336
SN	total length:	367148787	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	367148787	# ignores clipping
SN	bases mapped:	367148787	# ignores clipping
SN	bases mapped (cigar):	366559819	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	932261	# from NM fields
SN	error rate:	2.543271e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	43.7
SN	insert size average:	259.4
SN	insert size standard deviation:	27.7
SN	inward oriented pairs:	1223853
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	3	0	18	174	276	251	270	236	326	326	341	423	494	528	554	666	1030	773	1121	1237	1458	1397	1883	2108	2972	2042	2739	2609	4383	5784	6421	8501	9143	13769	24507	40146	206271	2102583	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	5	220	276	316	330	308	431	409	468	542	583	613	746	1020	928	1165	1330	1500	1590	1603	2050	2214	2573	3111	3610	3578	5157	4978	4587	7315	7169	13206	12690	14774	29474	36596	965592	73113	1240862	731	0	0	0	0	0
LFQ	3	0	0	1	165	208	229	241	246	284	291	391	413	466	489	567	841	768	951	982	1188	1296	1444	1571	1832	1734	2341	2649	2710	3371	3765	4126	5594	5656	7449	8659	10912	16183	22662	276228	402137	1655110	1613	0	0	0	0	0
LFQ	4	1	0	0	199	233	281	287	269	316	294	439	421	539	607	629	898	804	1011	1138	1268	1297	1614	1442	1926	1772	2397	2554	2557	2860	3788	4050	5087	5402	6305	7755	9719	12295	18236	91983	275902	1976012	3176	0	0	0	0	0
LFQ	5	6	0	0	179	214	229	250	232	310	301	356	405	413	496	559	870	731	772	1025	1191	1107	1523	1192	1795	1380	2079	2252	2568	2269	3534	3709	4406	5070	5132	6902	8297	10741	15043	21484	52670	2282413	3658	0	0	0	0	0
LFQ	6	0	0	1	210	279	296	319	296	409	301	459	504	501	551	638	1021	775	911	1077	1206	1263	1622	1381	1903	1527	2226	2381	2621	2502	3694	3902	4674	5114	5326	7274	8736	10830	15621	24976	67323	2259341	3772	0	0	0	0	0
LFQ	7	0	0	2	341	432	506	439	447	564	414	627	633	700	743	829	1216	974	1148	1389	1448	1376	1859	1568	2163	1804	2673	2652	3054	2854	4135	4202	5136	5714	5980	7784	9779	11893	17636	43059	211554	2084749	3287	0	0	0	0	0
LFQ	8	0	0	2	249	319	346	385	375	462	343	518	492	577	605	703	954	814	912	1213	1228	1046	1774	1299	1910	1472	2360	2188	2834	2284	3857	3774	4418	5333	5027	6955	8410	10889	15219	20722	46415	2284080	5000	0	0	0	0	0
LFQ	9	0	0	4	260	482	465	416	427	473	485	538	640	732	821	942	1134	1259	1241	1469	1425	1821	1749	2373	2102	2700	2439	2904	3539	3887	4313	4726	4856	4509	6494	9269	7144	9825	10940	15678	14621	25420	36835	49647	190605	2016154	0	0
LFQ	10	0	0	2	259	345	361	381	366	391	490	480	560	664	721	868	1025	1200	1088	1348	1321	1570	1710	2241	2073	2601	2255	2754	3082	4117	3997	4629	4677	4847	6300	8581	7282	9858	11152	14893	15498	23982	37114	48181	188664	2023835	0	0
LFQ	11	0	0	3	298	398	393	390	407	458	496	532	561	674	746	905	1023	1180	1100	1364	1492	1527	1722	2228	2009	2562	2290	2824	3097	4107	4036	4451	4742	4780	6237	8584	7349	9610	10759	14644	15596	23623	36314	48536	187425	2026291	0	0
LFQ	12	0	0	2	268	392	385	367	401	427	467	527	562	681	729	929	978	1123	1056	1330	1409	1608	1830	2162	2073	2685	2191	2913	3077	4209	4001	4507	4656	4840	5969	8265	7189	9375	11211	14041	16123	22823	36652	47922	186439	2028969	0	0
LFQ	13	0	0	1	289	442	405	394	419	463	464	555	593	722	740	931	1055	1300	1135	1395	1476	1692	1764	2346	2011	2886	2342	3087	3118	4228	4177	4764	5029	5495	6097	8625	8116	9993	11737	15192	17735	22991	38457	52542	196040	2004520	0	0
