# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	de935c24	e3377f5c	f4e00a7d
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	4891045	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	4891045
SN	is sorted:	1
SN	1st fragments:	4891045
SN	last fragments:	0
SN	reads mapped:	4891045
SN	reads mapped and paired:	4891045	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	4891045	# proper-pair bit set
SN	reads paired:	4891045	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	307
SN	total length:	733634577	# ignores clipping
SN	total first fragment length:	733634577	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	733634577	# ignores clipping
SN	bases mapped (cigar):	733033230	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	1573052	# from NM fields
SN	error rate:	2.145949e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.8
SN	insert size average:	444.1
SN	insert size standard deviation:	28.1
SN	inward oriented pairs:	2445496
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	49	73	82	65	57	98	53	116	95	99	172	164	308	191	499	563	180	901	731	309	938	1740	1442	0	3540	3256	3455	5006	0	10932	11718	18148	45099	205273	2657878	1917815	0	0	0	0	0	0	0	0
FFQ	2	7	0	1	70	101	100	83	84	130	122	153	191	213	215	278	622	511	677	812	881	1078	785	1800	1142	1491	2005	2916	1609	3920	4789	3268	5246	6812	7190	8346	8162	20973	11136	28549	42461	82503	236989	1330954	3071670	0	0	0
FFQ	3	1	0	1	95	100	108	97	104	137	128	118	160	196	178	285	597	488	680	814	804	1090	710	1759	1215	1381	2010	2698	1340	3620	4750	2948	4963	6418	7026	7987	7037	20151	11214	27948	41731	83900	243724	1337886	3062448	0	0	0
FFQ	4	2	0	1	100	126	178	130	125	168	167	202	248	309	294	404	724	625	787	892	932	1283	639	2092	1305	1418	2230	3191	1239	3951	5254	2816	5494	6777	7433	8353	6739	20582	11771	29220	42278	87194	252484	1344672	3036216	0	0	0
FFQ	5	1	0	3	282	306	308	277	265	359	358	331	420	504	519	773	1188	1128	1428	1616	1502	2278	1326	3137	2203	2537	3738	4350	3083	5961	6023	5038	8152	9437	9763	11978	10490	23832	14267	36658	50057	92846	249315	1324657	2998351	0	0	0
FFQ	6	11	0	10	275	342	390	294	342	356	339	376	454	540	543	736	1203	1084	1418	1565	1396	2307	1171	2970	2232	2270	3499	4208	2520	5393	5984	4357	7365	9014	9233	11097	9434	22640	14422	34255	48337	93022	256391	1334326	2992924	0	0	0
FFQ	7	2	0	32	444	532	548	519	467	542	524	621	597	806	685	1016	1519	1481	1533	1914	1633	2804	1420	3500	2687	2904	4000	4486	3659	6461	6040	5022	7952	9901	9336	12084	11177	23553	14064	35855	50661	97013	263851	1331127	2966073	0	0	0
FFQ	8	0	0	20	291	366	406	354	320	409	386	360	457	578	485	673	1239	1017	1219	1532	1283	2141	1040	2682	2168	1862	3066	4239	2009	4928	6346	3652	6613	8489	8575	10079	8245	21181	13862	31438	45612	92794	260707	1335556	3002366	0	0	0
FFQ	9	5	0	15	370	487	502	534	512	435	551	624	665	682	829	1265	1622	2061	1885	2275	2994	2353	3345	3852	4215	4612	4904	6752	6835	6689	7446	9904	10409	16972	11223	14619	22023	20485	25696	36762	37224	61946	51402	154417	334463	3029868	984316	0
FFQ	10	758	0	6	315	476	481	438	512	440	596	619	678	675	836	1217	1560	2217	1685	2243	3023	2367	3409	3826	4202	4567	4888	6666	6847	6626	7623	9976	10540	17377	11427	14736	22349	20707	26078	37667	36950	62537	52349	154140	332887	3007439	1004090	0
