# This file was produced by samtools stats (1.21+htslib-1.21) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /Users/pontus.hojer/analysis/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/GRCh38_GIABv3_no_alt_analysis_set_maskedGRC_decoys_MAP2K3_KMT2C_KCNJ18.fasta.gz -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	801d62f3	d3548964	336a6cfa
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	131348	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	131348
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	131348
SN	reads mapped:	131348
SN	reads mapped and paired:	131348	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	131348	# proper-pair bit set
SN	reads paired:	131348	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	39
SN	total length:	19701797	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	19701797	# ignores clipping
SN	bases mapped:	19701797	# ignores clipping
SN	bases mapped (cigar):	19644483	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	160675	# from NM fields
SN	error rate:	8.179141e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	36.8
SN	insert size average:	638.4
SN	insert size standard deviation:	27.4
SN	inward oriented pairs:	65649
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	2	57	116	97	78	120	150	151	143	181	235	195	334	233	553	303	675	393	744	344	1090	1016	1044	927	896	1301	2057	2136	2099	2246	4431	2673	9036	13806	81473	13	0	0	0	0	0	0	0	0	0
LFQ	2	54	1	12	79	119	124	168	111	126	158	175	196	229	294	468	380	538	694	800	656	984	843	1326	1311	1074	1956	783	1780	3490	2652	1752	5040	4923	4524	13076	73842	1132	5260	218	0	0	0	0	0	0	0	0
LFQ	3	4	0	12	69	104	91	120	92	108	148	155	155	191	248	388	351	420	587	563	580	848	731	1124	980	940	1513	1066	1615	2175	2627	1708	3837	4689	4276	11295	76126	5385	5066	961	0	0	0	0	0	0	0	0
LFQ	4	1	0	4	54	88	94	103	99	93	138	133	170	167	186	259	329	357	549	534	528	696	723	825	820	950	1137	1179	1311	1775	1952	1921	2859	4237	4015	9959	53968	32462	4554	2119	0	0	0	0	0	0	0	0
LFQ	5	81	1	0	53	86	78	77	74	102	89	117	180	172	170	228	327	371	504	461	532	607	644	787	703	842	939	1102	1157	1687	1619	1946	2389	3491	3656	8561	36439	47364	10437	3275	0	0	0	0	0	0	0	0
LFQ	6	66	0	2	45	95	90	71	95	91	104	146	170	161	165	217	366	335	414	461	471	577	595	736	740	847	906	1148	1069	1602	1462	1863	2073	3070	3451	7166	22426	51556	23271	3225	0	0	0	0	0	0	0	0
LFQ	7	0	0	2	65	92	75	81	73	104	119	125	162	176	176	196	321	364	427	476	474	570	553	704	709	804	891	1074	1040	1484	1456	1683	2028	2986	3369	6374	18872	47473	34064	1706	0	0	0	0	0	0	0	0
LFQ	8	4	0	1	53	94	90	104	72	90	104	119	161	143	181	215	301	364	422	496	528	593	533	715	706	733	804	1121	999	1520	1448	1771	1943	2814	3006	5628	14314	35956	49146	4056	0	0	0	0	0	0	0	0
LFQ	9	0	0	1	74	103	90	105	93	112	135	145	210	246	266	266	422	520	497	650	601	658	778	884	778	1281	763	1314	1462	1281	1884	1725	1906	2032	3326	2441	3355	4373	4717	6553	12011	58406	14884	0	0	0	0	0
LFQ	10	0	0	1	68	112	78	66	93	100	120	149	202	183	245	236	315	460	444	606	534	621	818	744	779	1109	799	1136	1402	1358	1688	1525	1909	1870	3141	2430	2813	4347	4644	6085	11219	59977	16922	0	0	0	0	0
