# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	41a2b5db	a314aeb9	eee74bfa
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	16979	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	16979
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	16979
SN	reads mapped:	16979
SN	reads mapped and paired:	16979	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	16979	# proper-pair bit set
SN	reads paired:	16979	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	32
SN	total length:	2546719	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	2546719	# ignores clipping
SN	bases mapped:	2546719	# ignores clipping
SN	bases mapped (cigar):	2528557	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	39932	# from NM fields
SN	error rate:	1.579241e-02	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	32.2
SN	insert size average:	826.8
SN	insert size standard deviation:	19.3
SN	inward oriented pairs:	8468
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	0	26	19	22	28	23	39	41	31	42	54	69	92	75	162	78	233	102	227	84	278	382	211	304	149	276	585	579	328	749	774	394	1991	2023	6498	11	0	0	0	0	0	0	0	0	0
LFQ	2	2	1	8	27	44	35	64	29	34	59	53	53	83	109	162	107	129	224	229	135	309	221	416	352	179	497	162	334	1026	514	215	1203	842	740	2306	5510	156	397	13	0	0	0	0	0	0	0	0
LFQ	3	1	0	9	25	18	28	31	37	31	36	55	43	62	62	127	84	98	169	185	135	253	150	309	253	188	381	307	362	647	597	302	837	994	830	2186	6253	370	490	34	0	0	0	0	0	0	0	0
LFQ	4	0	0	1	22	31	25	25	30	29	30	46	51	64	68	93	81	98	151	133	150	215	158	216	211	194	299	324	255	462	455	441	622	964	865	2013	5372	2227	478	80	0	0	0	0	0	0	0	0
LFQ	5	3	0	0	16	25	20	29	22	34	37	33	42	51	54	58	91	91	145	124	133	164	137	196	187	216	288	316	237	432	361	453	483	762	856	1758	4038	3900	1062	125	0	0	0	0	0	0	0	0
LFQ	6	10	0	0	12	24	20	30	16	31	31	33	53	44	55	65	86	90	130	141	132	153	150	199	205	229	239	309	220	454	341	464	442	692	747	1563	2803	4531	2110	125	0	0	0	0	0	0	0	0
LFQ	7	0	0	2	22	22	24	23	17	19	46	45	37	56	52	54	86	92	122	134	138	146	143	212	173	213	248	277	210	389	349	434	421	600	723	1431	2496	4483	2973	67	0	0	0	0	0	0	0	0
LFQ	8	1	0	1	10	27	18	26	26	23	27	48	66	54	60	66	75	100	137	112	148	160	174	167	185	180	215	250	232	366	341	379	419	622	600	1267	1911	3919	4381	186	0	0	0	0	0	0	0	0
LFQ	9	0	0	2	26	24	25	35	39	43	39	48	69	61	87	72	114	139	110	174	161	184	222	247	173	337	167	330	362	309	385	415	370	406	724	403	730	819	752	1178	1901	4656	641	0	0	0	0	0
LFQ	10	0	0	1	16	29	27	25	29	35	41	46	72	53	74	78	99	115	123	161	138	161	233	166	212	284	182	287	362	303	331	382	340	388	711	403	609	951	692	1149	1808	5144	719	0	0	0	0	0
LFQ	11	0	0	0	17	25	35	28	32	35	46	46	61	51	68	61	101	119	112	175	126	158	215	184	212	272	162	293	313	289	346	310	467	396	606	450	542	857	742	1236	1658	5222	911	0	0	0	0	0
LFQ	12	0	0	1	18	33	28	35	29	40	40	58	53	66	76	65	103	120	121	164	151	157	199	189	166	276	175	325	342	325	377	358	415	402	657	403	597	823	708	1242	1761	5039	842	0	0	0	0	0
LFQ	13	1	0	0	17	21	23	23	25	39	45	38	58	55	69	84	88	100	108	141	163	154	202	207	188	276	161	247	353	284	283	339	404	347	565	503	501	912	713	1149	1765	5147	1181	0	0	0	0	0
LFQ	14	0	0	2	14	18	31	26	29	37	34	50	51	71	53	74	107	119	108	150	141	126	209	163	199	225	154	244	305	253	272	315	412	366	503	485	525	870	740	1122	1804	5263	1309	0	0	0	0	0
LFQ	15	1	0	1	22	25	37	20	24	27	51	34	67	68	76	79	76	113	98	132	138	161	195	204	188	240	175	265	341	271	260	313	400	376	512	483	492	795	706	1185	1795	5220	1313	0	0	0	0	0
LFQ	16	0	0	0	48	60	54	55	61	57	59	79	80	92	116	114	106	110	131	152	127	178	208	225	209	267	254	262	299	281	344	423	402	396	501	509	510	495	631	744	1053	989	1187	1224	1306	2579	2	0
LFQ	17	23	0	0	64	75	67	47	72	65	54	79	84	88	103	104	124	142	137	175	174	203	213	212	217	250	259	271	336	362	375	459	414	378	572	557	539	589	606	658	1033	903	1116	1198	1246	2326	10	0
LFQ	18	9	0	2	50	62	62	53	53	50	62	54	76	90	98	106	105	121	130	160	173	186	178	221	207	273	280	284	331	313	387	446	412	370	553	565	504	548	575	752	1055	942	1113	1219	1276	2468	5	0
