# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	6da46c33	95cc644d	1be193d4
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	110264	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	110264
SN	is sorted:	1
SN	1st fragments:	110264
SN	last fragments:	0
SN	reads mapped:	110264
SN	reads mapped and paired:	110264	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	110264	# proper-pair bit set
SN	reads paired:	110264	# paired-end technology bit set
SN	reads duplicated:	7	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	34
SN	supplementary alignments:	0
SN	total length:	16529423	# ignores clipping
SN	total first fragment length:	16529423	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	16529423	# ignores clipping
SN	bases mapped (cigar):	16501837	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1050
SN	mismatches:	62294	# from NM fields
SN	error rate:	3.774974e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	41.0
SN	insert size average:	635.4
SN	insert size standard deviation:	26.3
SN	inward oriented pairs:	55103
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	1	0	0	8	10	8	11	12	4	17	12	10	9	13	12	23	35	36	60	40	52	59	71	75	139	52	134	111	204	215	301	224	419	667	856	2627	34240	69422	54	0	21	0	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	3	11	5	9	13	16	34	37	63	84	44	135	80	182	322	288	481	642	811	1346	1999	3672	16050	61814	21948	172	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	8	4	10	12	11	34	62	59	91	60	153	95	204	327	300	527	658	854	1396	2039	3864	15971	61264	22219	39	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	4	0	6	15	7	12	15	17	46	44	64	104	63	178	109	218	344	291	558	748	973	1487	2358	4289	16395	60300	21583	29	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	3	0	4	7	9	11	16	22	42	54	68	117	50	172	101	222	325	323	553	729	870	1452	2233	4228	16404	60792	21407	45	0	0
FFQ	6	0	0	0	6	15	6	7	15	6	12	14	8	8	14	21	53	61	39	52	53	60	65	60	75	102	158	96	116	142	170	206	206	269	317	389	528	341	963	928	1404	2157	4108	7595	17587	71832	0
FFQ	7	0	0	0	14	11	9	8	13	9	13	15	23	9	21	17	43	63	41	53	65	60	64	67	92	109	138	104	131	166	219	255	262	301	380	455	548	428	962	893	1629	2141	4410	7850	17565	70608	0
FFQ	8	0	0	0	3	12	8	13	10	12	9	18	10	9	20	9	39	59	35	54	38	64	76	64	97	108	114	103	112	152	157	223	208	329	323	455	511	405	996	925	1580	2083	4221	7755	17393	71452	0
FFQ	9	0	0	0	10	4	12	15	16	14	25	9	18	10	20	19	51	49	39	49	59	61	94	89	86	106	160	122	114	183	217	258	254	269	352	486	509	459	947	995	1688	2015	4279	7999	17434	70669	0
FFQ	10	0	0	0	5	17	8	13	10	10	15	9	16	10	17	21	32	51	44	45	53	67	70	74	101	114	150	120	132	175	191	217	218	298	346	446	580	458	920	1004	1568	2064	4238	8036	17237	71064	0
FFQ	11	0	0	0	5	16	7	16	14	13	14	22	16	13	17	27	51	53	52	59	64	60	76	96	95	98	176	132	131	203	200	272	255	329	352	464	568	513	1004	1002	1665	2167	4204	8099	17267	70377	0
FFQ	12	0	0	0	12	11	10	10	17	16	15	16	12	22	22	11	44	58	54	56	78	61	87	102	94	102	142	127	157	185	252	270	285	338	346	469	616	572	927	1085	1728	2145	4241	8069	17227	70173	0
FFQ	13	0	0	0	8	14	9	9	11	10	10	10	11	19	29	23	40	57	48	61	46	68	85	97	89	114	117	125	180	207	238	216	281	321	366	511	614	553	916	1065	1732	2204	4069	8253	16941	70487	0
FFQ	14	0	0	0	9	15	10	8	15	16	10	11	17	15	20	17	45	58	51	49	66	71	80	82	98	102	120	131	167	206	254	256	257	325	371	480	613	608	944	1116	1798	2176	4263	8164	17269	69881	0
FFQ	15	0	0	0	4	14	14	7	16	12	13	24	16	14	21	22	64	54	60	55	54	59	82	103	108	111	145	146	174	222	260	248	291	290	373	492	620	620	886	1076	1748	2198	4185	8145	17245	69973	0
FFQ	16	0	0	0	18	22	20	23	17	23	23	34	29	35	31	28	37	71	63	71	74	81	96	89	91	140	138	140	190	212	280	259	288	344	369	526	659	712	891	1162	1862	2339	3972	8257	17013	69535	0
FFQ	17	0	0	0	12	19	21	24	28	23	19	19	28	39	32	29	50	63	44	66	63	74	75	102	99	120	150	153	198	233	230	246	285	356	379	555	689	663	865	1072	1786	2268	4115	8159	17244	69569	0
FFQ	18	0	0	0	15	24	24	21	17	22	26	21	33	38	37	20	55	52	58	66	79	85	79	110	100	131	138	191	189	220	250	311	311	362	409	555	676	790	892	1126	1889	2554	3972	8168	16798	69350	0
