# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	3cff2db0	e791863a	e749f314
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	677454	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	677454
SN	is sorted:	1
SN	1st fragments:	677454
SN	last fragments:	0
SN	reads mapped:	677454
SN	reads mapped and paired:	677454	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	677454	# proper-pair bit set
SN	reads paired:	677454	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	249
SN	total length:	96918304	# ignores clipping
SN	total first fragment length:	96918304	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	96918304	# ignores clipping
SN	bases mapped (cigar):	96707759	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	201383	# from NM fields
SN	error rate:	2.082387e-03	# mismatches / bases mapped (cigar)
SN	average length:	143
SN	average first fragment length:	143
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	45.9
SN	insert size average:	161.5
SN	insert size standard deviation:	27.0
SN	inward oriented pairs:	283076
SN	outward oriented pairs:	55600
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	3	0	38	52	88	32	29	62	76	30	51	76	46	46	206	97	125	145	191	557	141	264	327	249	1076	231	537	410	257	2449	699	191	1234	4224	1188	5929	10174	66787	579137	0	0	0	0	0	0	0	0	0	0
FFQ	2	1	0	0	25	35	30	38	8	40	52	32	44	42	28	123	40	142	89	181	231	339	125	295	199	299	470	41	1016	687	148	1042	1085	2016	1858	162	2210	4009	2446	4669	6074	9363	15535	21765	69134	531286	0	0	0	0
FFQ	3	0	0	0	23	15	25	19	14	22	28	21	28	32	20	75	47	120	80	137	170	279	92	228	202	214	378	51	850	531	118	811	727	1799	1297	135	1668	2943	1676	3723	4966	7089	12310	17709	59044	557738	0	0	0	0
FFQ	4	0	0	0	25	30	29	34	9	25	37	31	34	47	35	115	38	141	74	166	233	289	114	245	198	281	483	36	920	675	129	920	888	1957	1419	135	1807	3031	1649	3610	4764	6545	11246	16665	58087	560258	0	0	0	0
FFQ	5	0	0	0	31	30	27	26	15	33	44	35	57	44	33	143	48	172	87	204	242	338	112	302	222	323	506	65	1069	670	139	1022	968	2087	1607	125	1999	3319	1869	4125	5236	7411	12662	18019	60050	551938	0	0	0	0
FFQ	6	1	0	1	23	29	27	40	18	33	38	19	38	48	40	110	58	136	104	144	185	358	102	233	181	224	412	37	1012	601	161	919	805	1964	1295	133	1702	2925	1500	3647	4683	6105	11101	16444	57619	562199	0	0	0	0
FFQ	7	0	0	13	111	96	62	127	88	67	87	108	78	61	185	217	98	184	200	173	250	623	164	283	272	276	514	59	1365	630	126	968	844	2418	1346	161	1859	2993	1395	3599	4775	5628	10825	16288	58951	558887	0	0	0	0
FFQ	8	0	0	0	27	45	28	58	17	32	42	36	36	44	59	122	51	160	110	146	194	370	106	243	202	270	496	51	1051	647	167	994	863	1959	1362	165	1712	2988	1641	3689	4771	6321	11427	16318	57391	561043	0	0	0	0
FFQ	9	0	0	1	40	50	47	55	42	54	59	51	70	55	92	180	112	177	276	180	304	332	247	436	348	445	627	704	725	678	1007	970	1066	1635	1026	1940	3010	2176	1138	3493	3843	4508	5647	6676	8466	13359	25227	77373	508507	0
FFQ	10	3	0	2	30	42	45	58	48	39	54	44	73	50	97	180	128	179	286	141	353	360	248	489	425	431	620	797	770	654	1125	1186	1273	1693	1195	2154	3275	2531	1129	3718	4153	4991	6075	7177	8861	14016	25295	77298	503663	0
