# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	8fe80532	281edc55	778075d0
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1518254	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1518254
SN	is sorted:	1
SN	1st fragments:	1518254
SN	last fragments:	0
SN	reads mapped:	1518254
SN	reads mapped and paired:	1518254	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	1518254	# proper-pair bit set
SN	reads paired:	1518254	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	148
SN	total length:	227733038	# ignores clipping
SN	total first fragment length:	227733038	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	227733038	# ignores clipping
SN	bases mapped (cigar):	227550048	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	458773	# from NM fields
SN	error rate:	2.016141e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	45.2
SN	insert size average:	543.5
SN	insert size standard deviation:	28.1
SN	inward oriented pairs:	759100
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	6	0	116	139	228	101	99	211	303	82	132	217	141	152	788	306	500	551	663	2012	649	1049	1348	1076	4314	711	2533	1823	768	10795	2853	1219	4913	21221	5203	34252	60166	545322	811292	0	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	1	39	46	42	70	46	57	46	84	54	48	126	146	170	277	281	336	409	774	350	500	667	385	1073	152	2813	1345	371	2650	1686	5878	2878	636	3770	9468	2210	11319	15020	9510	30553	56515	307802	1047651	0	0	0	0
FFQ	3	0	0	2	38	46	28	51	47	69	29	73	54	53	99	141	167	269	231	305	378	663	356	490	606	334	969	122	2542	1245	376	2538	1567	5529	2778	579	3757	9092	1980	10722	14774	9245	29476	54659	305047	1056728	0	0	0	0
FFQ	4	0	0	0	25	50	36	50	44	43	32	86	62	61	135	163	165	259	277	304	350	769	352	513	604	312	928	117	2679	1228	333	2352	1475	5704	2707	577	3773	8775	1915	10737	14771	8739	29008	54405	304591	1058748	0	0	0	0
FFQ	5	0	0	1	27	47	30	54	43	48	45	62	48	55	96	123	145	236	248	301	335	720	336	465	597	297	956	136	2656	1236	340	2413	1601	5848	2806	656	3686	9176	1953	10995	14645	8971	29326	54786	307820	1053889	0	0	0	0
FFQ	6	0	0	2	60	82	61	103	79	86	67	118	81	65	182	212	187	327	359	352	427	992	354	555	715	347	1019	133	3058	1314	343	2614	1585	6669	2716	636	4063	9287	1956	11683	15310	8534	29946	55612	311413	1044550	0	0	0	0
FFQ	7	4	0	103	542	445	318	611	480	348	234	490	309	173	1213	789	284	544	1080	559	713	3302	576	880	1122	459	1487	127	6363	2002	340	3069	1779	11351	2912	678	5746	10593	1969	13995	18456	8599	32458	58581	307412	1014759	0	0	0	0
FFQ	8	4	0	6	67	84	65	100	83	97	58	123	67	65	161	228	192	344	384	368	404	926	387	567	690	366	1045	127	2943	1373	330	2650	1520	6377	2718	647	3794	9450	1948	11259	15156	8718	29749	55207	307678	1049729	0	0	0	0
FFQ	9	0	0	21	130	139	165	158	152	158	180	143	207	189	342	369	464	380	710	569	1075	1021	868	1268	804	1542	1485	2124	1662	2679	2576	2233	1990	7600	1101	5088	8845	4515	5632	9767	10506	12546	17375	23524	31594	26437	95540	391060	841321	0
FFQ	10	4	0	8	110	89	114	106	86	147	126	127	151	152	286	249	398	334	621	557	919	956	809	1116	721	1435	1422	1978	1561	2531	2370	2203	1890	7151	1099	4912	8624	4457	5475	9710	10306	12431	17204	23072	31775	26559	97021	395797	839085	0
FFQ	11	8	0	10	100	117	132	119	121	174	136	121	161	191	249	307	423	334	689	550	951	980	889	1122	794	1547	1458	1949	1599	2616	2503	2161	1868	7315	1026	5067	8630	4523	5622	9825	10270	12374	17514	23256	31792	27001	96797	397943	834920	0
FFQ	12	284	0	13	106	122	136	112	139	162	159	133	208	188	318	364	485	360	747	557	997	959	871	1135	783	1600	1493	2087	1592	2724	2548	2256	1925	7612	1150	5135	8808	4678	5783	9905	10506	12562	17707	23630	32102	26851	98082	397807	830373	0
FFQ	13	0	0	14	89	120	135	142	127	155	143	126	191	214	294	297	469	366	693	560	988	966	856	1110	773	1569	1506	2132	1581	2744	2405	2176	1861	7610	1078	5051	8795	4460	5827	9808	10458	12234	17735	23501	32007	26392	97269	398794	832433	0
FFQ	14	0	0	11	101	145	142	153	117	153	154	174	186	163	297	348	452	372	718	545	1048	1002	907	1196	805	1571	1512	2135	1588	2697	2490	2285	1952	7701	1100	5138	8839	4527	6021	10012	10510	12659	17841	23803	32398	26502	97557	399118	829109	0
FFQ	15	0	0	7	96	121	129	129	120	162	156	119	182	204	276	311	421	347	688	531	964	926	835	1102	766	1536	1414	2155	1475	2670	2386	2138	1864	7595	1081	4919	8750	4287	5950	9625	10442	12072	17632	23181	32463	26047	97082	400648	832250	0
FFQ	16	2	0	10	127	189	206	193	194	234	199	262	273	346	394	345	505	599	609	662	761	917	821	1170	1357	1492	1416	2167	2259	3360	2280	2373	3372	5445	4127	6203	5015	8885	7561	6701	13826	12604	17523	25028	26760	38323	69229	135223	1106707	0
FFQ	17	0	0	12	157	210	206	222	221	214	225	273	300	380	406	344	497	603	632	629	765	951	879	1162	1400	1501	1453	2184	2247	3462	2220	2313	3281	5552	4284	6235	5143	8784	7605	6625	13895	12598	17700	25023	26050	38797	69431	135531	1105652	0
FFQ	18	1	0	9	155	211	240	238	232	245	259	298	314	373	434	374	515	663	625	703	796	1020	945	1196	1419	1565	1487	2181	2263	3415	2296	2337	3559	5599	4280	6405	5238	8978	7836	6935	13977	13111	17815	25409	26733	38839	70072	135651	1101008	0
FFQ	19	28	0	10	184	215	228	235	222	211	222	298	284	355	406	347	576	627	601	648	737	980	878	1119	1461	1471	1414	2235	2299	3317	2246	2161	3450	5418	4243	6330	5003	8803	7592	6602	13821	12493	17526	24731	26170	38245	69974	135774	1106064	0
FFQ	20	7	0	10	150	205	233	228	225	237	203	304	268	365	418	348	518	593	612	686	788	1021	851	1158	1458	1439	1481	2260	2318	3357	2211	2330	3553	5651	4228	6424	5113	8900	7742	6780	13990	12747	17555	25123	26510	38833	70151	136004	1102668	0
FFQ	21	1	0	8	163	199	230	255	228	231	206	312	305	389	400	360	508	636	647	752	786	1005	857	1143	1420	1477	1503	2235	2290	3389	2290	2334	3533	5435	4203	6325	5116	8983	7684	6777	14008	12622	17819	25026	26293	38704	70139	136198	1102830	0
FFQ	22	1	0	9	157	216	221	245	251	270	234	284	325	407	405	389	557	634	679	712	798	991	911	1149	1487	1482	1543	2315	2385	3492	2410	2423	3473	5616	4434	6584	5261	8979	7748	7034	14128	13091	17662	25229	27022	39053	70020	135937	1099601	0
FFQ	23	1	0	17	158	209	208	267	234	267	230	275	322	373	432	359	544	643	670	681	778	1020	924	1110	1434	1420	1513	2246	2349	3526	2403	2368	3516	5628	4242	6444	5207	8895	7676	6934	13979	12794	17660	24690	26672	38725	70214	135067	1102930	0
FFQ	24	0	0	3	151	207	216	242	242	229	251	250	301	403	389	369	513	633	654	680	795	996	828	1156	1483	1523	1460	2280	2390	3479	2298	2366	3531	5524	4309	6230	5199	8988	7488	6857	14076	13043	17766	24547	26610	38549	70069	135628	1103053	0
FFQ	25	1	0	7	144	236	208	246	234	248	247	299	305	381	456	371	525	591	611	695	792	1041	914	1159	1465	1509	1452	2224	2263	3283	2253	2287	3581	5493	4294	6382	5118	8957	7561	7010	13280	12647	17888	24499	26711	38455	69813	135528	1104590	0
FFQ	26	156	0	16	170	246	223	225	253	239	222	320	292	408	430	366	493	624	681	709	851	994	896	1110	1455	1471	1529	2334	2374	3419	2284	2408	3439	5471	4233	6413	5174	8837	7578	7067	13892	12895	17906	24958	26474	38420	70158	135575	1102566	0
FFQ	27	23	0	8	158	221	215	247	238	253	224	310	305	384	435	370	524	629	647	722	823	980	941	1121	1512	1497	1595	2357	2270	3466	2321	2475	3527	5568	4419	6536	5431	8923	7898	7075	13846	13206	17992	24511	27177	38801	69901	135845	1100327	0
FFQ	28	0	0	13	167	237	238	262	215	261	224	309	305	384	408	373	519	624	690	734	819	951	944	1147	1474	1467	1531	2322	2292	3392	2287	2326	3520	5541	4305	6280	5227	9145	7697	7211	13556	13205	18057	24052	26831	38451	70138	135975	1102148	0
FFQ	29	1	0	13	158	239	201	206	238	235	221	304	320	383	448	364	536	640	641	671	847	998	932	1178	1470	1487	1622	2433	2423	3557	2334	2483	3465	5507	4393	6518	5165	9391	7384	7433	13602	13316	18077	24205	27012	38651	70041	135708	1100803	0
FFQ	30	26	0	14	174	252	243	245	249	253	239	291	334	406	470	365	515	627	661	740	780	1033	979	1129	1520	1498	1604	2387	2389	3435	2464	2501	3631	5590	4580	6549	5356	9371	7689	7546	13830	13393	18172	24224	26946	38389	70290	136204	1098670	0
FFQ	31	0	0	10	155	233	203	209	233	233	242	276	342	388	450	353	479	647	674	680	785	949	941	1128	1429	1480	1512	2284	2264	3389	2332	2382	3555	5449	4396	6520	5001	9183	7478	7328	13458	13100	17941	23993	26436	38050	70232	135594	1103857	0
FFQ	32	32	0	11	147	210	185	267	203	251	217	308	302	376	404	381	532	621	647	719	806	1042	936	1120	1427	1478	1603	2333	2218	3367	2374	2437	3546	5371	4411	6345	5228	9202	7504	7305	13595	13225	18279	23944	26440	38461	69777	135906	1102760	0
FFQ	33	0	0	12	162	219	214	265	262	302	220	327	327	386	417	390	481	641	674	753	837	955	981	1159	1519	1469	1637	2439	2347	3421	2457	2466	3576	5536	4655	6429	5355	9322	7811	7460	13732	13710	18819	23842	26713	38323	71127	136493	1097609	0
FFQ	34	34	0	11	152	234	243	224	250	238	222	313	311	418	465	386	493	647	684	759	833	1038	958	1144	1492	1471	1634	2397	2382	3395	2299	2497	3683	5376	4478	6340	5140	9269	7552	7603	13336	13451	18279	23430	26966	38327	70075	137034	1100288	0
FFQ	35	1	0	18	160	235	223	243	280	233	240	331	309	407	438	412	469	617	691	740	898	1018	904	1127	1484	1463	1621	2410	2383	3296	2402	2605	3726	5292	4508	6454	5255	9358	7500	7761	13441	13664	18395	23514	26964	38139	70083	136414	1100125	0
