# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	38cfc21f	080ce4af	328f5518
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2281041	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2281041
SN	is sorted:	1
SN	1st fragments:	2281041
SN	last fragments:	0
SN	reads mapped:	2281041
SN	reads mapped and paired:	2281041	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2281041	# proper-pair bit set
SN	reads paired:	2281041	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	350
SN	total length:	342145191	# ignores clipping
SN	total first fragment length:	342145191	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	342145191	# ignores clipping
SN	bases mapped (cigar):	341728221	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	667193	# from NM fields
SN	error rate:	1.952408e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	46.0
SN	insert size average:	257.5
SN	insert size standard deviation:	27.8
SN	inward oriented pairs:	1140499
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	4	0	120	154	238	115	126	185	256	77	173	200	147	167	658	341	452	545	721	1630	628	936	1142	1073	3258	853	1961	1474	983	8201	2483	863	4634	14633	4428	21158	38028	264788	1903208	0	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	2	68	74	70	99	62	99	87	80	94	115	97	328	165	374	256	481	584	887	373	722	616	662	1280	175	2730	1569	512	2685	2359	5269	4224	545	4981	9489	4375	11687	15579	21191	39983	61445	225888	1858680	0	0	0	0
FFQ	3	1	0	0	35	67	54	86	47	66	65	75	87	107	89	247	147	334	224	394	482	745	353	628	609	553	1148	151	2444	1426	418	2403	2011	4976	3520	482	4361	8560	3502	9906	13584	17128	33988	54061	204162	1907315	0	0	0	0
FFQ	4	0	0	0	51	69	60	79	42	74	86	74	81	115	106	242	176	312	217	422	502	767	375	586	627	614	1137	141	2664	1545	489	2424	2168	5031	3554	473	4422	8561	3500	10198	13624	16473	32152	50947	197151	1918710	0	0	0	0
FFQ	5	0	0	0	58	88	53	80	51	93	83	88	105	130	106	284	146	381	230	515	570	848	385	707	656	667	1314	165	2864	1571	528	2763	2431	5407	4010	549	4735	9257	4079	11041	14456	18159	35232	54421	205190	1896545	0	0	0	0
FFQ	6	0	0	0	78	89	91	113	76	99	76	129	98	114	136	308	184	372	307	471	569	917	367	635	619	566	1175	150	2858	1478	443	2354	2039	5417	3406	493	4557	8413	3324	10073	13595	15583	31769	50917	197850	1918733	0	0	0	0
FFQ	7	2	0	38	393	352	238	413	318	325	239	387	290	221	651	653	342	622	750	679	802	2018	533	899	1002	734	1575	184	4453	1922	454	3100	2337	7486	3690	565	5190	9541	3334	11454	14909	14864	32608	52105	205368	1893001	0	0	0	0
FFQ	8	4	0	0	83	105	87	131	93	118	94	124	123	127	164	326	203	385	299	502	588	908	406	731	737	589	1237	168	2928	1533	509	2674	2297	5406	3786	478	4631	8952	3572	10404	13874	16315	32569	51344	199056	1912381	0	0	0	0
FFQ	9	1	0	1	108	145	168	179	144	173	201	155	219	151	312	452	423	506	793	505	1019	1029	810	1225	993	1403	1591	1911	1970	2394	2704	2709	2703	5443	2316	5178	8681	5640	3781	10049	10472	13344	17008	20748	26371	38907	84359	278926	1722721	0
FFQ	10	3	0	7	117	125	115	138	121	126	141	151	171	120	259	448	353	426	750	548	926	928	745	1225	937	1394	1625	1931	2033	2302	2712	2782	2856	5554	2552	5582	9010	6107	3862	10295	10956	13981	17596	21363	27163	40632	85968	280466	1713439	0
FFQ	11	16	0	12	118	131	113	154	157	133	152	129	214	151	271	390	366	459	756	554	932	964	801	1225	1016	1398	1551	1977	1985	2252	2690	2644	2928	5362	2563	5389	8805	6120	3918	10260	11108	13992	17473	21287	27157	41007	85928	283405	1710628	0
FFQ	12	552	0	5	121	141	139	149	155	131	176	147	246	160	326	454	378	481	808	543	978	1012	801	1239	953	1365	1648	2049	2041	2410	2739	2768	2915	5497	2533	5491	8803	5921	3929	10397	11047	13885	17494	21313	27351	40825	85957	282787	1709781	0
