# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	74c24ede	f6c071d9	3b0c33e9
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2493	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2493
SN	is sorted:	1
SN	1st fragments:	2493
SN	last fragments:	0
SN	reads mapped:	2493
SN	reads mapped and paired:	2493	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2493	# proper-pair bit set
SN	reads paired:	2493	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	8
SN	total length:	373949	# ignores clipping
SN	total first fragment length:	373949	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	373949	# ignores clipping
SN	bases mapped (cigar):	373820	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	939	# from NM fields
SN	error rate:	2.511904e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	40.6
SN	insert size average:	1011.4
SN	insert size standard deviation:	7.8
SN	inward oriented pairs:	1237
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	1	1	0	1	2	4	0	0	1	1	0	11	0	0	5	5	31	2	11	11	9	63	2	35	3	0	171	19	0	11	286	26	364	462	889	66	0	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	2	1	0	13	1	4	3	4	4	0	25	8	0	6	8	71	7	1	42	55	2	89	145	18	220	430	1169	158	0	0	0	0
FFQ	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	11	1	2	4	1	7	0	20	8	0	3	7	67	4	4	49	53	1	124	162	19	233	434	1107	166	0	0	0	0
FFQ	4	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	3	1	0	10	0	0	2	0	3	0	28	11	0	6	4	71	9	6	55	35	4	100	165	16	211	424	1157	167	0	0	0	0
FFQ	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	7	0	1	4	3	5	0	36	11	0	6	5	78	11	0	44	47	2	119	136	15	229	389	1178	162	0	0	0	0
FFQ	6	0	0	0	1	0	0	0	0	0	1	2	0	0	2	2	0	1	2	0	3	8	3	2	2	2	1	0	33	17	0	14	2	90	9	2	56	60	3	110	169	17	203	394	1111	171	0	0	0	0
FFQ	7	0	0	1	6	1	0	0	2	0	0	3	1	1	9	2	0	2	9	0	3	41	0	4	8	0	5	0	46	12	0	10	6	94	11	2	41	48	3	114	128	11	205	365	1083	216	0	0	0	0
FFQ	8	0	0	0	0	0	0	1	1	0	1	0	1	0	2	1	0	2	1	4	3	6	2	2	7	3	3	0	20	8	0	8	7	92	8	5	46	42	1	105	131	14	233	394	1167	172	0	0	0	0
FFQ	9	0	0	0	0	0	1	0	0	1	0	2	0	0	2	2	4	0	2	1	5	6	9	7	8	10	6	19	3	26	24	5	13	70	0	30	89	25	72	18	124	61	130	111	281	83	396	752	95	0
FFQ	10	0	0	0	1	0	0	1	0	1	1	0	0	2	1	1	1	3	5	0	4	8	3	7	1	15	6	20	5	24	18	5	8	89	0	32	65	19	83	16	96	81	142	95	298	66	406	779	85	0
