# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	94451674	ed1d9178	b99303ce
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	299314	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	299314
SN	is sorted:	1
SN	1st fragments:	299314
SN	last fragments:	0
SN	reads mapped:	299314
SN	reads mapped and paired:	299314	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	299314	# proper-pair bit set
SN	reads paired:	299314	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	60
SN	total length:	44895981	# ignores clipping
SN	total first fragment length:	44895981	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	44895981	# ignores clipping
SN	bases mapped (cigar):	44861139	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	99510	# from NM fields
SN	error rate:	2.218178e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.8
SN	insert size average:	741.3
SN	insert size standard deviation:	27.8
SN	inward oriented pairs:	149634
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	37	51	65	28	34	53	90	17	28	58	48	56	297	63	200	168	188	892	167	360	540	369	1972	169	995	551	198	5179	1068	236	1480	10834	1796	17494	29699	166184	57650	0	0	0	0	0	0	0	0	0	0
FFQ	2	1	0	0	8	12	7	12	15	17	14	27	18	11	47	70	48	62	98	92	118	325	103	197	216	79	281	39	1021	473	43	801	438	2868	675	181	1521	3592	502	4430	6629	1874	11471	23301	132057	105520	0	0	0	0
FFQ	3	0	0	0	5	12	7	17	13	15	9	16	22	11	27	50	42	86	89	78	112	244	71	172	192	93	280	42	889	481	34	825	416	2471	674	200	1423	3612	494	4160	6529	1931	11311	23391	133305	105463	0	0	0	0
FFQ	4	0	0	1	11	19	9	23	12	10	10	16	14	12	41	35	47	57	124	82	117	346	84	142	197	86	272	28	1039	462	30	748	390	2752	626	184	1583	3289	401	4270	6521	1774	11115	22684	132561	107090	0	0	0	0
FFQ	5	0	0	1	7	6	5	14	9	10	9	23	11	14	42	50	29	85	107	75	89	271	79	164	214	90	291	31	968	444	28	795	357	2684	609	176	1530	3329	465	4293	6396	1788	11274	23223	133940	105289	0	0	0	0
FFQ	6	0	0	2	23	25	22	34	23	22	23	39	19	14	68	68	41	73	172	91	125	426	98	166	216	117	300	32	1244	505	34	785	389	3217	631	160	1802	3434	401	4743	6933	1765	11450	23127	131639	104816	0	0	0	0
FFQ	7	0	0	52	197	126	112	207	172	101	71	174	80	43	544	263	68	139	420	124	186	1477	153	244	308	134	389	32	2589	667	26	788	432	4860	639	185	2351	3448	418	5349	7289	1731	11625	22650	118896	109555	0	0	0	0
FFQ	8	0	0	2	19	24	13	21	24	20	13	35	21	9	64	61	49	80	160	107	103	375	77	149	212	97	332	35	1072	504	43	861	372	3094	600	189	1649	3396	504	4525	6405	1781	11303	22914	131804	106196	0	0	0	0
FFQ	9	0	0	4	39	48	52	37	37	47	47	41	52	76	131	87	165	107	237	174	396	382	282	401	281	532	475	936	440	968	909	663	692	3035	131	1755	3652	1476	2601	2545	4716	4512	6516	8232	14405	8052	32638	129284	67026	0
FFQ	10	2	0	1	33	29	27	25	37	42	35	33	41	56	80	78	130	90	206	153	372	370	246	381	225	509	465	883	450	951	890	660	636	3000	152	1637	3454	1417	2634	2569	4763	4494	6408	8221	14793	8016	33248	131280	65092	0
