# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	0bea0153	913d28b9	7f20ff56
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	103936	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	103936
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	103936
SN	reads mapped:	103936
SN	reads mapped and paired:	103936	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	103936	# proper-pair bit set
SN	reads paired:	103936	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	36
SN	total length:	15590050	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	15590050	# ignores clipping
SN	bases mapped:	15590050	# ignores clipping
SN	bases mapped (cigar):	15541552	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	102010	# from NM fields
SN	error rate:	6.563695e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	36.5
SN	insert size average:	839.8
SN	insert size standard deviation:	27.6
SN	inward oriented pairs:	51940
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	1	73	98	42	94	88	107	169	203	368	91	223	132	377	314	830	104	609	1624	252	1336	385	1418	581	274	3677	603	4451	1472	4752	950	3528	9511	9270	55906	23	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	1	42	84	77	50	93	108	89	96	185	188	173	152	397	267	635	133	522	262	914	167	719	1359	165	1680	1879	415	1581	706	1894	3917	884	3184	4598	12694	13230	50396	0	0	0	0	0	0	0	0	0
LFQ	3	0	0	0	51	77	101	46	87	111	89	107	206	166	152	141	404	265	608	134	488	239	835	160	619	1406	166	1709	1877	435	1604	702	1853	3694	941	3086	4564	12673	12107	52033	0	0	0	0	0	0	0	0	0
LFQ	4	0	0	0	42	78	86	48	78	110	112	80	170	150	140	155	403	284	606	121	514	261	869	145	636	1264	151	1687	1891	416	1589	640	1776	3694	885	3090	4519	12557	12147	52542	0	0	0	0	0	0	0	0	0
LFQ	5	0	0	0	45	56	87	37	99	123	71	83	168	157	147	143	340	250	593	121	457	276	877	157	578	1314	177	1758	1755	406	1548	598	1675	4022	801	3033	4961	12418	12148	52457	0	0	0	0	0	0	0	0	0
LFQ	6	2	0	0	48	57	64	51	79	120	83	69	173	169	123	144	365	245	626	113	480	227	870	131	604	1355	138	1704	1760	450	1639	596	1813	3842	814	3106	4833	12573	11879	52591	0	0	0	0	0	0	0	0	0
LFQ	7	0	0	0	43	64	94	44	83	115	79	71	212	154	131	135	406	275	639	125	493	246	853	136	617	1376	129	1772	1813	417	1621	622	1733	3853	892	3067	4859	12640	11805	52322	0	0	0	0	0	0	0	0	0
LFQ	8	2	0	0	45	65	81	34	88	135	91	75	184	154	138	180	391	249	667	101	462	267	862	138	606	1431	135	1837	1775	392	1609	597	1705	4084	851	2985	5091	12498	12056	51875	0	0	0	0	0	0	0	0	0
LFQ	9	40	0	1	31	57	59	73	84	82	91	158	124	137	203	270	360	265	355	332	598	560	319	376	1023	534	385	625	2879	593	1876	439	3017	959	4256	1538	2994	1934	6188	2312	17711	33478	16620	0	0	0	0	0	0
LFQ	10	0	0	0	36	70	67	67	86	100	82	144	134	127	191	249	330	276	372	368	605	534	348	354	1000	503	365	668	2881	583	1830	383	2931	952	4310	1534	2949	1984	6044	2263	18073	33274	16869	0	0	0	0	0	0
LFQ	11	0	0	3	38	75	57	87	96	93	73	155	144	143	222	293	293	270	359	331	675	556	322	331	1001	517	356	716	2791	589	1950	404	3017	1009	4145	1561	2947	1941	6095	2491	17400	33517	16873	0	0	0	0	0	0
LFQ	12	0	0	0	47	107	63	72	106	91	88	160	136	132	221	286	343	290	389	363	628	627	327	324	1064	531	354	712	2773	604	1914	365	2966	1064	4110	1582	3042	2050	5823	2391	17563	33437	16791	0	0	0	0	0	0
LFQ	13	0	0	0	40	93	67	75	92	73	83	155	136	141	215	281	327	253	368	362	733	597	317	349	1043	515	380	646	2873	589	1830	380	3017	1003	4344	1460	2997	1850	6096	2361	17861	33426	16508	0	0	0	0	0	0
LFQ	14	0	0	2	42	77	65	69	102	88	99	172	135	155	236	301	382	261	378	330	651	582	338	354	1001	512	337	605	2960	580	1936	382	2900	900	4267	1470	2937	1887	6123	2255	18039	33352	16674	0	0	0	0	0	0
LFQ	15	0	0	1	52	78	62	79	102	87	80	186	133	143	236	303	357	284	417	349	654	556	355	363	1078	496	401	670	2996	610	1902	397	2944	1013	4262	1509	2939	1888	6097	2375	17631	33107	16744	0	0	0	0	0	0
LFQ	16	0	0	0	84	163	137	148	113	180	137	148	264	196	227	368	272	433	365	456	442	367	821	486	771	961	1087	1191	1118	845	1309	2050	1586	1184	2428	2821	2625	3331	3709	3038	4727	5455	6318	9976	15813	25786	0	0	0
LFQ	17	0	0	0	77	153	114	165	104	192	157	141	278	180	253	349	262	425	413	485	437	379	838	547	769	1002	1096	1254	1176	843	1299	2089	1700	1167	2469	2664	2600	3351	3635	2978	4704	5529	6278	10183	15622	25579	0	0	0
LFQ	18	150	0	0	68	135	99	140	128	175	140	182	253	171	233	348	235	436	388	467	458	408	789	498	747	994	1085	1232	1119	860	1317	2062	1671	1147	2626	2701	2627	3364	3677	3105	4637	5511	6147	10087	15875	25444	0	0	0
LFQ	19	28	0	0	72	176	122	148	119	182	174	175	262	177	240	365	254	457	352	510	416	395	815	470	750	960	1078	1250	1094	872	1257	2020	1606	1180	2538	2766	2695	3364	3774	3030	4657	5459	6175	10063	15810	25629	0	0	0
LFQ	20	1	0	0	72	179	123	152	139	184	186	169	292	178	227	340	265	411	421	510	429	416	780	507	812	1051	1059	1220	1203	881	1365	2079	1669	1214	2570	2646	2743	3403	3703	3057	4553	5563	6131	10115	15493	25425	0	0	0
LFQ	21	0	0	0	67	173	111	153	108	224	119	162	279	170	242	333	254	457	398	480	450	396	825	560	734	1011	1106	1257	1094	850	1271	2153	1639	1196	2550	2672	2585	3321	3589	3008	4604	5656	6111	10138	15723	25707	0	0	0
LFQ	22	0	0	0	77	169	128	168	108	213	155	156	302	190	233	376	264	414	396	541	445	390	832	533	745	1010	1084	1241	1175	884	1247	2033	1632	1169	2580	2723	2566	3245	3631	3018	4669	5609	6392	9903	15738	25552	0	0	0
LFQ	23	0	0	0	102	184	143	154	106	217	145	153	286	215	235	388	265	477	402	468	484	439	812	538	785	1045	1010	1258	1172	914	1267	2056	1642	1195	2589	2762	2619	3271	3714	3071	4557	5566	6295	9931	15574	25430	0	0	0
LFQ	24	0	0	0	95	180	127	168	141	219	185	163	287	208	240	369	259	453	395	467	475	408	816	570	755	1014	1066	1187	1123	898	1303	2033	1659	1147	2524	2765	2525	3285	3728	3001	4598	5449	6291	10003	15676	25681	0	0	0
LFQ	25	1	0	0	56	164	130	187	116	199	177	167	323	192	260	342	263	513	382	518	456	417	788	548	766	996	1204	1323	1187	911	1257	2076	1635	1238	2592	2660	2647	3339	3773	3072	4645	5497	6237	9842	15770	25070	0	0	0
LFQ	26	19	0	0	73	196	126	171	121	192	148	151	304	199	231	381	280	432	408	511	443	433	806	556	740	1010	1166	1277	1179	904	1219	2079	1699	1143	2554	2784	2607	3302	3697	3031	4674	5558	6234	10005	15602	25291	0	0	0
LFQ	27	94	0	0	79	152	121	171	131	219	155	165	283	173	231	347	250	506	429	502	427	431	822	576	792	1041	1165	1206	1182	927	1261	2142	1716	1203	2547	2787	2639	3418	3671	3138	4585	5414	6279	9793	15603	25163	0	0	0
LFQ	28	0	0	0	94	146	142	193	128	226	146	178	282	192	243	380	288	464	411	486	483	428	837	548	782	1036	1118	1272	1216	961	1325	2095	1612	1154	2527	2725	2678	3254	3661	3113	4702	5387	6100	10037	15684	25202	0	0	0
LFQ	29	0	0	0	106	187	117	179	142	227	185	199	340	207	235	387	278	446	448	489	461	409	792	524	775	1064	1088	1238	1220	940	1257	2102	1588	1158	2665	2700	2642	3263	3708	3214	4542	5388	6205	10031	15841	24949	0	0	0
LFQ	30	1	0	0	70	180	135	146	121	222	182	197	288	189	244	377	280	469	416	543	461	439	806	570	791	1014	1102	1302	1225	874	1284	2113	1615	1241	2574	2907	2644	3240	3674	3181	4523	5416	6210	10047	15558	25065	0	0	0
LFQ	31	18	0	0	96	216	125	188	111	254	148	184	287	201	246	415	285	486	429	539	489	493	823	616	803	1020	1127	1295	1245	942	1258	2168	1677	1183	2536	2872	2719	3340	3653	3185	4532	5362	6263	10028	15571	24508	0	0	0
