# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	62fbf09a	c7b1aea5	55c83124
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	677062	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	677062
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	677062
SN	reads mapped:	677062
SN	reads mapped and paired:	677062	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	677062	# proper-pair bit set
SN	reads paired:	677062	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	214
SN	total length:	96860187	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	96860187	# ignores clipping
SN	bases mapped:	96860187	# ignores clipping
SN	bases mapped (cigar):	96549347	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	215979	# from NM fields
SN	error rate:	2.236980e-03	# mismatches / bases mapped (cigar)
SN	average length:	143
SN	average first fragment length:	0
SN	average last fragment length:	143
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	42.9
SN	insert size average:	161.5
SN	insert size standard deviation:	27.0
SN	inward oriented pairs:	282921
SN	outward oriented pairs:	55568
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	1	79	102	88	116	83	104	115	136	171	170	174	185	322	194	414	242	403	539	452	595	434	687	762	848	1535	1054	2456	1093	1776	3513	3672	7448	17802	560927	68370	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	49	53	84	67	72	98	82	88	135	140	147	171	185	240	264	316	213	411	513	202	565	669	442	751	1100	920	728	1324	1472	2830	1981	3632	2830	8860	11875	633553	0	0	0	0	0	0	0	0	0
LFQ	3	0	0	0	48	54	82	76	88	99	89	106	154	112	111	185	165	241	261	317	206	442	443	245	569	607	572	676	1071	864	759	1281	1417	2635	1843	3652	2765	8417	11073	635337	0	0	0	0	0	0	0	0	0
LFQ	4	0	0	0	38	55	78	73	72	93	83	87	138	120	103	163	178	234	265	340	210	437	502	226	553	570	521	656	1058	791	660	1200	1289	2664	1763	3490	2647	8316	10356	637033	0	0	0	0	0	0	0	0	0
LFQ	5	2	0	0	47	64	71	59	69	89	83	87	137	113	124	158	163	243	228	293	202	361	422	195	469	586	469	631	986	766	706	1108	1239	2401	1573	3196	2515	7883	9858	639466	0	0	0	0	0	0	0	0	0
LFQ	6	13	0	0	45	69	86	57	69	107	89	90	138	110	103	165	171	205	201	303	229	369	419	227	536	549	505	632	919	761	704	1100	1257	2333	1637	3364	2568	7869	9711	639352	0	0	0	0	0	0	0	0	0
LFQ	7	0	0	0	40	61	83	48	57	81	96	89	128	97	103	137	159	204	242	232	202	348	423	184	493	556	452	627	918	764	711	1146	1226	2257	1577	3235	2524	7783	9890	639889	0	0	0	0	0	0	0	0	0
LFQ	8	13	0	0	52	66	62	41	72	112	76	71	131	117	126	164	143	268	247	259	199	334	428	209	458	560	435	620	922	732	679	1096	1115	2415	1630	3121	2567	7877	9676	639969	0	0	0	0	0	0	0	0	0
LFQ	9	317	0	0	48	62	54	68	60	92	81	106	118	132	150	113	261	221	223	285	301	377	301	384	544	432	507	511	975	592	1132	802	1602	755	1844	1881	2365	2696	3838	5869	11733	39799	595431	0	0	0	0	0	0
LFQ	10	0	0	0	47	62	54	62	69	80	77	96	101	151	111	121	245	211	240	258	275	353	332	360	559	428	484	582	1002	621	1126	781	1527	783	1862	1800	2252	2592	3658	5630	11794	38934	597342	0	0	0	0	0	0
