# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	37f94074	1bbc54fa	0a091f5d
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	298814	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	298814
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	298814
SN	reads mapped:	298814
SN	reads mapped and paired:	298814	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	298814	# proper-pair bit set
SN	reads paired:	298814	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	66
SN	total length:	44821156	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	44821156	# ignores clipping
SN	bases mapped:	44821156	# ignores clipping
SN	bases mapped (cigar):	44715092	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	217578	# from NM fields
SN	error rate:	4.865874e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	38.6
SN	insert size average:	741.3
SN	insert size standard deviation:	27.8
SN	inward oriented pairs:	149381
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	9	154	188	129	176	147	177	298	316	660	196	414	283	732	532	1432	210	1112	2775	616	2389	854	2579	1278	733	6289	1248	8525	3045	8478	2642	7501	20066	21603	200988	40	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	85	152	162	104	195	210	199	167	343	310	316	318	677	525	1088	352	900	643	1627	334	1333	2321	535	2983	3521	1149	3060	1623	3644	7034	2235	7061	8606	26464	30243	188295	0	0	0	0	0	0	0	0	0
LFQ	3	0	0	0	101	119	170	85	170	217	190	167	375	314	256	323	649	529	1037	287	897	653	1546	353	1339	2253	554	2945	3326	1068	3025	1635	3456	7024	2209	6699	8684	25899	27653	192607	0	0	0	0	0	0	0	0	0
LFQ	4	0	0	0	74	133	159	104	163	229	200	149	347	282	273	290	672	514	1059	298	889	589	1503	331	1351	2239	509	2861	3323	1047	2982	1584	3469	6775	2083	6639	8416	25848	26960	194470	0	0	0	0	0	0	0	0	0
LFQ	5	1	0	0	96	124	177	82	155	210	166	148	321	285	263	305	605	473	1046	287	784	579	1481	372	1238	2324	497	3010	3222	962	2993	1497	3229	7065	1989	6703	9107	25866	27048	194104	0	0	0	0	0	0	0	0	0
LFQ	6	5	0	0	76	128	170	66	158	230	172	152	341	321	258	268	614	503	1103	284	855	601	1508	321	1262	2272	472	2941	3286	991	3054	1444	3321	6942	2071	6498	8882	25993	26816	194435	0	0	0	0	0	0	0	0	0
LFQ	7	0	0	0	88	139	172	89	141	226	179	148	331	270	274	333	659	520	1110	329	852	570	1516	323	1241	2328	514	3097	3273	991	3178	1509	3325	7137	2025	6561	9014	25933	26938	193481	0	0	0	0	0	0	0	0	0
LFQ	8	4	0	0	95	119	158	84	172	234	184	156	336	293	248	313	731	475	1144	299	815	642	1440	322	1261	2408	482	3143	3291	1001	3129	1492	3109	7474	2056	6617	9440	25728	27013	192906	0	0	0	0	0	0	0	0	0
LFQ	9	132	0	3	76	149	117	144	178	179	164	281	247	255	380	486	622	503	693	651	1066	1046	685	761	1743	1137	907	1289	4735	1529	3491	1042	5489	2125	7783	3644	5868	4508	12437	6074	38556	96774	90865	0	0	0	0	0	0
LFQ	10	0	0	7	76	167	113	138	206	151	170	234	221	306	404	469	634	510	701	688	1104	1072	650	783	1739	1132	912	1287	4793	1406	3628	968	5403	2133	8004	3588	5882	4636	12412	5965	38257	96726	91139	0	0	0	0	0	0
LFQ	11	0	0	8	66	161	136	141	177	167	191	280	233	292	413	481	689	479	691	677	1020	1104	637	724	1696	1124	884	1253	4864	1458	3807	948	5188	2178	7587	3652	5934	4822	12033	6033	37997	96631	91958	0	0	0	0	0	0
LFQ	12	0	0	2	93	144	125	139	167	171	171	251	260	282	409	461	678	539	715	711	976	1087	623	790	1858	1066	883	1313	4701	1492	3757	926	5472	2215	7761	3637	6000	4817	11630	6088	37947	96806	91651	0	0	0	0	0	0
LFQ	13	0	0	0	98	158	125	140	183	163	169	276	254	283	443	506	653	452	720	718	1146	1071	662	742	1776	1105	931	1295	4986	1425	3593	973	5562	2135	7920	3633	6001	4561	12167	5811	38284	96865	90829	0	0	0	0	0	0
LFQ	14	0	0	1	81	145	110	143	198	167	163	287	236	296	407	475	651	477	724	734	1131	1025	696	723	1728	1132	925	1345	4908	1346	3666	910	5602	2081	7999	3552	5842	4601	12112	5871	38440	96743	91141	0	0	0	0	0	0
LFQ	15	0	0	1	77	167	135	170	171	166	184	280	264	290	444	508	686	521	689	771	1178	1179	664	866	1837	1190	923	1354	4860	1416	3634	926	5546	2149	7951	3605	5836	4572	11820	6017	38155	96468	91144	0	0	0	0	0	0
LFQ	16	0	0	1	144	294	226	277	228	341	288	281	506	331	412	588	527	801	697	870	890	777	1452	1032	1454	1897	2059	2231	2173	1729	2538	3851	3364	2455	4788	5594	5281	6880	7923	6948	10081	12838	14446	25409	43961	119951	0	0	0
LFQ	17	0	0	0	127	305	225	279	198	386	303	271	450	342	443	608	466	778	687	885	865	772	1507	991	1518	1913	2074	2307	2200	1772	2461	3926	3431	2533	4754	5548	5413	7083	7844	6848	10125	12926	14462	25310	43619	119859	0	0	0
LFQ	18	521	0	0	147	267	247	274	196	384	299	310	503	342	403	586	507	823	717	886	832	751	1455	1001	1429	1837	1967	2353	2201	1769	2499	3951	3272	2518	4788	5333	5368	6952	7855	7002	10279	12955	14398	25142	43931	119564	0	0	0
LFQ	19	84	0	4	146	311	220	288	214	305	272	306	485	351	434	597	514	834	661	918	871	693	1432	973	1410	1924	2062	2264	2173	1674	2509	3880	3462	2476	4879	5568	5331	6834	7931	6960	10199	13041	14689	25195	43753	119687	0	0	0
LFQ	20	0	0	0	131	328	259	289	220	382	329	306	548	345	439	678	475	886	746	896	894	766	1508	1045	1390	1925	2118	2391	2180	1745	2569	3957	3426	2548	4983	5400	5323	6727	8081	7209	10109	12995	14546	25305	43697	118720	0	0	0
LFQ	21	0	0	0	149	316	239	265	239	331	308	328	508	380	447	633	496	825	743	959	854	750	1504	1040	1388	1879	2057	2235	2154	1725	2493	4023	3359	2489	4790	5434	5270	6864	7880	7026	10226	13057	14576	25307	43506	119762	0	0	0
LFQ	22	0	0	0	170	305	230	305	204	321	329	273	465	358	463	636	479	854	702	904	863	775	1415	1022	1447	1900	2022	2341	2187	1684	2395	3959	3261	2530	4908	5479	5333	6971	8046	7026	10110	13001	14489	25441	43978	119233	0	0	0
LFQ	23	0	0	0	157	300	250	309	222	393	356	310	541	399	409	687	520	885	762	954	895	780	1567	1042	1398	1952	2112	2308	2223	1851	2434	4117	3344	2639	4908	5551	5271	6898	7906	6957	10208	12945	14530	25022	43657	118845	0	0	0
LFQ	24	0	0	0	167	313	266	321	242	396	317	321	490	398	433	647	494	926	715	887	966	761	1508	1032	1440	1925	2055	2308	2132	1867	2412	3952	3347	2530	4829	5499	5221	6912	7970	7081	9921	12908	14536	25037	43122	120210	0	0	0
