# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	561c7a1f	6a430dc6	4a342a43
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2757795	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2757795
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	2757795
SN	reads mapped:	2757795
SN	reads mapped and paired:	2757795	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2757795	# proper-pair bit set
SN	reads paired:	2757795	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	144
SN	total length:	413658404	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	413658404	# ignores clipping
SN	bases mapped:	413658404	# ignores clipping
SN	bases mapped (cigar):	413046294	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	1024129	# from NM fields
SN	error rate:	2.479453e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	42.2
SN	insert size average:	444.6
SN	insert size standard deviation:	28.3
SN	inward oriented pairs:	1378874
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	11	359	499	376	502	404	507	704	809	1180	702	991	712	1567	1111	2695	985	2521	4030	2157	3877	2596	4612	3400	2752	10082	3729	16543	7987	12583	11321	19748	44169	69553	2501197	20824	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	255	376	484	303	474	608	519	505	891	798	740	983	1256	1554	1865	1439	1722	2232	2997	1223	3216	4190	2862	5088	7370	4040	6421	6074	8022	15359	7491	20758	18232	57912	74928	2494608	0	0	0	0	0	0	0	0	0
LFQ	3	0	0	0	280	335	466	300	465	579	532	468	881	830	708	903	1153	1448	1819	1430	1631	2187	2914	1223	3233	4130	2827	5051	6920	3739	6416	5531	7479	14602	7112	20200	17665	57058	66186	2509094	0	0	0	0	0	0	0	0	0
LFQ	4	0	0	0	231	363	418	281	435	603	476	486	946	801	756	886	1138	1488	1762	1402	1599	2079	3011	1104	3186	3908	2678	4824	6963	3693	6027	5350	7384	14324	6902	19252	17331	55542	63594	2516572	0	0	0	0	0	0	0	0	0
LFQ	5	6	0	0	231	336	457	278	425	549	494	470	868	771	702	898	1134	1376	1901	1278	1488	2020	2754	1127	2983	4084	2693	4984	6739	3526	6100	5266	7222	14571	6805	19229	17967	55440	62575	2518048	0	0	0	0	0	0	0	0	0
LFQ	6	81	0	0	233	316	438	242	443	561	457	454	795	770	671	923	1173	1374	1791	1283	1565	1999	2961	1167	3026	4034	2524	4855	6627	3460	5835	5196	6985	14492	6564	19332	17974	55049	62400	2519745	0	0	0	0	0	0	0	0	0
LFQ	7	0	0	0	272	318	448	255	383	628	479	465	793	782	691	908	1248	1465	1825	1324	1627	2036	2886	1082	3076	4100	2537	4927	6721	3571	6058	5124	7229	14704	6705	19239	17890	56016	62608	2517375	0	0	0	0	0	0	0	0	0
LFQ	8	67	0	0	264	341	417	266	436	597	491	466	848	765	686	870	1139	1287	1895	1337	1502	2044	2854	1108	3026	4171	2691	5156	6599	3561	6151	5275	6983	14913	6747	19299	18406	55887	63301	2515949	0	0	0	0	0	0	0	0	0
LFQ	9	1271	0	1	219	370	349	425	401	439	488	690	595	766	957	967	1677	1267	1560	1879	1948	2510	1949	2135	3509	3178	2823	3028	7706	4814	7843	3584	11207	5444	15066	10932	14367	14110	27687	24362	85176	296181	2193915	0	0	0	0	0	0
LFQ	10	0	0	7	242	374	360	382	424	504	499	659	613	782	1001	890	1805	1233	1445	1883	1901	2520	1863	2082	3558	3071	2868	3072	7784	4688	8064	3529	11077	5382	14874	10831	14262	14010	27258	24302	85280	295396	2197020	0	0	0	0	0	0
LFQ	11	5	0	96	334	364	358	448	421	444	475	747	618	847	1000	984	1697	1267	1409	1820	1867	2590	1894	2042	3558	3115	2828	3245	7809	4685	8027	3424	10929	5574	14624	10938	14161	14159	27084	24164	83908	294069	2199767	0	0	0	0	0	0
LFQ	12	0	0	1	223	368	369	404	460	526	498	696	652	775	967	992	1658	1266	1331	1912	1795	2526	1868	2094	3593	3200	2851	3251	7703	4583	8237	3409	11108	5510	14528	11060	14458	14226	26628	24377	84134	295301	2198257	0	0	0	0	0	0
LFQ	13	0	0	3	224	379	382	418	407	499	517	754	641	804	1018	962	1749	1284	1476	1871	1943	2612	2010	2134	3626	3186	2892	3148	8021	4588	7994	3439	11238	5523	15001	11036	14457	13991	27501	24192	85724	296293	2193858	0	0	0	0	0	0
LFQ	14	0	0	1	259	389	414	443	447	484	492	720	629	848	986	948	1729	1256	1520	1903	1914	2659	1873	2167	3513	3215	2910	3103	7911	4685	7993	3426	11247	5457	14911	11113	14288	13973	27636	24057	85847	295452	2194977	0	0	0	0	0	0
LFQ	15	0	0	4	277	391	381	409	433	510	515	738	701	805	998	984	1778	1265	1420	1983	1974	2621	1966	2140	3649	3139	2923	3192	7935	4704	8025	3382	11201	5657	15066	11218	14387	14098	27696	24524	86027	294791	2193888	0	0	0	0	0	0
LFQ	16	0	0	0	369	723	639	627	577	842	750	682	1131	882	1072	1341	1073	1669	1627	1843	2141	1893	3102	2476	3190	3803	4339	4433	5335	4477	5735	8056	8544	7105	9756	12629	12272	17070	20221	21453	25931	38536	44646	82972	147694	2244139	0	0	0
LFQ	17	0	0	0	357	687	615	623	562	774	671	733	1084	888	1094	1313	1121	1724	1609	1848	2011	1841	3201	2526	3146	3865	4484	4416	5117	4359	5513	7937	8571	7090	9677	12758	11958	17257	20091	21501	25969	38635	44106	83121	147244	2245698	0	0	0
LFQ	18	4787	0	0	401	739	660	638	589	817	730	713	1106	905	1007	1365	1073	1726	1692	1784	2040	1797	3115	2544	3163	3909	4336	4381	5366	4461	5702	8043	8492	7008	9843	12605	12128	17480	20049	21308	25733	38843	44912	82858	147316	2239631	0	0	0
