# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	fbcfd3d6	4ed63ff0	f57345f3
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	708575	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	708575
SN	is sorted:	1
SN	1st fragments:	708575
SN	last fragments:	0
SN	reads mapped:	708575
SN	reads mapped and paired:	708575	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	708575	# proper-pair bit set
SN	reads paired:	708575	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	103
SN	total length:	106283811	# ignores clipping
SN	total first fragment length:	106283811	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	106283811	# ignores clipping
SN	bases mapped (cigar):	106197347	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	224415	# from NM fields
SN	error rate:	2.113188e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	44.6
SN	insert size average:	642.3
SN	insert size standard deviation:	28.1
SN	inward oriented pairs:	354265
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	1	0	65	66	118	62	72	109	157	23	65	116	91	89	515	142	293	300	358	1360	358	673	904	636	2958	411	1599	1025	410	7831	1854	600	2919	15236	3143	25541	44660	348767	245048	0	0	0	0	0	0	0	0	0	0
FFQ	2	0	0	1	22	31	15	25	29	35	15	42	36	24	63	104	110	155	196	196	220	549	189	332	368	169	574	79	1706	791	138	1614	864	4166	1457	359	2418	6176	1175	7099	10123	4649	19006	37773	226283	379199	0	0	0	0
FFQ	3	0	0	0	11	31	21	21	29	26	15	37	34	21	54	101	84	143	160	174	195	453	175	297	367	176	570	71	1523	715	145	1461	871	3833	1431	357	2366	6102	1152	6875	9698	4478	18647	37085	226286	382284	0	0	0	0
FFQ	4	0	0	1	23	17	24	32	22	27	27	35	28	27	70	81	72	155	162	172	213	520	165	285	343	208	544	60	1692	756	124	1441	790	4176	1332	343	2575	5700	1053	7124	9877	4022	18452	36471	224741	384593	0	0	0	0
FFQ	5	0	0	1	18	25	20	29	20	27	30	27	26	26	60	87	66	132	152	160	221	469	186	304	348	163	557	65	1648	702	127	1500	789	4092	1349	370	2414	5643	1052	7190	9852	4340	18584	37004	227663	381037	0	0	0	0
FFQ	6	0	0	4	36	40	26	56	43	48	40	72	43	33	126	139	98	154	243	193	243	660	202	325	383	185	603	76	1971	921	124	1457	848	4787	1358	360	2671	5952	1046	7486	10583	4174	19483	37349	227132	376802	0	0	0	0
FFQ	7	2	0	79	395	262	192	399	326	208	150	303	187	80	904	475	149	298	743	288	379	2272	334	455	640	289	804	80	4182	1130	129	1680	987	7787	1422	423	3854	6457	990	9126	11993	3952	20095	38213	211232	374230	0	0	0	0
FFQ	8	0	0	5	26	42	42	54	58	46	33	70	42	29	107	125	100	184	239	203	229	606	195	331	396	178	601	64	1857	844	118	1577	844	4338	1403	376	2444	6011	1028	7251	9971	4232	18836	37212	225169	381059	0	0	0	0
FFQ	9	1	0	13	83	95	83	75	95	96	87	103	105	136	196	189	271	184	484	326	696	654	561	728	493	983	915	1447	913	1725	1517	1285	1200	4933	427	3158	5801	2670	3805	5451	7142	7637	10801	14801	21988	15047	59527	255597	274051	0
FFQ	10	2	0	9	57	56	69	60	60	73	73	67	82	81	150	172	262	175	394	285	581	580	492	671	478	892	806	1288	862	1589	1510	1237	1109	4694	419	3147	5617	2643	3847	5426	7097	7687	10952	14743	22269	15065	60004	260151	270592	0
