# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	45e9f2dc	7277139e	0a2d13c1
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	1517290	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	1517290
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	1517290
SN	reads mapped:	1517290
SN	reads mapped and paired:	1517290	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	1517290	# proper-pair bit set
SN	reads paired:	1517290	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	105
SN	total length:	227589200	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	227589200	# ignores clipping
SN	bases mapped:	227589200	# ignores clipping
SN	bases mapped (cigar):	227214685	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	671120	# from NM fields
SN	error rate:	2.953682e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.5
SN	insert size average:	543.5
SN	insert size standard deviation:	28.1
SN	inward oriented pairs:	758620
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	11	293	421	297	417	341	452	585	683	1103	554	783	584	1356	1001	2584	748	2217	3923	1811	3659	2218	4395	3016	2170	9625	3243	15430	7073	12836	8598	16823	40477	54934	1310482	2147	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	257	305	372	210	399	502	430	412	735	709	637	738	1191	1307	1771	1124	1593	1967	2708	1008	2845	3857	2295	4892	6654	3055	5956	4676	6869	13354	6047	17571	16211	53096	67808	1283729	0	0	0	0	0	0	0	0	0
LFQ	3	0	0	0	187	279	376	242	364	497	418	365	745	730	593	773	1096	1261	1740	1031	1462	1890	2778	922	2795	3800	2145	4796	6308	2976	5833	4332	6738	13190	5602	16805	16158	52134	59493	1296436	0	0	0	0	0	0	0	0	0
LFQ	4	0	0	0	229	305	359	215	362	453	394	380	737	655	566	720	1106	1178	1710	1060	1485	1730	2660	967	2747	3674	2009	4831	6342	2889	5609	4198	6419	12667	5471	16178	15777	50926	57121	1303161	0	0	0	0	0	0	0	0	0
LFQ	5	1	0	0	186	299	349	183	344	491	398	383	695	632	584	658	1015	1185	1697	957	1419	1684	2447	823	2624	3800	2028	4939	6115	2867	5736	4135	6155	13230	5251	16151	16627	50979	56728	1303495	0	0	0	0	0	0	0	0	0
LFQ	6	49	0	0	202	276	355	194	379	482	354	359	679	587	592	749	1066	1180	1708	903	1441	1657	2684	861	2665	3768	2096	4833	6232	2687	5652	4014	6356	13086	5089	16192	16167	51044	56493	1304159	0	0	0	0	0	0	0	0	0
LFQ	7	0	0	0	178	252	354	202	371	472	368	405	694	619	623	718	1116	1130	1764	973	1401	1723	2714	877	2650	3757	2019	4751	6301	2837	5695	4142	6380	13424	5275	16369	16509	51119	57193	1301915	0	0	0	0	0	0	0	0	0
LFQ	8	26	0	0	195	268	359	216	342	502	359	394	699	699	554	721	1099	1142	1895	995	1456	1731	2550	942	2652	3867	2027	4962	6033	2765	5622	4197	6088	13874	5224	16070	17237	51374	57045	1301109	0	0	0	0	0	0	0	0	0
LFQ	9	689	0	3	175	278	294	317	349	351	384	568	524	650	825	832	1457	1063	1384	1546	1763	2227	1611	1810	3188	2608	2536	2781	7496	3857	6998	2763	10092	4773	14049	9642	12258	11693	24948	18408	77838	266704	1015558	0	0	0	0	0	0
LFQ	10	0	0	0	164	312	296	380	370	393	358	582	545	630	844	814	1476	1071	1262	1650	1745	2216	1523	1774	3071	2639	2388	2673	7450	3936	7040	2650	10011	4780	14098	9449	12038	11651	24506	18147	78335	266054	1017969	0	0	0	0	0	0
