# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	d61b26ac	715d7c9c	c35fe20b
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	707937	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	707937
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	707937
SN	reads mapped:	707937
SN	reads mapped and paired:	707937	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	707937	# proper-pair bit set
SN	reads paired:	707937	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	79
SN	total length:	106188620	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	106188620	# ignores clipping
SN	bases mapped:	106188620	# ignores clipping
SN	bases mapped (cigar):	105984408	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	397153	# from NM fields
SN	error rate:	3.747278e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	40.2
SN	insert size average:	642.3
SN	insert size standard deviation:	28.1
SN	inward oriented pairs:	353944
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	9	234	310	186	279	233	296	479	539	875	375	623	388	1059	728	2078	451	1704	3458	1199	3192	1549	3743	2120	1384	8176	2357	12208	5051	11333	5369	12100	31122	37226	555304	200	0	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	137	207	293	170	268	380	302	252	563	490	476	552	879	960	1468	713	1332	1243	2155	682	2215	3066	1306	4145	5171	1977	4665	2952	5248	10268	3921	12025	12510	40929	50610	533407	0	0	0	0	0	0	0	0	0
LFQ	3	0	0	1	166	223	269	154	294	387	304	302	538	471	477	534	888	847	1486	658	1191	1182	2140	629	2023	3065	1250	4012	4964	1950	4562	2885	5000	10075	3903	11396	12551	39872	44496	542792	0	0	0	0	0	0	0	0	0
LFQ	4	0	0	0	150	205	271	163	275	362	306	274	510	449	443	499	832	846	1392	621	1196	1131	2178	553	2042	2990	1184	3922	4986	1830	4447	2766	5031	9825	3693	11253	12179	39283	43404	546446	0	0	0	0	0	0	0	0	0
LFQ	5	0	0	0	110	202	248	134	240	332	266	240	555	426	420	553	864	814	1412	592	1102	1093	2078	569	1981	3058	1205	4138	4695	1814	4484	2703	4737	10456	3561	10993	12964	39608	43108	546182	0	0	0	0	0	0	0	0	0
LFQ	6	28	0	0	132	171	262	115	247	341	292	261	511	494	431	474	921	802	1457	579	1213	1068	2017	578	1970	3075	1134	4072	4735	1843	4281	2692	4885	10259	3653	10904	12825	39668	43099	546448	0	0	0	0	0	0	0	0	0
LFQ	7	0	0	0	123	205	246	124	258	331	275	269	512	470	441	525	874	897	1440	597	1232	1087	2135	571	1885	3182	1189	4070	4717	1910	4526	2661	4888	10301	3663	11138	13209	39618	43373	544995	0	0	0	0	0	0	0	0	0
LFQ	8	10	0	0	159	208	247	120	239	351	268	272	488	451	410	476	875	813	1448	620	1127	1128	2057	582	1910	3186	1143	4419	4650	1875	4451	2652	4649	10787	3517	10973	13455	39969	43953	543999	0	0	0	0	0	0	0	0	0
LFQ	9	315	0	2	116	210	223	230	271	266	247	438	356	497	580	684	1053	796	1010	1120	1417	1648	1056	1238	2445	1785	1641	2038	6281	2726	5347	1792	7996	3495	11287	6462	9006	8007	18825	11426	60098	185715	347792	0	0	0	0	0	0
LFQ	10	0	0	1	138	246	212	241	272	251	268	385	407	447	596	678	1073	744	1003	1095	1508	1641	1059	1287	2461	1848	1578	1955	6389	2645	5443	1668	7943	3483	11438	6401	8962	7919	18527	11204	60245	186091	348185	0	0	0	0	0	0
