# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	b3d7ccb1	318b7753	f0034efc
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	10227	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	10227
SN	is sorted:	1
SN	1st fragments:	10227
SN	last fragments:	0
SN	reads mapped:	10227
SN	reads mapped and paired:	10227	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	10227	# proper-pair bit set
SN	reads paired:	10227	# paired-end technology bit set
SN	reads duplicated:	982	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	10
SN	total length:	1534050	# ignores clipping
SN	total first fragment length:	1534050	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	1534050	# ignores clipping
SN	bases mapped (cigar):	1350105	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	147300
SN	mismatches:	5076	# from NM fields
SN	error rate:	3.759708e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.7
SN	insert size average:	131.6
SN	insert size standard deviation:	13.1
SN	inward oriented pairs:	1843
SN	outward oriented pairs:	3246
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	1	1	3	0	0	0	0	1	0	1	0	0	0	2	1	0	1	3	0	1	8	3	0	3	12	3	8	0	32	17	33	80	259	2147	7607	0	0	0	0	0	0	0	0
FFQ	2	15	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	1	1	1	0	1	2	3	0	3	3	1	7	11	4	7	11	5	17	18	26	26	42	71	175	392	1164	8214	0	0	0
FFQ	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	2	0	0	1	5	3	2	2	3	0	2	14	2	4	9	10	18	20	25	19	53	81	206	419	1196	8126	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	3	6	0	4	2	2	6	8	3	10	10	10	24	26	27	27	40	78	171	371	1180	8212	0	0	0
FFQ	5	0	0	0	0	1	0	0	0	2	1	0	0	1	1	1	1	1	2	4	0	3	1	8	6	0	5	9	1	6	18	3	7	14	4	27	25	30	18	58	79	192	403	1152	8143	0	0	0
FFQ	6	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	2	0	1	1	2	0	3	3	2	2	5	8	10	11	6	13	18	13	35	19	36	15	53	93	149	408	1127	8181	0	0	0
FFQ	7	0	0	0	0	0	0	2	0	2	0	1	1	1	0	4	2	1	4	4	1	3	0	6	7	1	5	3	4	8	12	5	8	12	16	17	31	38	21	48	71	163	390	1125	8210	0	0	0
FFQ	8	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	4	0	1	3	1	4	0	3	4	5	2	4	7	2	12	8	11	13	9	22	31	35	30	58	88	155	357	1133	8219	0	0	0
FFQ	9	0	0	0	0	2	1	1	0	0	0	1	2	1	3	1	1	3	2	0	8	2	3	4	7	11	13	7	13	13	11	25	20	25	10	27	36	28	54	64	65	82	85	251	429	5910	3006	0
FFQ	10	2	1	0	0	1	0	1	0	0	0	0	3	0	1	4	1	3	0	5	4	5	4	9	12	10	6	6	12	16	11	9	17	31	10	30	29	34	58	57	62	97	79	243	453	5382	3519	0
FFQ	11	0	0	0	0	0	0	1	1	2	4	1	0	3	2	4	3	4	0	3	4	6	8	3	5	8	4	13	15	17	10	16	14	27	10	34	32	25	52	36	62	99	89	248	443	5843	3076	0
FFQ	12	0	0	0	1	0	3	1	2	1	0	1	0	0	1	6	3	2	3	4	4	1	3	11	9	11	11	12	17	13	13	19	13	32	19	30	39	31	32	59	65	111	80	239	422	5470	3433	0
FFQ	13	0	0	0	3	1	0	2	1	1	1	2	3	0	1	0	3	4	1	4	7	2	5	13	6	10	9	10	12	13	15	12	25	31	10	34	46	31	46	52	58	104	77	207	447	5467	3451	0
FFQ	14	0	0	0	1	2	0	2	3	3	1	1	1	0	2	2	1	0	1	6	8	3	6	6	4	5	7	6	9	19	17	17	19	26	5	36	39	22	45	46	64	106	92	247	421	5331	3595	0
FFQ	15	0	0	0	1	3	0	0	0	0	1	2	0	0	0	1	5	3	1	3	4	2	7	11	6	10	8	8	16	16	17	16	13	20	11	35	39	26	46	52	63	109	63	208	455	5224	3722	0
FFQ	16	0	0	0	0	3	3	0	3	3	1	0	0	4	3	1	2	1	3	6	10	5	6	4	7	5	5	10	10	20	14	27	23	21	28	44	34	45	39	48	73	73	94	206	213	848	8282	0
FFQ	17	0	0	0	2	1	2	3	2	1	1	1	1	1	2	3	4	5	7	4	3	5	6	12	11	2	8	10	13	14	10	25	17	25	19	31	18	33	51	58	69	60	120	194	214	928	8231	0
FFQ	18	0	0	0	0	4	2	1	1	1	1	2	2	4	2	2	3	3	6	7	4	5	3	4	9	5	6	10	10	14	24	15	14	19	36	33	32	31	42	61	57	88	112	204	208	849	8291	0
FFQ	19	0	0	0	0	0	2	1	2	2	0	0	1	2	2	2	5	2	7	6	3	4	5	4	7	5	9	12	19	15	18	22	29	21	25	38	24	49	54	46	64	65	84	199	194	847	8331	0
FFQ	20	0	0	0	0	1	1	0	3	1	2	0	4	2	2	2	4	5	3	4	3	4	4	11	10	7	4	11	10	14	13	23	21	32	39	32	23	35	44	67	62	73	104	193	194	767	8393	0
FFQ	21	0	0	0	1	1	1	3	1	0	1	0	5	2	2	2	3	2	3	1	4	2	6	4	13	6	12	6	13	8	22	12	23	23	23	40	24	43	41	60	70	80	101	179	214	716	8454	0
FFQ	22	0	0	0	2	4	1	1	2	1	1	2	4	2	1	1	3	2	5	3	1	5	7	10	13	8	7	15	11	19	14	16	12	16	26	36	17	37	49	69	71	85	112	204	201	794	8337	0
FFQ	23	0	0	0	0	1	2	1	2	1	3	2	2	0	2	4	2	4	4	7	2	4	3	8	18	3	14	7	13	9	16	15	16	25	31	33	17	33	51	46	58	76	122	188	193	786	8403	0
FFQ	24	0	0	0	1	3	2	1	2	1	4	2	2	1	3	1	3	2	3	2	6	10	2	9	8	4	9	11	18	13	15	12	22	29	24	37	30	31	45	57	57	69	104	214	211	811	8336	0
FFQ	25	0	0	0	3	0	0	1	2	0	5	3	3	4	2	1	4	9	3	3	8	8	4	1	12	6	14	8	14	15	15	13	19	20	31	31	13	40	46	48	61	63	118	206	192	790	8388	0
FFQ	26	0	0	0	2	2	2	0	1	1	3	0	0	3	2	2	4	2	1	6	6	4	5	7	5	7	13	14	15	19	9	21	21	18	36	37	29	37	39	54	65	87	97	208	212	846	8285	0
FFQ	27	5	0	0	1	1	3	4	0	3	1	2	2	3	4	1	6	2	4	7	3	10	5	7	11	4	10	8	8	18	21	12	24	26	37	44	20	36	59	65	62	88	116	173	174	823	8314	0
FFQ	28	0	0	0	2	5	1	3	3	1	2	0	5	4	5	3	5	1	5	5	3	5	4	5	9	2	5	9	11	16	16	16	18	25	26	42	12	25	46	57	65	77	99	184	242	831	8327	0
FFQ	29	0	0	0	2	4	2	1	1	2	0	1	1	1	3	4	8	6	7	2	5	5	7	3	7	12	10	11	9	9	14	16	24	20	30	39	28	37	52	49	66	82	108	193	218	793	8335	0
FFQ	30	12	0	0	1	1	0	0	2	1	3	1	3	2	0	2	6	1	0	9	1	4	4	8	14	7	18	6	16	16	14	17	20	17	34	35	25	33	38	44	59	79	103	185	222	851	8313	0
FFQ	31	12	0	0	3	3	3	0	0	3	0	2	0	1	5	2	3	5	3	5	6	5	2	8	3	5	9	7	6	24	23	18	17	28	28	29	20	33	48	66	74	78	101	190	193	795	8361	0
FFQ	32	12	0	0	1	1	0	2	0	1	3	1	2	1	1	3	4	5	1	6	6	11	7	3	18	5	18	9	13	15	18	17	23	32	30	40	24	28	37	55	72	72	93	185	217	768	8367	0
FFQ	33	12	0	0	0	0	1	2	2	1	1	4	0	5	9	1	1	4	1	7	9	9	3	13	15	9	11	10	13	9	23	26	11	25	23	29	17	43	55	53	59	74	93	178	198	803	8365	0
FFQ	34	2	0	0	0	4	3	4	1	1	2	2	1	3	3	0	3	3	3	10	7	3	4	7	7	4	12	9	14	20	10	24	15	25	22	37	36	46	48	59	60	76	92	167	208	792	8378	0
FFQ	35	2	0	0	1	1	3	5	3	3	3	3	2	6	1	2	3	4	3	5	3	4	3	5	6	10	12	10	12	18	28	21	7	26	25	26	23	43	57	56	66	77	83	188	211	736	8421	0
FFQ	36	17	0	0	2	3	1	1	1	0	2	3	1	3	7	0	5	6	7	5	2	9	3	7	5	5	13	8	13	16	24	18	17	22	31	36	19	30	44	46	45	96	87	194	230	802	8341	0
FFQ	37	12	0	0	3	3	4	0	3	1	3	3	6	2	0	3	6	1	2	2	6	10	4	7	12	6	24	6	9	11	15	19	13	18	25	32	36	43	49	42	70	95	92	191	213	833	8292	0
FFQ	38	13	0	0	4	2	2	1	0	2	5	4	2	4	1	1	5	2	3	3	7	3	5	13	14	7	17	12	9	15	22	19	18	21	35	42	24	39	48	59	61	73	102	177	225	858	8248	0
FFQ	39	2	0	0	2	1	0	0	1	5	4	3	1	2	3	2	4	6	3	9	3	8	4	6	10	7	13	10	11	17	21	21	13	30	37	24	22	33	50	51	65	81	95	171	191	851	8334	0
FFQ	40	12	0	0	0	3	0	2	3	2	1	2	0	6	2	1	3	2	1	2	6	5	9	7	9	6	13	10	9	13	19	18	12	18	28	28	37	34	62	46	61	97	103	187	235	832	8281	0
FFQ	41	12	0	0	1	1	3	1	3	3	5	2	4	3	5	2	3	3	2	7	12	5	3	11	9	7	11	10	15	15	10	20	11	21	30	38	21	42	60	47	55	92	114	172	213	810	8313	0
FFQ	42	12	0	0	0	6	5	2	0	1	5	2	3	3	5	5	5	3	5	3	7	7	3	5	11	9	10	11	12	10	22	21	18	20	24	31	22	34	63	34	70	87	101	180	202	797	8351	0
FFQ	43	12	0	0	1	2	1	0	2	1	3	2	1	4	3	4	5	1	6	4	11	7	8	5	10	2	17	17	12	18	20	15	18	29	19	32	31	45	55	41	62	87	100	162	211	832	8309	0
FFQ	44	12	0	0	4	1	0	1	1	1	5	1	6	4	0	5	4	3	3	5	5	4	8	8	10	7	11	13	15	16	30	25	27	24	32	31	23	37	59	41	62	76	100	171	186	827	8323	0
FFQ	45	12	0	0	4	3	0	2	2	3	4	2	1	5	2	4	8	3	2	3	7	10	4	14	14	4	15	16	12	16	20	27	16	30	29	24	25	36	46	49	53	72	99	170	191	785	8383	0
FFQ	46	12	0	0	1	1	1	3	4	4	3	3	4	2	9	5	2	2	7	9	3	8	3	10	13	11	15	9	9	16	19	20	14	28	35	43	24	37	53	35	67	71	100	176	207	809	8320	0
FFQ	47	12	0	0	3	2	2	0	1	3	1	2	2	2	3	5	4	7	5	7	6	8	5	7	8	7	9	12	17	8	29	24	16	21	16	33	28	39	50	40	50	83	95	194	195	842	8324	0
FFQ	48	12	0	1	1	3	2	4	3	2	2	2	3	3	3	3	3	6	7	6	2	8	7	10	9	8	13	2	19	13	17	14	14	17	29	20	28	39	51	53	52	86	106	169	239	839	8297	0
FFQ	49	12	0	0	3	4	3	3	1	1	4	3	1	3	4	2	0	3	9	3	11	4	7	7	14	7	13	9	16	13	18	28	19	35	28	31	36	27	38	45	67	91	88	178	196	832	8310	0
FFQ	50	12	0	0	2	2	2	1	5	1	5	3	1	5	3	2	5	6	4	4	4	7	3	5	7	13	10	13	14	15	18	30	20	21	25	29	23	38	51	47	50	96	107	167	231	824	8296	0
FFQ	51	12	0	0	3	2	2	2	3	1	1	7	3	4	4	3	4	8	5	3	9	7	3	6	10	2	11	14	8	14	13	21	16	27	25	30	30	44	42	39	72	96	105	149	219	859	8289	0
FFQ	52	12	0	0	2	5	5	3	2	7	1	1	3	3	3	1	4	3	10	5	7	5	5	6	6	14	13	8	12	7	18	15	20	20	36	28	22	17	45	41	57	93	92	153	226	846	8345	0
FFQ	53	12	0	0	0	2	2	3	5	3	2	2	1	4	2	4	11	1	1	5	3	3	7	6	9	9	16	18	17	9	21	27	17	21	33	23	28	33	47	39	55	88	103	169	207	851	8308	0
FFQ	54	12	0	0	1	5	1	4	1	2	0	1	1	4	5	2	5	3	5	8	3	7	7	4	7	7	17	12	18	11	16	18	21	20	24	37	19	38	65	53	69	92	98	143	243	843	8275	0
FFQ	55	12	0	0	6	2	1	1	2	4	2	1	4	3	2	2	0	3	7	6	11	8	5	7	6	6	14	17	19	9	14	28	19	21	35	27	37	33	47	49	54	80	104	148	248	852	8271	0
FFQ	56	16	0	0	4	1	5	3	2	3	3	2	3	2	1	3	5	4	7	2	7	8	8	13	7	9	14	11	18	14	17	18	24	16	25	31	31	35	34	47	52	93	99	160	233	829	8308	0
FFQ	57	12	0	0	3	3	2	0	3	2	2	2	8	2	3	5	3	2	3	4	3	7	4	9	8	10	13	17	10	16	13	20	16	27	33	31	17	39	40	45	66	87	122	169	234	818	8294	0
FFQ	58	12	0	0	1	0	2	4	1	2	1	3	3	5	4	2	4	7	6	3	11	9	9	7	12	12	25	13	12	11	17	18	29	17	27	28	26	42	47	49	56	93	118	154	228	844	8253	0
FFQ	59	12	0	0	3	2	4	2	2	1	1	4	4	3	1	5	5	4	8	3	12	7	4	7	14	10	13	12	15	12	12	18	15	29	28	28	16	46	53	63	61	78	87	169	243	851	8260	0
FFQ	60	12	0	0	2	1	2	2	2	1	2	3	2	1	5	1	4	8	3	7	9	7	5	12	13	7	10	16	15	15	15	21	19	27	40	23	22	38	37	52	58	98	115	164	269	795	8267	0
FFQ	61	12	0	0	3	1	4	3	1	4	2	2	1	4	0	3	1	6	7	4	5	8	7	8	16	8	12	10	9	13	12	21	20	27	29	29	26	46	39	42	55	99	102	144	244	819	8319	0
FFQ	62	12	0	0	2	1	2	4	1	2	3	3	4	4	4	2	7	6	4	2	3	13	8	16	9	12	11	13	16	11	18	28	26	20	38	35	20	29	42	56	58	77	94	152	247	854	8258	0
FFQ	63	12	0	0	3	2	7	2	1	0	1	4	2	3	4	2	5	5	9	2	7	6	6	7	14	16	15	11	20	15	14	25	21	22	23	27	31	37	48	53	68	75	98	176	222	857	8249	0
FFQ	64	12	0	0	3	3	0	3	2	3	4	3	3	2	3	4	0	2	5	7	13	8	6	5	14	11	14	12	24	11	20	17	24	26	40	24	22	43	29	61	67	89	83	159	269	816	8261	0
FFQ	65	10	0	1	2	5	3	2	2	3	2	4	2	1	2	4	5	4	10	9	8	7	7	12	9	14	9	12	11	12	18	17	22	19	27	27	30	37	51	49	68	90	98	139	277	817	8269	0
FFQ	66	10	0	0	2	6	2	5	2	4	2	0	4	1	4	6	4	5	11	5	6	13	9	7	12	13	14	10	17	16	14	22	19	21	23	29	28	40	48	50	71	68	82	164	294	848	8216	0
FFQ	67	10	0	0	2	7	3	4	2	0	2	1	4	4	8	4	3	8	4	2	8	12	7	14	12	10	15	12	14	15	15	17	23	23	26	33	25	48	39	64	64	63	94	156	280	782	8288	0
FFQ	68	10	0	0	2	2	1	4	4	0	3	5	5	2	1	5	3	4	7	3	4	12	6	8	15	12	8	10	16	15	22	28	20	28	27	38	11	33	51	42	75	72	89	147	252	801	8324	0
FFQ	69	10	0	0	2	1	5	4	0	2	5	5	2	2	4	3	1	8	1	3	4	6	9	9	12	9	8	13	19	18	21	26	24	23	30	26	21	38	38	55	61	99	85	165	270	809	8271	0
FFQ	70	10	0	0	4	1	3	5	0	1	5	3	2	2	7	5	2	8	10	4	7	9	9	14	9	15	8	26	12	15	27	22	13	26	28	30	23	41	42	59	56	71	83	167	261	851	8231	0
FFQ	71	10	0	0	4	4	4	6	4	4	1	3	4	2	6	7	2	8	10	5	7	6	6	2	12	6	15	21	14	22	21	17	25	21	28	32	35	49	43	47	65	64	96	185	243	823	8238	0
FFQ	72	10	0	0	2	1	2	2	2	1	4	5	2	3	3	6	4	10	2	6	11	6	11	5	3	8	12	16	14	19	12	19	23	33	35	35	29	27	54	50	77	69	86	161	295	771	8281	0
FFQ	73	10	0	0	4	2	1	3	1	6	1	4	2	2	5	2	3	7	2	3	7	8	11	7	17	8	9	12	17	11	11	23	24	30	34	27	33	50	39	60	71	74	94	147	267	755	8323	0
FFQ	74	10	0	0	1	4	1	2	1	1	3	2	3	5	3	1	9	3	13	0	9	3	6	12	7	11	14	14	19	18	16	22	23	30	24	35	24	35	46	40	61	87	107	173	264	808	8257	0
FFQ	75	10	0	0	5	3	2	0	1	5	2	3	1	6	5	1	6	7	5	6	9	6	9	9	11	14	13	12	19	14	9	17	19	31	28	28	18	46	50	42	74	78	92	153	248	858	8252	0
FFQ	76	10	0	0	7	4	5	2	3	3	2	6	5	3	1	1	5	5	5	7	7	7	12	6	13	7	18	17	28	27	11	28	22	22	43	39	25	34	50	48	54	79	87	165	265	772	8267	0
FFQ	77	12	0	0	3	2	2	8	3	6	5	2	2	3	2	4	5	8	10	4	6	5	9	10	20	13	14	10	19	12	17	21	23	33	33	34	18	45	44	48	52	93	81	164	269	765	8288	0
FFQ	78	10	0	0	3	1	2	5	3	5	2	3	3	4	7	9	7	10	5	5	8	13	9	13	6	15	11	11	18	17	20	19	24	23	29	35	25	39	48	46	72	75	113	176	255	810	8213	0
