# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	17dff274	1a6bb552	e391e3e7
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	655772	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	655772
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	655772
SN	reads mapped:	655772
SN	reads mapped and paired:	655772	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	655772	# proper-pair bit set
SN	reads paired:	655772	# paired-end technology bit set
SN	reads duplicated:	26195	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	72
SN	total length:	98365800	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	98365800	# ignores clipping
SN	bases mapped:	98365800	# ignores clipping
SN	bases mapped (cigar):	98223804	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	3929250
SN	mismatches:	305497	# from NM fields
SN	error rate:	3.110213e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	43.3
SN	insert size average:	326.9
SN	insert size standard deviation:	14.2
SN	inward oriented pairs:	327874
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	157	0	2	30	50	45	50	61	76	61	88	88	110	125	117	154	210	237	188	211	401	304	455	357	689	339	899	272	1400	929	2103	1395	1096	3778	6185	8157	41504	583449	0	0	0	0	0	0	0	0	0
LFQ	2	287	0	0	23	32	30	24	40	46	43	69	63	65	70	115	164	132	150	201	190	265	312	259	373	299	489	431	530	533	821	782	964	1082	1040	1699	1935	2637	3326	7397	12267	615153	1434	0	0	0	0	0
LFQ	3	0	0	0	20	31	26	35	30	37	37	58	70	60	76	106	166	99	150	222	198	216	326	220	372	248	429	479	520	514	956	861	950	1109	1049	1590	2053	2694	3567	6892	11557	606353	11396	0	0	0	0	0
LFQ	4	0	0	0	30	38	54	46	56	59	63	95	92	92	94	130	183	141	198	271	249	208	361	263	418	309	474	507	561	523	980	910	1072	1128	1112	1692	2013	2783	3519	7195	12035	609910	5908	0	0	0	0	0
LFQ	5	0	0	0	38	50	52	52	42	54	48	90	67	76	100	134	169	123	162	247	217	258	389	274	443	289	479	473	592	492	978	885	945	1155	1115	1599	2091	2854	3500	6842	11335	584878	32185	0	0	0	0	0
LFQ	6	0	0	0	47	81	75	81	73	103	75	115	107	108	145	160	220	199	209	293	257	297	405	283	546	340	577	520	702	547	1092	959	1095	1295	1228	1736	2148	3034	3866	7013	12064	595133	18544	0	0	0	0	0
LFQ	7	0	0	2	70	114	103	92	120	135	128	129	146	176	176	209	289	239	267	358	330	293	488	357	553	388	637	636	773	608	1120	1056	1235	1306	1367	1850	2363	3254	4026	11197	13737	593755	11690	0	0	0	0	0
LFQ	8	0	0	2	62	87	105	92	85	108	87	123	143	139	159	209	254	197	240	322	300	270	480	323	520	349	621	571	730	524	1114	978	1064	1273	1196	1701	2302	3106	3742	8699	12739	567960	42796	0	0	0	0	0
LFQ	9	0	0	1	78	109	115	107	130	108	158	128	160	192	207	243	279	338	326	320	406	440	415	612	547	744	597	775	742	1132	1060	1255	1096	1537	1571	2022	1725	2542	3061	3752	4111	6051	10125	12570	50437	543448	0	0
LFQ	10	9	0	0	62	92	98	103	98	102	130	127	134	178	196	247	234	300	293	306	379	392	466	616	534	693	602	768	701	1070	1093	1293	1054	1494	1651	1883	1694	2526	3061	3560	4168	5900	10121	12122	49889	545333	0	0
