# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	9199b5b7	dcc3a5d4	c51c8c9f
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	304092	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	304092
SN	is sorted:	1
SN	1st fragments:	304092
SN	last fragments:	0
SN	reads mapped:	304092
SN	reads mapped and paired:	304092	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	304092	# proper-pair bit set
SN	reads paired:	304092	# paired-end technology bit set
SN	reads duplicated:	7363	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	19
SN	total length:	45613800	# ignores clipping
SN	total first fragment length:	45613800	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	45613800	# ignores clipping
SN	bases mapped (cigar):	45567067	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1104450
SN	mismatches:	134434	# from NM fields
SN	error rate:	2.950245e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.0
SN	insert size average:	522.0
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	152034
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	2	0	0	4	2	5	7	8	7	3	8	4	7	9	19	31	10	37	57	6	67	68	22	100	172	99	0	243	378	258	385	0	1124	851	1234	3445	18515	230439	46466	0	0	0	0	0	0	0	0
FFQ	2	565	0	0	1	3	5	1	3	2	6	2	9	8	4	9	18	15	23	36	25	45	18	58	72	32	68	128	36	119	282	158	183	267	190	464	572	960	659	1450	2905	7185	27100	146949	113457	0	0	0
FFQ	3	16	0	0	3	3	1	1	1	5	5	3	4	6	3	7	17	13	19	32	26	32	14	69	73	35	68	140	46	118	322	153	189	273	222	535	624	955	642	1704	3032	7821	28935	146958	110967	0	0	0
FFQ	4	0	0	0	4	3	8	8	3	9	6	4	19	9	4	21	36	22	33	38	47	67	26	94	102	59	94	170	59	161	381	180	215	342	243	643	766	1163	714	1968	3585	8895	31124	143432	109335	0	0	0
FFQ	5	0	0	1	10	15	10	10	16	23	14	16	21	26	19	20	73	49	60	102	57	111	46	151	162	120	157	231	156	300	460	251	337	461	369	749	917	1441	848	2293	3707	8744	30278	143788	107473	0	0	0
FFQ	6	0	0	8	37	31	31	27	35	27	25	36	43	51	34	42	101	68	78	125	91	184	67	208	177	170	201	289	257	372	516	343	426	604	442	875	1046	1726	879	2579	3940	9366	31098	140006	107431	0	0	0
FFQ	7	0	0	7	44	42	47	43	42	48	43	54	39	67	44	58	140	126	113	166	124	256	96	284	251	248	225	298	336	439	527	433	514	729	466	907	1105	1823	1037	2859	3984	9659	31073	136906	108390	0	0	0
FFQ	8	0	0	4	37	30	57	32	35	40	41	38	52	53	43	57	129	100	105	115	116	210	77	221	219	183	210	262	239	379	521	361	449	632	443	880	1107	1613	923	2564	3944	9310	30844	139481	107936	0	0	0
FFQ	9	0	0	7	42	52	47	44	49	46	49	54	59	51	83	86	128	193	143	188	237	207	218	294	347	372	393	448	624	506	535	774	681	1456	789	1214	1729	1304	1958	2470	3017	5104	3886	15377	38319	190886	29626	0
FFQ	10	53	0	10	50	55	44	51	45	39	43	45	58	40	68	89	109	165	132	175	205	193	242	355	325	312	394	398	604	521	490	727	637	1316	684	1210	1671	1302	1981	2524	2833	5361	3616	15692	38156	187097	33975	0
