# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	496c51df	1264ac43	8975ec67
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	10297396	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	10297396
SN	is sorted:	1
SN	1st fragments:	10297396
SN	last fragments:	0
SN	reads mapped:	10297396
SN	reads mapped and paired:	10249914	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	10146796	# proper-pair bit set
SN	reads paired:	10297396	# paired-end technology bit set
SN	reads duplicated:	99849	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	7538
SN	total length:	1536521134	# ignores clipping
SN	total first fragment length:	1536521134	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	1536521134	# ignores clipping
SN	bases mapped (cigar):	1534156420	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	14672826
SN	mismatches:	4645456	# from NM fields
SN	error rate:	3.028020e-03	# mismatches / bases mapped (cigar)
SN	average length:	149
SN	average first fragment length:	149
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	42.6
SN	insert size average:	370.2
SN	insert size standard deviation:	109.5
SN	inward oriented pairs:	5017813
SN	outward oriented pairs:	59085
SN	pairs with other orientation:	14848
SN	pairs on different chromosomes:	31841
SN	percentage of properly paired reads (%):	98.5
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	3	0	0	159	249	313	250	229	357	274	401	341	415	633	634	1187	491	2154	1759	1199	3887	1922	2118	2769	5082	5866	0	15190	5988	11951	29693	0	16316	54261	48646	168888	581110	6006269	3326392	0	0	0	0	0	0	0	0
FFQ	2	1	0	0	129	189	205	200	193	272	301	357	342	401	525	719	1482	1564	1862	2000	2113	3126	2892	4444	3282	5472	6685	6460	7208	9449	10007	14600	13395	18379	19595	24912	30413	41887	36220	92495	95957	189009	492512	2652605	6503537	0	0	0
FFQ	3	20	0	0	117	195	177	174	216	221	296	285	333	413	532	648	1463	1647	1783	2008	2095	3076	2873	4564	3375	5660	6700	6486	7674	9723	10192	14789	13818	19706	20425	24993	31403	43705	38783	93477	99361	196268	508344	2673075	6446303	0	0	0
FFQ	4	3	0	2	198	305	277	299	296	299	406	442	463	566	781	893	1803	2033	2224	2453	2611	3641	3652	5261	3748	6730	7931	7566	8628	10468	11781	17580	14705	21134	21764	27488	33372	45932	42672	100558	97989	200570	514251	2658797	6414824	0	0	0
FFQ	5	0	0	4	554	765	790	811	751	887	977	1035	1144	1326	1859	2216	4330	4425	5569	4847	6710	6740	8025	11033	7514	14493	13899	14197	15763	24322	19909	24046	27705	36058	42961	32477	50195	86460	59868	116771	131912	199480	470048	2558684	6285836	0	0	0
FFQ	6	0	0	20	907	1283	1327	1281	1222	1432	1542	1589	1791	1860	2335	3325	5259	5538	7304	6347	8615	8645	10022	13326	9029	17992	16517	16815	18718	31724	22986	26160	34247	42066	48739	36009	55079	110028	53563	126738	152003	202309	465065	2504945	6221694	0	0	0
FFQ	7	3	0	65	1738	2351	2397	2158	1873	2431	2244	2638	2702	2947	3327	4898	6574	7288	9500	8572	11619	11001	12367	16201	10997	22421	19339	19962	21494	40966	25421	27990	41521	47619	53435	41188	58297	135923	42627	138391	174844	200348	449941	2427199	6182579	0	0	0
FFQ	8	0	0	55	1416	1838	1778	1701	1571	1677	1870	2032	2106	2123	2677	3675	5647	6066	7453	6703	8980	8578	10302	13699	9042	17769	16289	16390	18204	29818	22317	26183	31587	41513	47760	34213	54448	100543	57199	119421	142086	199924	459255	2505549	6255939	0	0	0
FFQ	9	25	1	42	1735	2180	2060	2012	2198	2145	2267	2571	2601	3157	3387	5548	7417	8953	8634	12306	10313	13487	15800	14676	20974	18216	23634	23428	33927	33433	27650	50732	34273	57277	61433	59929	75712	84239	108087	146398	126797	241374	296590	399854	932895	7317029	0	0
FFQ	10	1	9	77	1420	1877	1640	1758	1883	1789	1898	2227	2318	2772	2799	4889	6479	7886	7685	10342	9133	11820	13987	13279	18280	16726	21627	20781	30489	29451	27103	44138	31723	52033	57670	56542	66947	80544	97893	135194	125578	214201	272826	362769	873277	7553636	0	0
FFQ	11	2	2	57	1826	2293	2088	2124	2145	2224	2359	2645	2551	2983	2995	5487	6921	8489	8010	10870	9430	12529	14582	13791	18623	17249	21929	21165	30870	29460	27229	43871	30956	51752	58120	55963	65528	81100	95668	133138	123191	208736	268202	349280	848951	7600012	0	0
FFQ	12	5	2	60	1550	2011	1933	2020	2108	2002	2138	2522	2420	3003	3001	5338	6651	8132	8011	10656	9618	12187	14101	13702	18221	17000	21666	20939	30474	29658	27635	42074	31809	51198	57697	55947	66108	80675	96109	132316	125728	208377	267439	351632	854839	7596684	0	0
FFQ	13	1	0	50	1494	2045	1868	1946	2055	2020	2145	2536	2433	2895	2937	5296	6845	8388	8118	10464	9703	12412	13909	13773	18269	17054	21631	20958	30666	29851	27483	42721	32367	51456	57994	56462	66273	80874	95399	132626	125138	209516	266694	353535	857970	7589126	0	0
FFQ	14	1	1	67	1831	2208	2184	1996	2358	2154	2317	2689	2612	3229	3111	5703	6956	8465	8175	10759	9718	12430	14302	13777	18524	17229	21785	21291	30341	29640	28140	42254	31790	51549	57697	56016	64609	80824	94176	131812	126514	202451	263033	344692	843860	7622126	0	0
