# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	011320f6	7e8fda20	91104979
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	10221069	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	10221069
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	10221069
SN	reads mapped:	10221069
SN	reads mapped and paired:	10219942	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	10131909	# proper-pair bit set
SN	reads paired:	10221069	# paired-end technology bit set
SN	reads duplicated:	93505	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	11749
SN	total length:	1525138040	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	1525138040	# ignores clipping
SN	bases mapped:	1525138040	# ignores clipping
SN	bases mapped (cigar):	1520713934	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	13730291
SN	mismatches:	7034332	# from NM fields
SN	error rate:	4.625677e-03	# mismatches / bases mapped (cigar)
SN	average length:	149
SN	average first fragment length:	0
SN	average last fragment length:	149
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.2
SN	insert size average:	370.3
SN	insert size standard deviation:	109.5
SN	inward oriented pairs:	5010520
SN	outward oriented pairs:	58945
SN	pairs with other orientation:	13026
SN	pairs on different chromosomes:	26082
SN	percentage of properly paired reads (%):	99.1
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	4	0	49	1650	2396	2364	2358	2688	2924	3109	4045	5165	5314	5909	7314	7644	9020	12122	11747	15853	15721	18329	21119	25069	28406	33492	25118	50401	27743	69470	70024	108717	97699	153763	251586	368829	1650145	7103763	0	0	0	0	0	0	0	0	0
LFQ	2	1275	0	10	1046	1508	1594	1905	1844	2253	2493	2904	3643	4263	4111	5382	7673	7153	9029	10177	11211	13164	11828	17539	18685	19116	26303	31964	23687	45552	39205	39689	60731	54217	103613	100419	121624	240603	316308	5619289	2468172	769887	0	0	0	0	0	0
LFQ	3	0	0	7	1109	1536	1692	1867	1993	2291	2673	2847	3748	4362	4639	5653	7898	7692	9405	10261	11176	13571	12707	16630	17663	19099	25943	29017	22519	40583	38126	39576	57360	50035	87357	86254	116262	182524	264475	3233818	3708157	2078544	0	0	0	0	0	0
LFQ	4	26350	1	22	2069	2766	2883	3170	3161	3403	3844	4038	5103	5689	5809	6746	9306	8917	11041	11628	12768	15120	14174	18038	18540	20771	27504	29880	23688	40568	39249	40529	57973	49376	84649	82595	114881	167550	246972	2637638	3873493	2489167	0	0	0	0	0	0
LFQ	5	0	0	3	1250	1758	1954	2143	2098	2587	2796	3090	4052	4591	5271	5570	8157	7851	9697	9697	11522	13606	13087	15144	15616	19477	24308	24937	23155	32825	35824	35482	50547	43382	69279	70240	101068	122562	183756	1074605	2726226	5441856	0	0	0	0	0	0
LFQ	6	263	0	15	1929	2656	2790	3090	2926	3438	3802	4006	5085	5855	6412	6746	9681	9277	11240	11693	13067	15638	14421	17160	17844	21945	26968	27998	25183	36861	38739	38169	56128	47114	76399	76646	108594	139368	205084	1467052	2789044	4870743	0	0	0	0	0	0
LFQ	7	0	1	31	2254	3292	3504	3668	3383	3784	4314	4422	5433	6383	7118	7135	9932	9792	11516	11626	13718	16003	15084	17101	17446	22607	26626	27025	25556	34906	38098	36974	53380	45248	70519	71732	102828	122209	179709	941034	2428996	5816682	0	0	0	0	0	0
LFQ	8	0	0	18	2043	2771	2912	3022	3084	3392	3854	3961	4953	5499	6644	6661	9550	9215	10780	10637	13327	14645	14197	15986	16559	21883	24531	24651	26110	33097	35009	35712	49995	45139	66232	70856	94630	116796	157838	677610	1699570	6877700	0	0	0	0	0	0
LFQ	9	4	0	56	2745	4179	4001	4121	4301	4771	5315	6241	7157	7948	8901	11428	14101	12949	16139	16500	20108	22611	24029	24207	27639	32688	31166	38497	42845	51104	53731	43035	66318	67050	67200	87912	108269	107890	105656	156611	229048	211469	353978	504412	1448314	6164425	0	0
LFQ	10	155	0	52	2303	3472	3349	3581	3567	4258	4594	5658	6374	7311	8286	9936	12366	12424	14099	15291	18396	20811	21820	22735	25270	31263	28426	37922	38519	47929	49949	40629	62183	68702	57830	90081	98076	98647	107296	156972	210096	196105	320006	514715	1453970	6285645	0	0
LFQ	11	1261	0	85	2618	3875	3885	4036	3951	4636	4901	6089	6741	7372	8516	10453	12891	13053	14327	15958	18590	21128	21931	22991	25090	31704	28990	38924	38486	47559	49421	41079	60771	69878	56994	90103	95517	98419	105596	156797	204228	194515	309320	511559	1433823	6323008	0	0
LFQ	12	0	0	46	2538	3891	3816	3963	3901	4625	4912	6020	6929	7474	8617	10292	12710	13062	14396	16423	18511	20863	22555	22861	25271	31728	28991	39019	39300	47483	47948	42356	59001	69681	57446	89287	92454	101879	103469	159025	195632	196470	300753	517573	1422953	6344945	0	0
LFQ	13	0	0	46	2458	3621	3609	3801	3748	4508	4586	5806	6439	7159	8075	9628	12202	12923	13465	16293	17080	19554	21845	21938	24366	30625	27319	38181	37669	44631	45594	42040	55187	68738	53918	88032	84266	100973	101429	157766	183249	190501	283430	518385	1406277	6439709	0	0
LFQ	14	2	0	83	2807	4254	4230	4264	4284	4956	5229	6385	7144	7900	8769	10688	13300	13793	14809	17041	18087	20316	22819	22976	25842	31562	28912	39287	40224	45903	46115	44685	55667	68625	57680	88579	85429	106121	99952	159491	182429	198185	290895	515501	1398346	6397503	0	0
LFQ	15	4689	0	56	2855	4175	4201	4193	4202	5144	5320	6276	7190	7941	8777	10772	13084	13523	14671	17557	18091	19765	23306	22493	25856	31392	29253	38710	40587	45280	45040	45477	54402	67651	58989	87011	83187	108650	99488	161233	178107	198272	289622	514497	1391123	6408961	0	0
LFQ	16	0	0	8	4677	7137	7304	6641	6474	7155	7494	8370	9046	8881	10370	11386	13466	13220	15580	16484	18836	21235	22503	24807	29821	26522	37326	37542	41595	45480	41870	64909	57500	66736	79833	88899	88203	123539	105367	148523	189900	176912	275530	388060	599032	1909371	5357525	0
LFQ	17	4552	0	5	4756	7258	7373	6865	6590	7265	7599	8554	9357	8920	10545	11484	13792	13217	16036	16570	19063	21551	22687	25183	30176	26641	36902	38098	41708	46493	43186	64417	58425	67134	80807	89621	88844	123343	106586	146853	194522	175668	277519	386156	599641	1901432	5347675	0
LFQ	18	1	0	5	4756	7516	7661	6932	6854	7433	7776	8749	9437	9417	10712	11974	14005	13787	16266	17462	19916	22500	23484	25748	30767	27805	38003	39280	42469	48099	44182	66183	60347	69638	81086	91120	92993	124218	108373	149706	196136	180928	282315	391922	615823	1975181	5212104	0
LFQ	19	3373	0	7	4608	7059	7082	6654	6478	7172	7395	8312	9008	8789	10448	11186	13534	13156	15364	16061	19081	20916	22151	24585	29414	26631	36724	37491	41150	45433	42097	62704	57112	66251	80133	89008	87123	121572	104196	145522	188496	173439	272352	384991	592829	1862512	5431470	0
LFQ	20	0	0	5	4980	7685	7808	7032	7166	7682	8212	8875	9595	9625	11080	12265	14234	14264	16461	17343	19822	22431	23405	25997	30941	27937	38313	39533	42179	47889	44891	65441	59886	70168	81300	91852	92420	123308	108526	148862	195317	180451	281503	389880	612812	1966635	5225058	0
LFQ	21	19392	0	6	5148	8249	8140	7397	7456	7945	8246	9350	9946	10110	11489	12655	14564	14444	17090	17890	20670	23386	23879	26957	32078	28790	39060	41352	42970	48464	46425	66777	62369	71172	81760	92684	95712	123870	110716	151065	198000	185000	285949	393540	625729	2032928	5080250	0
LFQ	22	0	0	5	4931	7720	7498	6914	7012	7511	7711	8651	9343	9346	10861	11605	13536	13492	15852	16810	18847	21767	22621	25199	29845	26624	36508	37761	40970	46495	44342	62059	57661	67213	79611	89960	89286	120006	104821	145495	188715	175087	274818	383062	598659	1900136	5374703	0
LFQ	23	3	0	7	4944	7660	7671	7029	6983	7556	7825	8525	9202	9393	10923	11752	13587	13785	15882	16776	18909	21841	22779	24862	29494	27099	36396	38008	40917	46313	44531	60657	57187	67388	78683	90284	87960	118085	104512	144399	187294	174484	273052	381836	597862	1887202	5399532	0
LFQ	24	1	0	7	5044	7965	7864	7258	7013	7716	7991	8634	9323	9363	11136	11853	13681	13896	16199	16909	19227	22078	22953	25312	29966	27623	36773	38844	41266	46638	45558	61261	57665	68982	78941	90507	89612	118217	105756	145470	188677	175775	275509	384049	602596	1908999	5350961	0
LFQ	25	4710	0	9	4847	7546	7388	6799	6583	7211	7800	8377	9354	9323	10610	11387	13435	13183	15548	16616	18504	21443	22187	24708	28998	27105	36016	37634	40425	45645	44700	59445	56140	67496	77183	89709	87640	115317	103397	143049	183923	173543	270877	378565	596400	1860051	5450241	0
LFQ	26	2342	0	8	5047	7916	7594	7182	7210	7420	8234	8706	9379	9433	11237	11911	13963	14284	16319	17322	19083	22720	22828	26128	29921	28229	36839	39201	41335	47265	46821	61120	58750	69442	79425	91440	91952	116306	107992	147189	189111	176386	276227	382800	601551	1898828	5346671	0
LFQ	27	2	0	10	5240	7973	7776	7334	7291	7634	8191	8761	9578	9595	11216	12077	13869	14252	16438	17261	18852	22901	22725	25859	29482	28203	36299	39171	41143	47138	47543	59861	58229	69208	78444	92252	92288	114969	105956	146333	188314	176378	274180	382139	603808	1894526	5360365	0
LFQ	28	9	0	6	5005	7990	7788	7196	7154	7623	8076	8664	9264	9576	11011	11819	13764	14085	16162	17298	18603	22374	22260	25422	29044	27813	35998	38924	40652	47025	47417	57911	57138	69319	77102	90962	91034	112437	106055	145928	186516	175104	273500	379387	597195	1858174	5425278	0
LFQ	29	889	0	7	4974	7922	7507	7046	7098	7691	8233	8356	9402	9704	11196	12004	13445	14414	16128	17361	18985	22689	22622	25778	29262	28387	35849	39834	40956	46896	48843	58309	57191	70432	77058	92338	92456	110440	106917	147075	186524	176303	273528	379083	601289	1856486	5412155	0
LFQ	30	13283	0	31	5423	8424	8151	7532	7670	8012	8786	9009	9814	10225	11526	12496	13843	14932	16764	17791	19911	23529	23184	26388	30229	29406	36412	40321	40901	47987	50672	57570	59894	72720	76377	92253	94003	111887	109380	146783	186815	179517	275578	376494	613964	1919121	5296054	0
LFQ	31	1	0	11	5231	8035	7857	7268	7285	7825	8389	8799	9779	9890	11275	11943	13470	14421	16347	17368	19257	22545	22545	25763	29516	28800	35509	38990	40282	47147	50223	55975	57583	72678	74552	91366	92057	108410	108887	147221	181798	176945	271520	370981	607105	1874121	5404074	0
LFQ	32	1	0	14	5324	8436	8004	7620	7514	7802	8522	8937	9803	9904	11270	12302	13539	14908	16489	18088	19474	22970	22882	25989	30345	29628	35883	39481	40778	47642	50924	55859	58017	74314	73511	91210	91438	107404	111252	148360	180585	180859	271004	367583	610370	1878431	5386344	0
LFQ	33	939	0	3	5478	8728	8480	7813	7896	8219	8669	9288	10091	10490	11853	12800	14159	15455	16957	18247	20048	23479	23385	26734	31547	30384	36672	40386	41908	48647	51587	57951	60204	75690	73818	92593	95775	107432	113296	149205	185817	180126	275159	371182	613562	1895670	5323163	0
LFQ	34	1	0	17	5586	8996	8662	8107	8109	8181	8918	9537	10265	10593	11911	13294	14471	15607	17298	18424	20525	23478	24171	27345	32279	30921	37104	41187	41682	49714	53319	58325	61121	77756	73964	92890	95954	108634	116323	152609	186003	185399	277390	370612	625393	1939544	5239337	0
LFQ	35	2	0	10	5517	8798	8318	7978	8207	8216	8890	9529	10301	10686	11841	13364	14647	15958	17611	18747	20971	24064	24279	27818	33141	31382	37025	41601	42927	49845	53891	59167	61800	80085	72836	92811	98514	106903	119667	155083	185954	188032	280398	372630	631570	1951784	5198125	0
LFQ	36	4	0	10	5677	8639	8482	8037	7971	8075	8739	9204	10053	10572	11513	12838	14170	15473	17022	18612	20408	22985	23670	26876	32420	31282	35831	40085	42447	49148	53201	57061	60438	79722	70334	91275	95540	104894	118967	154068	179486	185668	273393	363801	620084	1878928	5333792	0
LFQ	37	19790	0	16	5391	8523	8218	7889	8119	7961	8759	9019	9989	10417	11469	12788	14008	15235	16685	18184	19940	22492	23858	25880	32474	30660	35403	39234	41295	48026	52700	54757	59077	79241	68570	89634	91597	102358	118502	153034	173917	184105	269124	358789	614999	1838949	5399779	0
LFQ	38	9157	0	10	5286	8172	7825	7570	7633	7699	8447	8850	9631	10247	11133	12405	13574	14953	16465	17721	19900	21846	23434	25188	32040	29883	34831	38522	40668	47371	52189	52777	57633	79129	66490	87919	89171	101094	118614	151485	168897	182435	262880	351587	604956	1784965	5518132	0
LFQ	39	2	0	9	5521	8734	8247	7968	8275	8092	8905	9325	10264	10751	11668	12975	14353	15836	17248	18808	20879	22792	24300	26661	33093	31975	35906	40292	42237	49528	54939	54381	61641	81087	68527	89332	95731	102172	123233	154730	174320	187033	269051	359423	620708	1846907	5372906	0
LFQ	40	6376	0	24	5737	8659	8207	7814	8064	7987	8428	9014	9893	10527	11391	12874	13904	15479	16870	18361	20652	22326	23766	25959	32431	31147	34894	38972	41671	47341	53968	53042	60597	79299	66833	87859	93271	99803	122532	153667	168485	186892	263076	353576	611502	1817485	5450061	0
LFQ	41	3	0	12	5951	9205	8783	8294	8292	8625	9065	9619	10624	11129	12065	13869	14559	16323	17839	19273	21753	23369	24900	27521	33884	32839	36368	41493	43930	50451	57027	54578	65401	80946	68822	91394	99337	102460	129093	157367	173633	191967	268933	362583	630128	1892660	5274293	0
LFQ	42	2	0	9	6247	9447	8997	8414	8732	8984	9596	10092	10830	11809	12472	14312	15205	17215	18267	19997	22392	24251	25637	28917	34823	34332	37633	43104	45156	52207	58857	55374	68994	81726	71003	93064	103892	104557	133345	160342	176582	198133	273074	371447	640087	1957319	5133726	0
LFQ	43	3	0	17	5826	9035	8509	8224	8323	8415	9008	9517	10206	11004	11754	13374	14489	15682	17146	18813	21342	22634	24550	26437	33019	32490	34778	40194	42745	48546	55699	51871	64246	77309	68844	87585	97364	99521	128484	152510	165222	190198	259060	356153	614165	1832029	5414200	0
