# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	df325272	f0308e5b	f108f6eb
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	3603251	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	3603251
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	3603251
SN	reads mapped:	3603251
SN	reads mapped and paired:	3603251	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	3603251	# proper-pair bit set
SN	reads paired:	3603251	# paired-end technology bit set
SN	reads duplicated:	683741	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	219
SN	total length:	540487650	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	540487650	# ignores clipping
SN	bases mapped:	540487650	# ignores clipping
SN	bases mapped (cigar):	538978778	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	102561150
SN	mismatches:	1840568	# from NM fields
SN	error rate:	3.414918e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	39.1
SN	insert size average:	375.0
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	1801612
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	3767	0	0	0	0	0	0	0	0	0	61022	0	0	0	0	0	0	0	0	0	0	0	169163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3369299	0
LFQ	2	0	0	1311	0	0	0	0	0	0	0	0	0	43352	0	0	0	0	0	0	0	0	0	0	0	80279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3478309	0
LFQ	3	0	0	7	0	0	0	0	0	0	0	0	0	32372	0	0	0	0	0	0	0	0	0	0	0	66310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3504562	0
LFQ	4	0	0	3	0	0	0	0	0	0	0	0	0	30950	0	0	0	0	0	0	0	0	0	0	0	64360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507938	0
LFQ	5	0	0	41	0	0	0	0	0	0	0	0	0	27950	0	0	0	0	0	0	0	0	0	0	0	59545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3515715	0
LFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	26237	0	0	0	0	0	0	0	0	0	0	0	57797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3519217	0
LFQ	7	0	0	59	0	0	0	0	0	0	0	0	0	27134	0	0	0	0	0	0	0	0	0	0	0	58170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3517888	0
LFQ	8	0	0	0	0	0	0	0	0	0	0	0	0	26648	0	0	0	0	0	0	0	0	0	0	0	57788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3518815	0
LFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	24415	0	0	0	0	0	0	0	0	0	0	0	54955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3523881	0
LFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	24331	0	0	0	0	0	0	0	0	0	0	0	54174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3524746	0
LFQ	11	0	0	36	0	0	0	0	0	0	0	0	0	23017	0	0	0	0	0	0	0	0	0	0	0	52569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3527629	0
LFQ	12	0	0	4	0	0	0	0	0	0	0	0	0	20535	0	0	0	0	0	0	0	0	0	0	0	47982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3534730	0
LFQ	13	0	0	60	0	0	0	0	0	0	0	0	0	20629	0	0	0	0	0	0	0	0	0	0	0	46799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535763	0
LFQ	14	0	0	0	0	0	0	0	0	0	0	0	0	20139	0	0	0	0	0	0	0	0	0	0	0	46390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3536722	0
LFQ	15	0	0	58	0	0	0	0	0	0	0	0	0	20203	0	0	0	0	0	0	0	0	0	0	0	45691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3537299	0
