# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	3f663b79	55cba3a1	e9c7b6b0
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	485399	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	485399
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	485399
SN	reads mapped:	485399
SN	reads mapped and paired:	485399	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	485399	# proper-pair bit set
SN	reads paired:	485399	# paired-end technology bit set
SN	reads duplicated:	2753	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	136
SN	total length:	72809850	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	72809850	# ignores clipping
SN	bases mapped:	72809850	# ignores clipping
SN	bases mapped (cigar):	72620931	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	412950
SN	mismatches:	499243	# from NM fields
SN	error rate:	6.874644e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.0
SN	insert size average:	279.1
SN	insert size standard deviation:	13.9
SN	inward oriented pairs:	242685
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	9	0	4	146	178	172	193	187	215	156	263	244	263	324	392	434	769	564	871	839	715	1022	907	1709	1517	1093	1935	2819	1418	4052	2283	5834	4173	6147	13616	19508	75839	334589	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	1	130	150	204	165	169	232	219	236	289	314	248	425	550	496	729	730	766	889	822	1168	1130	1222	1720	1798	1716	2482	2476	2058	3168	2994	5885	5196	6279	12154	15425	307869	81408	21487	0	0	0	0	0	0
LFQ	3	0	0	1	113	134	145	158	162	156	170	223	279	279	302	422	639	451	690	762	760	888	760	1133	1060	1349	1565	1558	1654	2188	2303	2100	2906	2756	4912	4393	5640	9523	12574	177077	115052	128162	0	0	0	0	0	0
LFQ	4	0	0	1	140	164	187	212	205	227	204	220	267	294	321	393	569	543	646	743	770	868	845	1162	1054	1278	1578	1649	1539	2243	2130	2016	2804	2691	4781	4437	5532	9458	12393	194357	119688	106790	0	0	0	0	0	0
LFQ	5	1	0	2	125	162	170	157	187	213	184	218	254	267	307	395	605	537	650	653	709	850	826	1021	930	1240	1294	1469	1458	1910	1915	2077	2726	2445	4169	3904	5078	7624	10373	125653	109317	193324	0	0	0	0	0	0
LFQ	6	0	1	5	186	202	247	270	241	251	266	287	330	373	369	454	657	610	722	798	779	940	891	1169	1092	1294	1578	1669	1516	2161	2149	2166	2928	2599	4697	4382	5645	8921	12185	180171	123358	116840	0	0	0	0	0	0
LFQ	7	0	0	16	286	344	380	384	331	388	402	386	466	526	422	580	904	828	926	1030	968	1054	999	1386	1365	1456	1822	2042	1749	2866	2375	2456	3509	3139	5571	5418	6299	11941	14808	292265	83854	29458	0	0	0	0	0	0
LFQ	8	110	1	8	219	265	319	317	309	357	314	318	435	487	413	477	797	653	854	881	891	1090	929	1325	1175	1308	1720	1891	1620	2326	2200	2370	3084	2769	4829	4601	5860	9498	12608	187047	125259	103465	0	0	0	0	0	0
LFQ	9	0	0	3	260	401	397	339	389	357	424	441	508	554	604	785	987	782	1145	1032	1322	1418	1393	1517	1617	1837	1972	1673	2436	2745	2648	2396	3506	2691	3959	2916	5530	5502	4141	7021	10242	10853	15139	21732	57756	302029	0	0
LFQ	10	0	0	4	243	343	376	321	335	347	404	417	433	510	521	724	877	752	1036	941	1219	1272	1226	1408	1460	1747	1782	1592	2336	2480	2362	2193	3333	2699	3553	3165	5164	5250	4103	6850	9728	10212	14296	21567	57926	307892	0	0
