# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	0f941921	741ced45	86047bb6
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2087296	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2087296
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	2087296
SN	reads mapped:	2087296
SN	reads mapped and paired:	2087296	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2087296	# proper-pair bit set
SN	reads paired:	2087296	# paired-end technology bit set
SN	reads duplicated:	11191	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	103
SN	total length:	313094400	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	313094400	# ignores clipping
SN	bases mapped:	313094400	# ignores clipping
SN	bases mapped (cigar):	312612224	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1678650
SN	mismatches:	1518533	# from NM fields
SN	error rate:	4.857561e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.7
SN	insert size average:	423.9
SN	insert size standard deviation:	14.4
SN	inward oriented pairs:	1043634
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	52	0	48	336	413	386	428	432	387	398	614	625	670	848	963	1059	1603	1367	1780	1896	1830	2274	2554	4326	3500	2913	4835	7749	3461	11710	6229	16609	13400	18498	42924	66331	293507	1570341	0	0	0	0	0	0	0	0	0
LFQ	2	3	0	9	233	262	336	379	354	377	438	463	633	704	614	871	1296	1106	1539	1773	1846	2168	1883	2996	2815	2982	4256	4657	4487	6970	6665	5843	9585	8788	17250	16117	19717	42095	55510	1404605	359328	95343	0	0	0	0	0	0
LFQ	3	0	0	3	163	199	241	271	298	342	354	410	519	572	568	791	1202	971	1406	1517	1630	1869	1769	2553	2343	2975	3744	4051	4129	5709	5888	5580	8386	7826	14522	13604	17748	31250	44252	817397	510559	569685	0	0	0	0	0	0
LFQ	4	0	0	4	259	335	372	373	437	484	470	484	601	726	699	931	1264	1181	1583	1712	1800	2067	1948	2817	2652	3130	4012	4365	4110	6000	5796	5620	8472	7812	14095	13680	17719	31123	43262	892878	528156	473867	0	0	0	0	0	0
LFQ	5	1	0	2	228	286	310	355	331	425	409	454	552	673	691	848	1225	1141	1391	1393	1634	1929	1850	2520	2211	2983	3504	3637	3934	5307	5229	5409	7638	7037	11974	11847	15996	24882	35997	577314	482778	860971	0	0	0	0	0	0
LFQ	6	0	2	13	380	542	568	615	592	685	642	676	832	951	886	1143	1568	1510	1782	1982	2057	2408	2190	2996	2810	3264	4316	4623	4167	6247	6169	6147	8776	7775	13768	13710	17703	30168	42345	825346	547710	517232	0	0	0	0	0	0
LFQ	7	2	0	52	641	892	1029	1065	921	1026	998	1038	1183	1429	1187	1501	2074	2041	2387	2600	2534	2910	2691	3776	3735	3920	5191	6072	4638	8164	7080	7417	10671	9261	17226	16953	20105	40447	52561	1336935	373377	129566	0	0	0	0	0	0
LFQ	8	469	0	22	552	734	800	858	786	896	880	886	1137	1198	1119	1358	1855	1703	2190	2235	2223	2611	2498	3368	3126	3750	4661	5212	4352	6748	6330	6557	9516	8288	14322	14095	18579	31462	43561	858135	558552	459672	0	0	0	0	0	0
LFQ	9	0	0	31	651	1070	1016	985	946	1020	1171	1310	1312	1447	1614	2143	2427	2160	3079	2764	3424	3669	3729	4011	4302	5081	5456	4906	7277	7746	7915	7374	10826	8722	12429	10144	18016	18838	13453	24155	38430	40838	58460	84281	246809	1411859	0	0
LFQ	10	0	0	20	559	917	850	805	869	898	937	1052	1159	1246	1441	1883	2260	1967	2608	2572	3153	3414	3326	3808	4095	4752	5080	4839	6752	7193	7513	6878	10216	8783	10975	10598	16435	17735	13584	23843	35502	37691	54381	83231	247298	1434178	0	0
