# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	230144b2	b085f0b4	9fb3399b
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2089197	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2089197
SN	is sorted:	1
SN	1st fragments:	2089197
SN	last fragments:	0
SN	reads mapped:	2089197
SN	reads mapped and paired:	2089197	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2089197	# proper-pair bit set
SN	reads paired:	2089197	# paired-end technology bit set
SN	reads duplicated:	11232	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	73
SN	total length:	313379550	# ignores clipping
SN	total first fragment length:	313379550	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	313379550	# ignores clipping
SN	bases mapped (cigar):	313048704	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1684800
SN	mismatches:	886130	# from NM fields
SN	error rate:	2.830646e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.5
SN	insert size average:	423.9
SN	insert size standard deviation:	14.4
SN	inward oriented pairs:	1044585
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	52	0	0	51	72	70	87	49	75	28	96	109	65	141	160	207	154	319	441	143	773	485	139	714	1051	859	0	2058	1951	1984	3414	0	5095	6402	8765	21403	87831	1153903	790051	0	0	0	0	0	0	0	0
FFQ	2	28	0	0	43	54	47	49	63	52	67	75	67	100	113	158	305	335	363	493	379	611	516	868	581	959	1255	1063	1289	1818	1598	2224	2416	3151	2973	4149	4491	7566	5216	14446	17652	34117	89727	502961	1384759	0	0	0
FFQ	3	3	0	0	23	29	33	36	35	34	41	52	43	74	74	110	232	232	274	318	278	504	294	637	530	649	983	937	987	1292	1373	1662	1990	2714	2555	3390	3761	6406	4824	12253	16748	33972	91436	504673	1392706	0	0	0
FFQ	4	0	0	1	26	47	57	46	41	52	44	67	70	109	99	143	271	269	289	380	256	584	328	744	562	682	994	917	1182	1302	1350	1844	2014	2853	2581	3419	3783	6262	5032	12565	16439	34301	94520	512890	1379782	0	0	0
FFQ	5	0	0	0	101	116	96	102	101	114	151	157	163	188	237	270	601	563	682	729	754	1006	1006	1375	1020	1699	1968	1720	2056	2310	2723	4202	2823	4171	4576	5672	6677	7396	9110	18556	17623	34437	84323	497001	1370622	0	0	0
FFQ	6	4	0	14	212	243	234	228	232	211	310	245	256	331	392	428	832	874	973	1033	1021	1326	1449	1783	1104	2386	2285	2206	2403	3106	3239	4830	3195	5270	5880	5848	7363	9110	10726	18696	18166	34248	86821	500014	1349670	0	0	0
FFQ	7	0	0	38	507	527	503	495	484	446	586	502	559	584	630	853	1421	1328	1567	1433	1875	1621	2042	2819	1511	3534	3043	2858	3200	5302	3691	5103	4332	7720	7955	5211	9273	13565	12988	17191	21859	33791	86651	489628	1329971	0	0	0
FFQ	8	0	0	32	372	390	399	365	349	365	485	415	470	506	533	685	1140	1100	1303	1247	1547	1502	1717	2324	1264	2998	2772	2571	2795	4079	3372	5174	3595	6379	6893	5665	8408	10972	12486	17922	19708	34083	86274	493941	1340600	0	0	0
FFQ	9	0	1	23	407	499	445	456	467	417	470	505	483	550	587	952	1236	1459	1381	1674	1784	2009	2246	2214	2720	2839	3569	2932	4418	4489	4533	5332	5459	7097	9454	8165	8460	12883	12236	18929	19679	26663	37935	49588	127854	1693675	23	0
FFQ	10	3	0	23	374	395	393	398	443	386	463	464	438	475	557	900	1152	1408	1296	1494	1662	1843	2003	2233	2579	2655	3261	2749	4144	4409	4245	4942	5575	6688	8620	7457	8563	12928	11485	16521	19900	26449	36387	49752	128666	1702376	43	0
FFQ	11	12	0	31	402	479	508	472	464	396	502	518	524	524	591	955	1203	1512	1405	1653	1814	1926	2064	2309	2686	2755	3429	2919	4322	4499	4288	5021	5819	6852	8970	7620	9051	12890	11641	17045	19713	26526	36194	49847	127678	1699149	19	0
FFQ	12	1	1	25	309	412	398	341	388	357	403	412	444	465	501	867	1063	1329	1248	1412	1665	1811	1768	2225	2441	2659	3113	2655	3874	4406	4097	4330	5852	6633	8389	7028	9125	12475	10797	15284	19372	25845	34842	49003	128716	1710378	38	0
FFQ	13	0	1	14	344	421	446	348	427	389	445	470	456	495	556	912	1072	1375	1373	1495	1686	1709	1880	2254	2520	2604	3303	2709	3809	4516	4148	4279	5899	6564	8109	6929	9376	12477	10450	14700	19630	25879	34391	49918	129818	1708571	30	0
FFQ	14	0	5	40	418	515	493	431	472	405	483	530	494	503	604	947	1182	1460	1377	1568	1751	1804	1923	2327	2605	2650	3090	2791	3864	4719	3992	4150	6142	6769	8253	6907	9699	12686	10528	14547	19466	25603	34588	51141	131401	1703411	463	0
FFQ	15	0	0	55	446	514	483	505	493	432	493	476	528	510	583	959	1050	1389	1416	1520	1681	1785	1824	2308	2561	2550	3095	2803	3647	4741	4049	3975	6254	6939	7647	6574	9836	12610	10129	13874	19548	25202	34186	51392	131829	1705996	310	0
FFQ	16	0	1	35	579	831	713	720	700	776	743	772	826	909	1006	1039	1215	1137	1379	1599	1626	2175	1886	2335	2521	2958	2945	3690	3947	4556	4870	5109	6307	6506	7291	9559	9585	9058	14792	14521	18250	24676	30588	50384	66025	219109	1548948	0
FFQ	17	0	1	41	634	823	758	753	724	760	801	799	874	903	985	1089	1219	1242	1500	1638	1678	2084	2024	2350	2632	2890	2998	3576	3805	4670	4652	5175	6343	6476	7366	9598	9658	9239	14831	14970	18614	24955	30519	50891	67098	227329	1537232	0
FFQ	18	0	2	47	574	858	739	742	662	750	773	789	894	894	983	1023	1203	1121	1453	1569	1557	2114	1947	2313	2518	2816	2925	3666	3864	4508	4720	5111	6128	6378	7147	9386	9547	8864	14615	14619	17887	24470	29883	50129	65394	218725	1552890	0
FFQ	19	0	1	38	613	862	729	730	730	745	765	727	808	925	963	1011	1227	1192	1472	1671	1554	2123	1866	2431	2546	2875	2944	3584	3842	4598	4537	5212	6046	6361	7152	9520	9208	8767	14800	14595	17950	24544	29925	50199	65049	218886	1552874	0
FFQ	20	56	0	61	553	776	761	737	646	787	789	758	908	818	956	1038	1212	1165	1493	1648	1537	2026	1873	2240	2527	2674	2777	3648	3811	4484	4656	5084	5937	6267	7277	9522	9398	8920	14666	14309	17988	24373	29707	50108	65160	216386	1556680	0
FFQ	21	0	1	38	599	830	776	739	702	784	800	850	940	890	948	974	1241	1187	1461	1580	1620	2079	1898	2320	2545	2888	2963	3586	3731	4721	4628	5226	5997	6323	7235	9229	9226	8995	14542	14753	18093	24462	30085	50781	66385	222168	1547378	0
FFQ	22	88	0	50	637	889	743	746	732	783	731	790	919	894	951	972	1212	1167	1453	1662	1592	2099	1853	2311	2498	2848	2901	3559	3652	4592	4556	5348	6242	6328	7204	9457	9368	9225	14461	14680	18106	24401	30085	50651	65262	220358	1550141	0
FFQ	23	3	0	34	569	771	757	682	724	707	830	732	827	853	971	1082	1222	1117	1375	1632	1600	2022	1938	2175	2478	2742	2773	3586	3640	4582	4638	5096	6022	6337	7167	9362	9326	9196	14283	14563	17791	24068	29851	49846	65344	218865	1555018	0
FFQ	24	0	1	44	645	803	731	662	683	780	770	770	831	930	957	1034	1234	1043	1409	1546	1584	1970	1922	2272	2409	2709	2847	3564	3634	4578	4541	5240	5851	6423	7350	9359	9160	9171	14275	14950	18113	24411	29516	50404	65129	221031	1551911	0
FFQ	25	30	1	37	553	727	666	672	649	691	748	712	871	779	951	967	1164	1058	1416	1497	1537	1850	1876	2193	2324	2610	2732	3452	3476	4608	4327	5113	5693	6216	7157	9023	8915	9110	14024	14621	17531	23563	28903	49271	63644	211264	1569975	0
FFQ	26	730	2	36	561	777	672	705	673	669	750	754	861	844	929	1004	1224	1133	1361	1598	1528	1959	1887	2334	2349	2662	2773	3681	3544	4531	4341	5297	5673	6337	7236	9124	9010	9371	13923	14889	17611	23701	28816	49880	64690	217967	1558800	0
FFQ	27	4	0	45	620	793	735	687	739	715	767	799	891	893	971	986	1206	1179	1385	1603	1491	1996	1991	2340	2452	2859	2789	3726	3395	4701	4409	5321	5741	6411	7404	9055	9295	9358	13836	15572	17756	23685	28515	51117	65004	221955	1552005	0
FFQ	28	13	0	55	599	816	735	745	694	725	741	774	858	857	1036	989	1191	1218	1413	1540	1475	1957	1898	2276	2397	2870	2922	3712	3346	4675	4287	5305	5587	6365	7549	8697	9194	9499	13505	15328	17666	23192	28016	50019	64257	218367	1559837	0
FFQ	29	21	0	47	587	800	762	679	672	661	701	749	828	848	921	988	1187	1234	1342	1518	1476	1971	1932	2183	2341	2738	2854	3800	3247	4542	4083	5538	5522	6326	7663	8431	9125	9559	13350	15428	17454	23070	27393	49511	63359	216377	1565379	0
FFQ	30	267	1	58	537	803	726	623	677	684	712	817	839	860	923	1008	1163	1193	1360	1539	1519	1901	1912	2264	2309	2831	2809	3635	3214	4514	4189	5354	5499	6488	7460	8332	9128	9661	13268	15459	17458	23160	27672	49643	63670	218656	1562402	0
FFQ	31	189	2	43	589	814	723	683	697	687	749	742	873	825	939	986	1092	1162	1399	1568	1454	1941	1955	2350	2316	2826	2814	3612	3240	4612	4125	5340	5530	6229	7672	8422	9062	9708	13171	15405	17451	22818	27375	49338	62699	217801	1565169	0
FFQ	32	3	2	30	621	831	698	690	701	721	717	781	841	878	890	937	1226	1154	1343	1558	1489	1862	2034	2294	2296	2780	2869	3613	3118	4522	4051	5487	5330	6456	7683	8331	9133	9768	13287	15803	17534	23009	26936	49014	63392	219956	1562528	0
FFQ	33	57	0	45	618	849	744	747	677	681	761	807	881	872	905	993	1155	1232	1375	1637	1499	1930	1904	2225	2352	2776	2973	3531	3156	4425	4215	5395	5340	6614	7638	8219	9195	9702	13025	15774	17124	22586	26687	49104	63274	219143	1564355	0
FFQ	34	10	3	37	604	790	721	648	701	793	685	804	864	846	945	1005	1127	1201	1410	1519	1564	1871	1972	2208	2307	2735	2932	3461	3263	4456	4235	5266	5177	6546	7416	8294	8951	9670	12953	15705	17495	22361	26691	48318	62540	216742	1569355	0
