# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	8713f028	def2c22d	99b929c4
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	25197	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	25197
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	25197
SN	reads mapped:	25197
SN	reads mapped and paired:	25197	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	25197	# proper-pair bit set
SN	reads paired:	25197	# paired-end technology bit set
SN	reads duplicated:	407	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	14
SN	total length:	3779550	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	3779550	# ignores clipping
SN	bases mapped:	3779550	# ignores clipping
SN	bases mapped (cigar):	3767170	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	61050
SN	mismatches:	27716	# from NM fields
SN	error rate:	7.357247e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	39.0
SN	insert size average:	670.2
SN	insert size standard deviation:	14.0
SN	inward oriented pairs:	12586
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	3	0	2	3	5	5	6	6	12	10	10	10	10	17	9	24	43	35	41	23	66	74	94	27	153	26	141	37	301	174	281	208	181	790	954	1503	5046	14867	0	0	0	0	0	0	0	0	0
LFQ	2	14	0	0	4	5	3	7	4	8	10	14	9	14	19	20	24	20	27	23	33	38	42	42	64	48	72	53	104	72	153	131	174	178	126	253	281	485	526	739	2345	18994	19	0	0	0	0	0
LFQ	3	0	0	0	7	4	4	5	3	3	7	11	11	11	15	18	30	14	25	39	46	27	45	40	80	46	69	72	111	63	149	145	153	189	154	267	313	503	625	606	2311	18778	198	0	0	0	0	0
LFQ	4	0	0	0	7	10	12	5	11	9	12	13	14	11	15	18	25	40	25	40	39	47	42	49	77	34	88	86	122	71	185	157	174	159	174	280	350	532	567	614	2357	18601	125	0	0	0	0	0
LFQ	5	0	0	0	6	9	2	10	4	14	7	15	17	19	11	20	33	22	26	50	41	35	56	53	64	52	93	67	119	70	182	156	179	152	177	247	373	545	569	564	2315	18234	589	0	0	0	0	0
LFQ	6	0	0	0	9	9	12	7	15	18	9	15	22	19	10	22	36	33	32	45	38	44	51	66	94	57	94	73	153	77	198	160	183	167	182	246	360	549	627	583	2296	18209	377	0	0	0	0	0
LFQ	7	0	0	0	20	15	19	14	15	24	14	17	20	28	24	33	34	40	34	57	38	45	65	65	109	57	125	87	161	68	204	177	161	158	215	254	417	574	575	742	2314	17956	222	0	0	0	0	0
LFQ	8	0	0	0	7	15	14	13	16	15	15	15	15	20	18	29	40	33	29	62	36	38	76	52	97	51	80	75	168	54	210	169	166	152	209	215	414	550	520	670	2310	17726	803	0	0	0	0	0
LFQ	9	0	0	0	15	14	14	14	14	19	14	18	29	34	35	37	34	51	45	59	62	67	95	83	78	124	97	114	137	184	183	158	132	305	309	266	255	433	483	632	648	1001	1610	1825	5659	9811	0	0
LFQ	10	0	0	0	11	15	17	16	15	11	16	15	16	22	27	39	34	37	44	56	57	70	86	90	75	131	92	122	120	195	185	195	147	310	271	244	273	462	453	627	719	942	1738	1820	5613	9769	0	0
