# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	329464ec	7863bc3c	4f16aa75
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2597	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2597
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	2597
SN	reads mapped:	2597
SN	reads mapped and paired:	2597	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2597	# proper-pair bit set
SN	reads paired:	2597	# paired-end technology bit set
SN	reads duplicated:	23	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	9
SN	total length:	389550	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	389550	# ignores clipping
SN	bases mapped:	389550	# ignores clipping
SN	bases mapped (cigar):	387510	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	3450
SN	mismatches:	3628	# from NM fields
SN	error rate:	9.362339e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	37.1
SN	insert size average:	767.9
SN	insert size standard deviation:	12.7
SN	inward oriented pairs:	1288
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	0	0	1	1	3	0	0	1	1	2	4	4	1	2	4	3	5	1	15	9	16	2	25	4	18	4	44	27	44	27	29	133	137	195	529	1306	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	0	1	1	1	1	1	0	0	0	0	3	1	4	6	5	9	3	4	6	5	11	8	13	9	18	4	22	19	22	23	17	39	52	76	69	107	355	1679	3	0	0	0	0	0
LFQ	3	0	0	0	1	0	1	1	1	1	1	1	2	1	0	3	2	2	6	3	3	9	4	4	17	9	9	8	11	7	22	18	27	33	23	41	44	60	71	90	335	1716	10	0	0	0	0	0
LFQ	4	0	0	0	1	1	0	1	1	3	0	1	0	2	1	1	2	2	2	4	5	4	8	11	12	9	14	9	21	6	32	17	31	21	36	47	61	71	90	71	336	1655	8	0	0	0	0	0
LFQ	5	0	0	0	1	1	1	1	1	2	0	4	2	5	1	2	3	3	4	15	4	9	8	6	10	4	7	11	25	9	32	32	17	23	22	23	53	85	77	70	335	1648	41	0	0	0	0	0
LFQ	6	0	0	0	1	0	5	2	4	3	1	1	3	4	2	5	5	3	6	13	1	6	12	8	10	12	14	14	23	10	28	22	22	10	37	40	50	93	68	71	347	1620	21	0	0	0	0	0
LFQ	7	0	0	0	1	2	1	4	1	2	4	2	5	2	3	5	7	5	5	7	2	9	12	6	15	9	12	15	18	10	38	34	38	24	25	37	52	80	72	88	337	1597	11	0	0	0	0	0
LFQ	8	0	0	0	4	0	4	3	2	1	0	4	2	4	2	8	6	3	5	8	7	1	12	7	14	7	8	13	22	8	38	20	26	28	31	35	60	103	73	75	334	1567	52	0	0	0	0	0
LFQ	9	0	0	0	3	1	3	0	2	5	4	3	1	7	1	7	3	6	8	9	6	10	13	16	8	20	14	19	18	43	31	24	18	48	41	26	36	73	53	88	96	109	212	198	580	734	0	0
LFQ	10	0	0	0	2	2	3	4	1	3	1	2	4	5	4	10	6	8	7	10	6	9	11	6	9	30	12	24	19	29	34	24	13	56	51	32	35	61	64	68	95	113	222	206	625	671	0	0
LFQ	11	0	0	0	4	2	1	1	2	3	9	2	4	7	5	4	5	7	9	8	9	15	15	13	9	19	16	16	14	35	29	28	18	42	46	33	37	71	75	72	97	122	225	204	574	690	0	0
LFQ	12	0	0	0	3	5	5	5	2	1	3	4	3	4	6	9	7	9	9	7	6	10	10	9	5	24	11	18	17	32	25	23	15	57	45	26	38	67	77	84	98	105	273	195	564	681	0	0
LFQ	13	0	0	0	0	3	2	2	3	4	3	3	3	4	6	4	8	4	5	12	11	9	13	13	9	32	12	20	20	25	32	23	17	47	43	28	32	70	77	64	118	103	258	191	587	677	0	0
LFQ	14	0	0	0	1	4	2	0	5	3	6	1	2	6	4	7	10	11	7	4	7	10	12	11	7	19	12	19	25	31	35	31	21	53	31	22	41	86	82	62	113	104	257	159	585	689	0	0
LFQ	15	0	0	1	3	2	2	1	0	0	4	3	2	2	10	3	7	8	15	7	11	14	12	12	12	25	9	21	16	31	32	36	10	57	43	14	47	79	74	83	92	95	234	189	590	689	0	0
LFQ	16	1	0	0	2	6	1	3	4	3	3	4	8	9	3	12	9	6	11	14	10	8	16	27	11	18	16	25	21	14	42	30	29	33	35	85	43	54	70	79	75	111	107	191	226	603	519	0
LFQ	17	0	0	0	5	4	3	1	6	7	6	6	3	7	8	3	7	8	9	8	12	10	12	18	15	18	13	29	22	15	40	31	23	34	22	59	38	63	75	73	83	117	116	212	237	627	492	0
LFQ	18	0	0	0	5	5	1	4	6	2	3	4	5	5	8	6	10	8	10	11	9	14	10	13	14	22	18	23	20	13	41	30	22	44	26	64	46	70	71	71	75	136	105	210	239	597	501	0
LFQ	19	0	0	0	3	4	3	4	6	3	4	5	6	3	7	8	6	7	9	7	7	8	11	18	14	14	22	28	25	11	26	45	17	53	28	72	40	57	72	81	72	115	121	239	211	602	503	0
LFQ	20	0	0	0	4	8	4	6	2	6	6	6	4	7	6	6	5	13	6	7	10	12	8	20	15	24	18	21	20	15	39	22	29	41	30	67	34	65	75	61	60	118	112	202	259	599	525	0
LFQ	21	0	0	0	4	3	2	6	8	5	6	4	6	3	8	9	9	10	6	11	11	12	10	20	16	25	11	18	16	26	33	33	22	40	23	81	35	61	86	67	65	101	124	212	222	604	523	0
LFQ	22	0	0	0	3	3	6	5	6	4	10	2	4	5	8	8	8	9	11	2	14	17	7	15	15	15	17	23	22	16	33	38	34	41	25	68	46	59	73	75	70	104	98	210	226	644	498	0
LFQ	23	1	0	0	2	8	5	2	6	5	5	8	3	8	9	8	8	7	7	6	9	12	15	16	14	13	14	23	20	19	36	32	23	45	26	54	45	58	87	66	85	90	108	237	220	623	509	0
LFQ	24	0	0	1	4	2	2	6	9	1	7	2	4	10	7	8	5	10	13	12	7	13	12	10	19	15	14	26	24	14	41	32	29	32	18	57	47	64	67	77	83	115	99	210	216	616	537	0
LFQ	25	0	0	0	3	4	3	5	3	1	3	6	4	10	7	5	3	9	7	14	15	19	21	22	15	18	14	18	22	19	22	40	22	45	32	63	37	72	87	69	85	122	111	206	206	616	492	0
LFQ	26	0	0	1	3	6	3	10	3	2	3	3	3	4	7	3	9	6	7	11	11	12	7	17	13	16	15	23	29	19	38	43	15	38	25	63	44	72	78	64	68	118	100	218	235	617	515	0
LFQ	27	0	0	0	2	7	4	3	5	2	4	7	2	4	7	3	11	7	5	7	14	17	16	18	11	21	17	15	26	21	41	42	29	52	30	55	39	66	63	85	72	106	114	216	217	605	509	0
LFQ	28	0	0	0	4	6	3	2	8	3	8	4	3	8	8	5	5	3	9	13	9	16	15	15	17	27	20	27	18	27	38	33	25	37	22	66	56	75	68	85	53	104	114	224	206	607	501	0
