# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	9aebfb71	0bc19981	46dc006f
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2616	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2616
SN	is sorted:	1
SN	1st fragments:	2616
SN	last fragments:	0
SN	reads mapped:	2616
SN	reads mapped and paired:	2616	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2616	# proper-pair bit set
SN	reads paired:	2616	# paired-end technology bit set
SN	reads duplicated:	22	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	9
SN	total length:	392400	# ignores clipping
SN	total first fragment length:	392400	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	392400	# ignores clipping
SN	bases mapped (cigar):	392217	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	3300
SN	mismatches:	1431	# from NM fields
SN	error rate:	3.648490e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	40.9
SN	insert size average:	767.9
SN	insert size standard deviation:	12.7
SN	inward oriented pairs:	1297
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	3	4	4	0	6	7	5	11	0	24	25	21	113	552	1797	38	0	0	0	0	0	0	0	0
FFQ	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	3	0	0	0	1	0	2	0	2	9	3	4	8	1	16	14	23	16	33	72	223	760	1266	153	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	1	1	5	2	3	5	2	9	18	24	15	42	90	229	771	1228	164	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	1	1	1	1	2	1	1	6	8	6	6	7	1	14	25	29	8	47	83	251	758	1182	171	0	0	0
FFQ	5	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	1	0	2	3	2	2	6	4	4	4	2	12	6	2	12	7	16	33	27	18	60	77	253	724	1186	147	0	0	0
FFQ	6	0	0	0	1	0	0	0	2	2	0	0	1	0	0	1	3	1	2	3	2	5	0	6	4	6	4	4	5	9	8	8	7	7	1	17	23	44	25	60	96	229	689	1165	176	0	0	0
FFQ	7	0	0	0	1	0	1	1	0	0	2	1	0	1	2	1	2	2	2	2	3	7	3	7	11	7	5	4	9	8	17	8	5	12	7	21	29	43	19	47	85	242	684	1138	177	0	0	0
FFQ	8	0	0	0	2	0	2	0	1	0	0	2	1	1	1	1	0	1	1	3	2	2	1	3	7	5	7	4	5	8	11	7	7	13	5	9	26	34	17	50	102	257	733	1108	177	0	0	0
FFQ	9	0	0	1	1	1	2	0	0	1	0	0	2	2	1	1	1	5	1	3	5	4	8	7	9	3	4	6	17	13	11	13	12	29	9	29	44	17	48	40	66	107	72	357	680	939	45	0
FFQ	10	0	0	1	0	0	0	2	1	1	1	0	2	0	1	1	4	3	2	2	4	4	1	7	8	5	9	13	12	12	6	18	4	23	10	30	36	33	44	47	62	112	68	380	671	942	34	0
