# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	4be671b4	434cd383	11dd9b90
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	17363442	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	17363442
SN	is sorted:	1
SN	1st fragments:	17363442
SN	last fragments:	0
SN	reads mapped:	17363442
SN	reads mapped and paired:	17318617	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	17087580	# proper-pair bit set
SN	reads paired:	17363442	# paired-end technology bit set
SN	reads duplicated:	0	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	11669
SN	total length:	2597566999	# ignores clipping
SN	total first fragment length:	2597566999	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	2597566999	# ignores clipping
SN	bases mapped (cigar):	2594440725	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	0
SN	mismatches:	5866379	# from NM fields
SN	error rate:	2.261134e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.8
SN	insert size average:	400.4
SN	insert size standard deviation:	117.0
SN	inward oriented pairs:	8489654
SN	outward oriented pairs:	61646
SN	pairs with other orientation:	4184
SN	pairs on different chromosomes:	101854
SN	percentage of properly paired reads (%):	98.4
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	1	0	0	193	289	297	292	203	369	227	408	341	402	650	557	1245	711	1923	2227	632	3482	3005	1554	3200	6248	6167	0	13357	11449	14292	19456	0	40191	40944	71895	171535	760775	8783928	7400997	0	0	0	0	0	0	0	0
FFQ	2	25	0	3	335	416	414	356	416	567	558	567	770	931	840	1263	2350	1961	2825	3137	3302	4656	3458	6546	5252	5629	8544	11782	5900	16216	19379	11663	22727	27271	31840	34511	28427	81054	47647	111254	158077	313374	878076	4408169	11100954	0	0	0
FFQ	3	3	0	4	407	474	499	419	437	666	567	546	760	980	838	1290	2531	1974	2958	3378	3253	4784	3210	6667	5443	5211	8625	11836	4992	15588	19904	10682	22115	27395	31264	34530	25277	79750	49706	110164	159407	327037	918028	4441312	11018531	0	0	0
FFQ	4	19	0	2	560	648	807	538	627	923	929	788	1179	1455	1268	1900	3204	2461	3821	4197	3822	6159	3668	7795	6534	5457	10419	14415	4543	17868	23104	10233	25276	29562	33742	37202	23704	80995	52478	113734	161603	336930	946489	4442599	10939785	0	0	0
FFQ	5	7	0	11	1106	1272	1365	1142	1166	1578	1546	1529	1774	2333	2081	3238	4879	4459	6115	6589	5825	9519	5923	11484	9564	9226	15715	17466	11522	24899	24431	18491	32597	38985	39322	48242	38999	89843	58353	138853	188396	349748	930578	4388221	10815050	0	0	0
FFQ	6	37	0	27	1228	1377	1549	1139	1289	1618	1570	1479	1896	2461	1992	3209	4962	4219	5968	6406	5443	9683	5429	11159	9722	8123	14942	17378	9813	23153	24586	16288	30527	38279	38060	46595	34375	85550	59439	131378	183161	354270	953978	4412623	10797062	0	0	0
FFQ	7	3	0	100	1790	2186	2138	1808	1738	2106	2022	2254	2514	3222	2496	4070	5876	5356	6310	7435	6206	11143	5860	12847	11053	10405	15869	17679	13237	25357	23288	18373	31234	39638	36671	47717	40770	88052	56605	134973	187522	360500	967600	4391687	10755732	0	0	0
FFQ	8	6	0	44	1217	1452	1604	1138	1327	1612	1571	1373	1915	2363	1857	2864	5043	3914	5319	6088	4825	8847	4607	10146	9253	6698	12686	16795	7443	20091	25160	13096	26905	34505	34245	41712	29850	80284	56452	118927	171844	350634	966000	4412430	10859300	0	0	0
FFQ	9	16	0	48	1505	1858	1928	1967	2087	1622	2339	2468	2673	2631	3519	5327	5912	8481	6986	8774	12209	9041	12869	15368	15529	18115	19473	27016	24481	26612	29781	36162	40098	64974	41287	56967	81252	80322	99613	136983	141251	226990	190371	556399	1215022	10437526	3687590	0
FFQ	10	2711	1	33	1383	1888	1918	1779	2034	1584	2445	2388	2798	2602	3367	5482	5774	8693	6776	8721	12462	8959	13407	15298	15525	18460	19674	27475	24730	27444	30864	36607	40986	65720	42739	58299	82315	82209	100397	140018	141658	230895	192909	556445	1210680	10341182	3763708	0
FFQ	11	2070	2	54	1607	2080	2108	2010	2191	1765	2552	2497	2939	2688	3672	5585	6228	9058	7065	9065	12593	9369	13321	15804	15785	18656	19547	27743	25152	27126	30457	36986	40152	66087	41280	59491	81307	80308	100648	138390	139127	232056	188333	559501	1210668	10005064	4103255	0
FFQ	12	212	1	42	1623	2048	2120	2066	2296	1666	2669	2618	2978	2718	3610	5260	6420	9071	6852	8796	12750	8871	13998	15825	15547	18920	18939	27875	25107	27236	30538	36528	39241	63343	40252	61796	80829	77287	100012	136340	125510	244716	181009	556465	1193442	8734223	5413777	0
FFQ	13	3	0	54	1502	1797	1947	1853	2043	1535	2433	2408	2882	2526	3427	4951	6081	8530	6543	8215	12241	7948	13529	14894	14701	18233	17761	27377	24444	26251	29252	36370	38219	61535	39009	61984	78773	75677	99247	134344	119740	250325	178797	558520	1186015	8093568	6085958	0
FFQ	14	23	0	49	1369	1941	1967	1895	2066	1580	2497	2468	2795	2546	3340	4861	6171	8530	6214	7992	12175	7987	13489	14842	14592	17887	17525	26983	24298	25748	29089	35480	37491	60314	37924	62018	77654	74400	97658	132739	116874	250066	174673	555048	1180585	7972178	6235421	0
FFQ	15	4	4	41	1506	1900	2002	1870	2071	1515	2470	2542	2944	2585	3392	4826	6397	8719	6403	8079	12454	7979	13809	14726	14457	18073	17630	27362	24419	26647	29192	35319	37456	59980	38016	64320	78774	74131	98464	132355	112078	258758	174681	555849	1176407	7320080	6880756	0
FFQ	16	11	3	50	2230	3130	3030	3013	3263	3188	3951	3229	4438	4526	5685	5284	6499	7284	7958	8995	10437	13658	10502	13872	19776	14312	22198	23026	28218	33413	32090	40003	39633	45587	56303	86076	54283	87737	103423	124197	149901	172095	226192	431464	496476	1838511	13114292	0
FFQ	17	7	0	64	2304	3223	2954	3072	3306	3182	3873	3425	4508	4633	5638	5282	6462	7484	7825	9064	10400	13630	10346	13823	19667	13976	21977	22454	28319	33087	32016	39574	39966	45315	56201	84951	54456	87390	102979	123270	150101	172017	224440	428808	493805	1816447	13147721	0
FFQ	18	5	0	57	2309	3239	3033	3225	3372	3256	3902	3387	4471	4510	5614	5254	6517	7402	7915	8958	10257	13817	10369	13720	19494	13752	22045	21995	28587	32062	31254	38968	39762	44403	55444	83396	52954	86421	102001	120786	147444	170403	220439	418721	487245	1795965	13205312	0
