# This file was produced by samtools stats (1.21+htslib-1.21) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /Users/pontus.hojer/analysis/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/GRCh38_GIABv3_no_alt_analysis_set_maskedGRC_decoys_MAP2K3_KMT2C_KCNJ18.fasta.gz -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	fe08cae8	91810d92	02d90077
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	53406	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	53406
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	53406
SN	reads mapped:	53406
SN	reads mapped and paired:	53406	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	53406	# proper-pair bit set
SN	reads paired:	53406	# paired-end technology bit set
SN	reads duplicated:	4060	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	18
SN	total length:	8064306	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	8064306	# ignores clipping
SN	bases mapped:	8064306	# ignores clipping
SN	bases mapped (cigar):	7963660	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	613060
SN	mismatches:	114336	# from NM fields
SN	error rate:	1.435722e-02	# mismatches / bases mapped (cigar)
SN	average length:	151
SN	average first fragment length:	0
SN	average last fragment length:	151
SN	maximum length:	151
SN	maximum first fragment length:	0
SN	maximum last fragment length:	151
SN	average quality:	33.5
SN	insert size average:	843.2
SN	insert size standard deviation:	28.1
SN	inward oriented pairs:	26681
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	34	0	0	0	0	0	0	0	0	3202	0	0	0	0	0	0	0	0	0	0	0	0	0	5467	0	0	0	0	0	0	0	0	0	0	0	44703	0
LFQ	2	0	0	10	0	0	0	0	0	0	0	0	3121	0	0	0	0	0	0	0	0	0	0	0	0	0	4865	0	0	0	0	0	0	0	0	0	0	0	45410	0
LFQ	3	0	0	0	0	0	0	0	0	0	0	0	2961	0	0	0	0	0	0	0	0	0	0	0	0	0	4434	0	0	0	0	0	0	0	0	0	0	0	46011	0
LFQ	4	0	0	0	0	0	0	0	0	0	0	0	2883	0	0	0	0	0	0	0	0	0	0	0	0	0	4414	0	0	0	0	0	0	0	0	0	0	0	46109	0
LFQ	5	0	0	5	0	0	0	0	0	0	0	0	2778	0	0	0	0	0	0	0	0	0	0	0	0	0	4366	0	0	0	0	0	0	0	0	0	0	0	46257	0
LFQ	6	0	0	5	0	0	0	0	0	0	0	0	2708	0	0	0	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	0	46527	0
LFQ	7	0	0	0	0	0	0	0	0	0	0	0	2775	0	0	0	0	0	0	0	0	0	0	0	0	0	4169	0	0	0	0	0	0	0	0	0	0	0	46462	0
LFQ	8	0	0	0	0	0	0	0	0	0	0	0	2635	0	0	0	0	0	0	0	0	0	0	0	0	0	4152	0	0	0	0	0	0	0	0	0	0	0	46619	0
LFQ	9	0	0	0	0	0	0	0	0	0	0	0	2836	0	0	0	0	0	0	0	0	0	0	0	0	0	4254	0	0	0	0	0	0	0	0	0	0	0	46316	0
LFQ	10	0	0	16	0	0	0	0	0	0	0	0	2835	0	0	0	0	0	0	0	0	0	0	0	0	0	4286	0	0	0	0	0	0	0	0	0	0	0	46269	0
LFQ	11	0	0	14	0	0	0	0	0	0	0	0	2732	0	0	0	0	0	0	0	0	0	0	0	0	0	4235	0	0	0	0	0	0	0	0	0	0	0	46425	0
LFQ	12	0	0	6	0	0	0	0	0	0	0	0	2853	0	0	0	0	0	0	0	0	0	0	0	0	0	4267	0	0	0	0	0	0	0	0	0	0	0	46280	0
LFQ	13	0	0	0	0	0	0	0	0	0	0	0	2805	0	0	0	0	0	0	0	0	0	0	0	0	0	4178	0	0	0	0	0	0	0	0	0	0	0	46423	0
LFQ	14	0	0	0	0	0	0	0	0	0	0	0	2897	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	46309	0
LFQ	15	0	0	0	0	0	0	0	0	0	0	0	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	4278	0	0	0	0	0	0	0	0	0	0	0	46180	0
LFQ	16	0	0	0	0	0	0	0	0	0	0	0	2783	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	46423	0
LFQ	17	0	0	0	0	0	0	0	0	0	0	0	2866	0	0	0	0	0	0	0	0	0	0	0	0	0	4229	0	0	0	0	0	0	0	0	0	0	0	46311	0
LFQ	18	0	0	0	0	0	0	0	0	0	0	0	2999	0	0	0	0	0	0	0	0	0	0	0	0	0	4158	0	0	0	0	0	0	0	0	0	0	0	46249	0
LFQ	19	0	0	0	0	0	0	0	0	0	0	0	3015	0	0	0	0	0	0	0	0	0	0	0	0	0	4297	0	0	0	0	0	0	0	0	0	0	0	46094	0
LFQ	20	0	0	0	0	0	0	0	0	0	0	0	2839	0	0	0	0	0	0	0	0	0	0	0	0	0	4309	0	0	0	0	0	0	0	0	0	0	0	46258	0
LFQ	21	0	0	0	0	0	0	0	0	0	0	0	2937	0	0	0	0	0	0	0	0	0	0	0	0	0	4389	0	0	0	0	0	0	0	0	0	0	0	46080	0
LFQ	22	0	0	7	0	0	0	0	0	0	0	0	3023	0	0	0	0	0	0	0	0	0	0	0	0	0	4334	0	0	0	0	0	0	0	0	0	0	0	46042	0
LFQ	23	0	0	0	0	0	0	0	0	0	0	0	3093	0	0	0	0	0	0	0	0	0	0	0	0	0	4365	0	0	0	0	0	0	0	0	0	0	0	45948	0
LFQ	24	0	0	0	0	0	0	0	0	0	0	0	3040	0	0	0	0	0	0	0	0	0	0	0	0	0	4349	0	0	0	0	0	0	0	0	0	0	0	46017	0
LFQ	25	0	0	1	0	0	0	0	0	0	0	0	3025	0	0	0	0	0	0	0	0	0	0	0	0	0	4477	0	0	0	0	0	0	0	0	0	0	0	45903	0
LFQ	26	0	0	9	0	0	0	0	0	0	0	0	3168	0	0	0	0	0	0	0	0	0	0	0	0	0	4565	0	0	0	0	0	0	0	0	0	0	0	45664	0
LFQ	27	0	0	4	0	0	0	0	0	0	0	0	3081	0	0	0	0	0	0	0	0	0	0	0	0	0	4375	0	0	0	0	0	0	0	0	0	0	0	45946	0
LFQ	28	0	0	0	0	0	0	0	0	0	0	0	3081	0	0	0	0	0	0	0	0	0	0	0	0	0	4468	0	0	0	0	0	0	0	0	0	0	0	45857	0
