# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	15070c50	03e3f5e8	d92df88a
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	313545	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	313545
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	313545
SN	reads mapped:	313545
SN	reads mapped and paired:	313545	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	313545	# proper-pair bit set
SN	reads paired:	313545	# paired-end technology bit set
SN	reads duplicated:	6942	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	20
SN	total length:	47031750	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	47031750	# ignores clipping
SN	bases mapped:	47031750	# ignores clipping
SN	bases mapped (cigar):	46942094	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1041300
SN	mismatches:	207493	# from NM fields
SN	error rate:	4.420191e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.9
SN	insert size average:	522.2
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	156761
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	59	0	5	31	36	40	41	74	76	50	74	98	88	122	97	159	241	235	172	184	410	338	495	306	742	242	811	263	1530	854	1975	1375	1208	3707	6294	8976	40769	241368	0	0	0	0	0	0	0	0	0
LFQ	2	151	1	1	16	26	36	32	35	42	44	62	64	64	70	100	117	123	168	174	203	203	254	235	368	286	420	382	592	426	761	732	980	993	795	1599	1660	2523	3214	5352	11870	277732	639	0	0	0	0	0
LFQ	3	0	0	0	19	32	21	29	32	44	25	59	52	69	99	104	130	109	155	214	208	228	271	241	405	236	487	401	597	384	869	733	1001	1048	912	1520	1749	2589	3443	4775	11438	274103	4714	0	0	0	0	0
LFQ	4	0	0	0	25	40	65	44	54	67	68	91	81	111	102	128	181	162	172	238	247	225	315	297	441	295	489	446	647	447	987	870	1060	1119	981	1639	1938	2847	3509	4852	11709	274210	2346	0	0	0	0	0
LFQ	5	0	0	1	25	39	51	34	53	62	54	77	70	86	106	111	165	144	160	239	218	224	354	258	439	286	505	444	663	386	960	829	973	1151	996	1488	1901	2814	3492	4712	11477	264247	13251	0	0	0	0	0
LFQ	6	0	0	1	38	70	78	67	67	92	68	104	94	120	127	171	222	159	193	315	270	256	393	346	502	337	537	468	685	391	1075	890	1113	1104	991	1536	1939	2902	3617	4792	12076	267679	7660	0	0	0	0	0
LFQ	7	0	0	6	81	86	109	92	101	124	103	136	124	168	153	212	276	221	218	328	287	286	460	399	594	397	634	514	799	449	1126	925	1155	1207	1166	1712	1985	3058	3683	6624	12424	266475	4648	0	0	0	0	0
LFQ	8	0	0	1	57	82	86	78	74	97	66	98	119	159	133	180	195	204	225	283	256	261	437	327	506	311	589	509	787	388	1139	912	1104	1148	1059	1529	2077	3044	3594	5498	12052	256260	17621	0	0	0	0	0
LFQ	9	0	0	2	75	100	96	94	114	100	123	115	136	163	199	205	250	281	296	318	351	421	480	554	495	678	545	735	808	1057	979	1130	1060	1575	1565	1805	1762	2476	3038	3394	3866	6051	9119	12554	46766	207614	0	0
LFQ	10	3	0	1	67	103	70	100	83	100	115	122	138	185	161	218	239	263	277	335	339	403	445	537	490	680	565	724	800	1067	998	1124	1026	1513	1486	1709	1836	2398	3038	3357	3865	5824	9206	12201	46914	208420	0	0
