# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	62c75a8c	00a8e2b5	ae2ec76c
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	471	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	471
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	471
SN	reads mapped:	471
SN	reads mapped and paired:	471	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	471	# proper-pair bit set
SN	reads paired:	471	# paired-end technology bit set
SN	reads duplicated:	2	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	24
SN	total length:	70650	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	70650	# ignores clipping
SN	bases mapped:	70650	# ignores clipping
SN	bases mapped (cigar):	71831	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	300
SN	mismatches:	304	# from NM fields
SN	error rate:	4.232156e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	40.1
SN	insert size average:	805.3
SN	insert size standard deviation:	4.2
SN	inward oriented pairs:	228
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	3	5	4	0	4	0	5	7	5	10	37	121	264	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	2	3	4	3	3	6	5	10	12	302	92	23	0	0	0	0	0	0
LFQ	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	0	0	2	1	0	1	2	5	1	0	3	9	7	16	154	121	141	0	0	0	0	0	0
LFQ	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	1	1	2	2	2	2	3	1	1	4	2	12	14	174	122	122	0	0	0	0	0	0
LFQ	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	0	4	6	1	4	4	1	6	7	112	118	201	0	0	0	0	0	0
LFQ	6	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	4	1	0	3	4	1	1	0	2	4	2	4	4	5	7	8	168	126	121	0	0	0	0	0	0
LFQ	7	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	2	1	1	3	0	0	1	1	1	1	0	1	2	2	5	0	2	4	5	10	13	271	111	30	0	0	0	0	0	0
LFQ	8	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	0	1	0	0	3	0	2	1	3	0	3	5	3	5	6	10	179	133	110	0	0	0	0	0	0
LFQ	9	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	2	2	0	0	0	0	3	0	5	6	1	1	2	1	4	3	5	1	0	3	9	9	4	5	12	13	25	23	72	256	0	0
LFQ	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	2	1	3	3	4	3	2	1	2	3	4	4	3	6	4	3	17	10	31	29	90	242	0	0
