# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	eff2e206	c475ebe2	f8e24d80
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	22576	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	22576
SN	is sorted:	1
SN	1st fragments:	22576
SN	last fragments:	0
SN	reads mapped:	22576
SN	reads mapped and paired:	22576	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	22576	# proper-pair bit set
SN	reads paired:	22576	# paired-end technology bit set
SN	reads duplicated:	167	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	21
SN	total length:	3386400	# ignores clipping
SN	total first fragment length:	3386400	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	3386400	# ignores clipping
SN	bases mapped (cigar):	2997010	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	25050
SN	mismatches:	9845	# from NM fields
SN	error rate:	3.284941e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	44.1
SN	insert size average:	132.1
SN	insert size standard deviation:	13.2
SN	inward oriented pairs:	4034
SN	outward oriented pairs:	7231
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	1	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	2	3	4	0	6	3	0	3	3	3	0	13	13	5	16	0	39	35	55	116	507	6139	15605	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	1	0	0	0	5	0	0	1	0	2	0	5	4	4	2	2	5	3	7	5	8	9	11	10	30	11	19	35	32	36	28	39	73	62	122	171	222	543	2039	19030	0	0	0
FFQ	3	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	2	1	3	3	5	6	4	8	8	4	7	13	7	24	13	11	22	66	33	48	38	72	58	127	180	294	650	2155	18709	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	3	3	3	4	2	11	2	4	13	6	4	16	16	16	19	37	26	42	38	59	55	114	131	271	585	2212	18880	0	0	0
FFQ	5	0	0	0	1	1	0	0	0	1	2	2	1	0	1	1	2	6	5	5	6	5	4	8	8	21	15	19	22	27	24	38	28	34	54	42	54	82	82	196	161	252	591	2178	18597	0	0	0
FFQ	6	0	0	0	1	1	3	2	0	4	2	1	3	1	5	4	3	4	8	4	7	9	10	12	10	19	20	18	12	28	24	40	41	36	59	50	42	85	75	144	165	193	564	2295	18572	0	0	0
FFQ	7	0	0	0	1	2	2	5	0	2	4	2	6	3	5	10	10	10	12	8	13	10	13	25	10	22	27	17	24	36	21	34	38	51	59	38	42	78	98	138	133	238	511	2325	18493	0	0	0
FFQ	8	0	0	0	0	2	0	1	3	4	1	1	1	1	3	3	10	13	10	6	12	9	14	17	8	21	23	12	16	30	33	46	38	44	53	50	54	104	92	120	140	242	506	2261	18572	0	0	0
FFQ	9	0	0	0	2	1	4	2	2	1	2	5	7	3	1	5	6	6	9	11	10	23	13	11	17	20	26	30	29	36	44	30	35	44	49	61	66	97	105	148	137	211	274	322	798	19872	1	0
FFQ	10	1	0	1	3	3	2	4	0	2	1	3	3	4	5	5	5	9	9	8	8	15	20	21	18	15	29	32	16	33	27	27	41	60	72	60	59	103	81	131	142	167	278	339	816	19897	1	0
FFQ	11	0	0	0	3	1	2	2	4	1	0	1	3	2	1	5	11	4	10	11	8	13	15	18	27	17	38	19	22	35	36	36	45	47	56	59	65	104	101	139	142	189	225	361	753	19945	0	0
