# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	5c8b2205	1a04ae7b	ebd2d83c
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	288152	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	288152
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	288152
SN	reads mapped:	288152
SN	reads mapped and paired:	288152	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	288152	# proper-pair bit set
SN	reads paired:	288152	# paired-end technology bit set
SN	reads duplicated:	1624	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	127
SN	total length:	43222800	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	43222800	# ignores clipping
SN	bases mapped:	43222800	# ignores clipping
SN	bases mapped (cigar):	43095991	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	243600
SN	mismatches:	294454	# from NM fields
SN	error rate:	6.832515e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.0
SN	insert size average:	229.1
SN	insert size standard deviation:	14.0
SN	inward oriented pairs:	144063
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	9	0	4	92	128	107	117	107	133	122	157	162	180	216	281	279	412	326	503	466	403	534	600	1037	929	635	1218	1575	816	2260	1170	3358	2287	3645	7917	10743	42520	202704	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	1	86	86	102	114	115	134	116	159	170	167	167	233	382	288	429	479	476	550	479	695	702	778	998	979	970	1545	1409	1142	1870	1804	3473	2921	3551	7151	9189	183112	48238	12892	0	0	0	0	0	0
LFQ	3	0	0	0	74	72	105	103	78	126	116	108	153	177	169	247	335	275	426	437	419	523	491	670	617	789	909	970	1071	1363	1361	1219	1714	1704	3042	2674	3535	5734	7360	104523	68125	76338	0	0	0	0	0	0
LFQ	4	0	0	0	84	93	126	124	119	145	123	122	181	167	174	262	342	334	423	457	494	544	462	671	673	816	912	1007	1004	1334	1359	1215	1762	1633	2921	2654	3382	5692	7349	114947	70335	63710	0	0	0	0	0	0
LFQ	5	0	0	0	80	85	117	106	123	128	139	129	176	186	201	253	369	316	444	413	472	498	531	633	609	768	893	876	965	1175	1267	1203	1594	1556	2585	2398	3057	4782	6278	73681	64946	114120	0	0	0	0	0	0
LFQ	6	0	0	2	98	124	138	148	136	177	169	154	218	240	204	291	398	342	473	470	496	603	544	717	687	817	930	1054	951	1341	1306	1216	1750	1658	2774	2689	3324	5467	7103	106437	73451	69055	0	0	0	0	0	0
LFQ	7	1	0	6	185	208	249	225	189	255	232	222	309	312	287	399	514	467	555	629	584	721	608	864	863	863	1173	1293	1055	1718	1575	1408	2174	1850	3468	3227	3823	7418	9065	172197	49579	17382	0	0	0	0	0	0
LFQ	8	66	0	1	126	139	197	160	167	169	180	200	250	274	254	279	442	399	506	494	521	629	592	777	699	849	1028	1014	956	1427	1319	1335	1790	1649	2943	2582	3471	5535	7218	110992	74643	61880	0	0	0	0	0	0
LFQ	9	0	0	0	146	238	221	228	237	229	241	261	304	351	347	469	561	455	650	626	756	799	796	876	912	1022	1074	1061	1460	1603	1523	1350	2025	1529	2271	1677	3328	2960	2500	4022	5657	6386	8557	12505	32934	183005	0	0
LFQ	10	0	0	2	152	238	236	179	181	205	209	232	249	317	334	431	543	456	595	630	699	801	708	843	895	1027	1106	1009	1346	1455	1386	1347	1919	1647	2044	1769	3071	2922	2490	4135	5328	5888	7985	12539	33134	185470	0	0
LFQ	11	0	0	2	152	222	217	209	206	241	263	240	288	332	352	453	563	484	679	609	764	801	739	880	900	991	1102	1093	1421	1574	1462	1355	1955	1579	2200	1821	3011	3013	2475	3965	5553	6023	8235	12339	33118	184271	0	0
LFQ	12	0	0	1	166	230	215	220	215	237	254	271	297	297	326	431	569	474	649	662	742	790	767	891	854	1048	1042	1019	1446	1502	1481	1309	1978	1627	2175	1833	2870	2921	2448	4026	5338	5737	8102	12558	33204	184930	0	0
LFQ	13	0	0	0	136	226	248	184	218	216	236	256	306	290	315	449	544	461	600	611	744	770	768	836	844	1038	1033	1039	1326	1460	1390	1287	1972	1632	2068	1948	2936	2826	2481	3971	5334	5600	7981	12557	33368	185647	0	0
LFQ	14	4	0	3	178	239	235	217	211	228	270	262	289	320	333	443	546	472	666	630	744	768	748	845	818	1039	1012	1063	1311	1450	1457	1262	1937	1660	1970	1952	2808	2843	2415	3864	5250	5623	7982	12189	32718	186878	0	0
