# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	62ccbfdf	9132765a	17ebba73
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2676395	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2676395
SN	is sorted:	1
SN	1st fragments:	2676395
SN	last fragments:	0
SN	reads mapped:	2676395
SN	reads mapped and paired:	2676395	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2676395	# proper-pair bit set
SN	reads paired:	2676395	# paired-end technology bit set
SN	reads duplicated:	15349	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	134
SN	total length:	401459250	# ignores clipping
SN	total first fragment length:	401459250	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	401459250	# ignores clipping
SN	bases mapped (cigar):	401027883	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	2302350
SN	mismatches:	965487	# from NM fields
SN	error rate:	2.407531e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.6
SN	insert size average:	375.0
SN	insert size standard deviation:	14.3
SN	inward oriented pairs:	1338186
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	64	0	0	69	76	68	122	65	102	34	103	120	67	145	184	224	211	451	495	143	965	532	231	808	1330	983	0	2408	2292	2257	3893	0	5830	6918	10622	24144	97244	1260868	1252327	0	0	0	0	0	0	0	0
FFQ	2	49	0	0	41	70	53	77	82	62	81	111	114	133	151	185	361	377	429	575	462	775	562	995	685	1138	1450	1294	1562	2061	1856	2673	2901	3837	3517	4840	5173	8448	6005	16633	20098	38020	96016	506489	1945954	0	0	0
FFQ	3	7	0	0	34	58	52	43	56	43	53	60	66	113	91	140	279	319	316	422	357	583	417	844	664	756	1169	1114	1181	1595	1626	1965	2477	3426	3103	4142	4327	7387	6024	14262	19631	38196	98002	500210	1960785	0	0	0
FFQ	4	0	0	2	44	51	55	69	58	52	84	89	83	122	114	177	320	343	371	479	389	659	433	939	682	812	1313	1119	1305	1644	1583	2172	2369	3390	3003	4178	4484	7086	6034	14476	18938	38714	100263	511470	1946427	0	0	0
FFQ	5	0	0	0	93	138	157	131	143	137	208	175	186	214	294	310	747	794	824	844	896	1290	1220	1643	1140	2079	2286	2085	2268	2776	3201	4659	3441	5037	5423	6534	7704	8410	10091	21078	20410	38399	91209	498369	1929352	0	0	0
FFQ	6	2	0	9	249	289	256	243	276	242	298	282	303	378	491	493	1019	1033	1074	1144	1275	1482	1639	2141	1310	2730	2841	2620	2759	3608	3794	5382	3729	5924	6761	6617	8367	10205	11982	21316	21164	38284	93417	507574	1901393	0	0	0
FFQ	7	0	0	45	528	697	631	595	545	526	718	584	639	688	800	1038	1683	1676	1748	1708	2194	1806	2371	3190	1742	3907	3661	3347	3620	5921	4415	5944	5182	8868	9173	6275	10438	15408	14726	20024	24745	37675	92964	507235	1866715	0	0	0
FFQ	8	0	0	29	388	502	459	455	432	393	542	410	480	512	618	753	1400	1288	1488	1407	1721	1686	2062	2689	1475	3329	3247	2966	3110	4626	4030	5908	4274	7027	8058	6514	9571	12276	14087	20649	22495	37772	92949	506436	1885882	0	0	0
FFQ	9	0	1	42	470	538	508	473	547	525	541	563	630	634	703	1200	1443	1748	1686	1961	2070	2317	2625	2714	3246	3364	4108	3543	5210	5185	5393	6260	6202	8132	10360	9503	9579	14659	14346	21376	22948	30422	42200	55865	140173	2230354	28	0
FFQ	10	3	0	35	412	501	516	436	483	405	499	507	501	626	603	1043	1308	1557	1546	1748	1961	2133	2478	2603	2983	3024	3939	3253	4827	5172	4973	5510	6617	7763	9974	8933	10128	14646	13375	18856	22544	30347	40433	55194	140848	2241084	68	0
