# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	956cfe64	6c1c7871	90e0e88f
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	476	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	476
SN	is sorted:	1
SN	1st fragments:	476
SN	last fragments:	0
SN	reads mapped:	476
SN	reads mapped and paired:	476	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	476	# proper-pair bit set
SN	reads paired:	476	# paired-end technology bit set
SN	reads duplicated:	2	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	20
SN	total length:	71400	# ignores clipping
SN	total first fragment length:	71400	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	71400	# ignores clipping
SN	bases mapped (cigar):	72379	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	300
SN	mismatches:	313	# from NM fields
SN	error rate:	4.324459e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	41.4
SN	insert size average:	805.4
SN	insert size standard deviation:	4.4
SN	inward oriented pairs:	233
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	2	0	3	3	9	14	55	371	15	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	0	3	1	2	4	3	2	5	1	7	6	29	100	244	63	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	1	1	4	2	2	0	5	2	6	7	27	98	252	63	0	0	0
FFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	2	0	0	3	1	6	6	4	9	32	88	257	61	0	0	0
FFQ	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	2	1	1	3	3	4	5	6	12	12	27	73	251	67	0	0	0
FFQ	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	2	1	4	1	3	2	4	0	1	5	2	4	4	8	11	12	26	70	237	73	0	0	0
FFQ	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	0	1	4	0	1	3	2	1	4	1	2	3	2	6	1	2	8	10	9	11	22	70	239	68	0	0	0
FFQ	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	1	2	1	0	2	1	2	1	4	2	1	3	9	2	10	5	29	71	249	75	0	0	0
FFQ	9	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	1	0	1	0	0	1	1	2	0	3	0	2	2	5	1	4	4	4	6	1	6	5	6	13	11	14	22	31	76	248	0	0
FFQ	10	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	2	3	0	0	0	2	0	0	2	4	4	2	3	2	4	5	4	8	10	10	9	12	17	36	67	264	0	0
