# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	ed8a1c4c	139df6eb	efa6faf2
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	43074	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	43074
SN	is sorted:	1
SN	1st fragments:	43074
SN	last fragments:	0
SN	reads mapped:	43074
SN	reads mapped and paired:	43074	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	43074	# proper-pair bit set
SN	reads paired:	43074	# paired-end technology bit set
SN	reads duplicated:	135	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	32
SN	total length:	6461100	# ignores clipping
SN	total first fragment length:	6461100	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	6461100	# ignores clipping
SN	bases mapped (cigar):	6452896	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	20250
SN	mismatches:	24653	# from NM fields
SN	error rate:	3.820455e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	41.9
SN	insert size average:	720.6
SN	insert size standard deviation:	14.1
SN	inward oriented pairs:	21527
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	1	0	0	3	2	0	1	0	2	1	2	4	0	3	5	5	7	9	13	2	27	9	3	31	51	18	0	61	110	55	132	0	205	292	270	1013	4583	33798	2356	0	0	0	0	0	0	0	0
FFQ	2	0	0	0	0	3	2	1	1	0	2	2	1	2	2	4	9	9	11	20	10	23	11	28	22	33	34	19	54	78	53	92	90	123	82	136	169	360	186	606	732	1778	6044	23795	8447	0	0	0
FFQ	3	0	0	0	1	1	0	2	2	0	1	0	0	5	2	4	8	10	10	18	11	15	10	17	16	25	32	31	38	47	47	58	74	98	83	121	140	304	177	535	697	1853	6290	24631	7660	0	0	0
FFQ	4	0	0	0	1	4	2	1	0	0	0	0	1	3	2	4	5	8	8	8	7	27	11	22	15	26	28	27	57	54	41	64	74	116	87	138	160	299	209	525	674	1862	6506	23913	8085	0	0	0
FFQ	5	0	0	0	2	8	2	9	6	7	2	4	10	7	9	6	22	27	21	37	27	41	35	57	16	74	81	59	78	82	95	215	108	154	172	198	200	387	392	727	761	1710	5863	23451	7912	0	0	0
FFQ	6	0	0	2	9	6	6	11	6	5	17	11	18	14	12	25	33	35	31	48	46	52	54	76	31	101	84	97	87	133	84	215	116	204	240	208	220	445	505	641	855	1671	5605	22741	8274	0	0	0
FFQ	7	0	0	1	14	22	20	19	23	14	23	22	23	30	21	38	56	48	37	64	65	58	71	109	47	124	118	96	112	230	115	201	178	318	313	165	304	627	575	574	963	1505	5199	21478	9054	0	0	0
FFQ	8	0	0	1	13	14	16	7	10	12	17	16	14	16	15	24	39	33	41	58	49	53	59	73	36	109	134	112	101	162	118	227	135	248	286	187	291	488	546	650	867	1493	5431	22287	8586	0	0	0
FFQ	9	0	0	2	16	16	11	23	23	15	14	23	14	28	17	40	49	67	62	52	60	65	86	80	84	97	138	101	186	170	158	199	192	276	412	303	338	502	433	864	784	1066	1763	2353	6444	25448	0	0
FFQ	10	0	0	1	16	11	8	12	16	12	13	17	22	27	20	30	39	47	56	52	47	71	78	79	113	97	115	105	177	175	164	200	198	257	397	286	371	517	382	782	807	1025	1627	2456	6640	25509	0	0
FFQ	11	0	0	0	13	23	16	14	24	17	13	20	22	16	23	28	37	56	55	67	78	66	70	84	113	114	125	119	175	201	171	206	238	256	381	295	396	523	379	721	811	1020	1704	2342	6584	25458	0	0
FFQ	12	0	0	1	20	23	12	10	12	10	13	18	18	10	16	33	37	52	33	52	57	65	76	79	104	98	102	115	149	154	154	191	226	219	371	266	428	520	351	654	818	986	1538	2390	6952	25641	0	0
FFQ	13	0	0	1	19	16	14	18	15	14	18	22	20	16	19	38	44	54	59	52	58	78	67	77	76	112	127	97	163	165	128	172	217	263	360	277	436	487	330	668	849	1023	1587	2409	6880	25529	0	0
