# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	a36d0671	c5460a0b	c41f24c0
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	537359	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	537359
SN	is sorted:	1
SN	1st fragments:	0
SN	last fragments:	537359
SN	reads mapped:	537359
SN	reads mapped and paired:	537359	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	537359	# proper-pair bit set
SN	reads paired:	537359	# paired-end technology bit set
SN	reads duplicated:	2279	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	38
SN	total length:	80603850	# ignores clipping
SN	total first fragment length:	0	# ignores clipping
SN	total last fragment length:	80603850	# ignores clipping
SN	bases mapped:	80603850	# ignores clipping
SN	bases mapped (cigar):	80479876	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	341850
SN	mismatches:	335619	# from NM fields
SN	error rate:	4.170223e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	0
SN	average last fragment length:	150
SN	maximum length:	150
SN	maximum first fragment length:	0
SN	maximum last fragment length:	150
SN	average quality:	41.8
SN	insert size average:	571.7
SN	insert size standard deviation:	14.2
SN	inward oriented pairs:	268667
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	9	0	18	48	80	61	69	62	54	84	104	123	117	174	175	174	231	233	312	320	358	386	438	725	671	519	805	1606	524	2258	1264	3166	3144	3770	8913	15914	75337	415113	0	0	0	0	0	0	0	0	0
LFQ	2	0	0	1	24	48	64	55	53	71	80	81	103	131	95	157	231	209	301	297	295	350	331	516	527	544	745	873	686	1318	1159	1178	1909	1645	3178	3258	3913	8616	11728	373709	94133	24747	0	0	0	0	0	0
LFQ	3	0	0	3	24	34	46	55	52	74	59	73	88	106	108	118	178	178	223	253	255	367	296	412	418	529	667	763	661	1106	1017	1087	1730	1459	2694	2639	3590	6166	9417	218026	133826	148562	0	0	0	0	0	0
LFQ	4	0	0	3	53	64	57	69	78	74	105	95	117	143	146	178	227	244	273	291	310	374	344	502	489	559	725	832	711	1209	1071	1183	1863	1455	2650	2761	3719	6422	9427	237468	137964	123104	0	0	0	0	0	0
LFQ	5	0	0	1	30	41	51	60	50	67	60	67	103	120	118	135	206	212	239	257	262	325	311	433	423	533	673	715	661	1009	918	966	1593	1384	2137	2319	3169	5095	7438	154064	126414	224700	0	0	0	0	0	0
LFQ	6	0	0	6	73	103	103	108	98	120	113	144	159	215	174	192	294	266	305	376	345	413	386	566	540	617	818	891	742	1218	1139	1249	1871	1552	2693	2838	3580	6159	9255	219189	143905	134544	0	0	0	0	0	0
LFQ	7	1	0	18	130	151	174	170	180	190	183	191	249	296	209	293	394	367	387	442	483	522	504	693	735	700	986	1153	779	1635	1301	1465	2276	1859	3271	3623	4164	8418	11657	355536	97849	33725	0	0	0	0	0	0
LFQ	8	108	0	12	88	132	133	153	144	176	160	174	182	253	211	235	311	326	374	372	399	466	481	614	567	669	868	987	767	1371	1217	1323	2109	1652	2753	2877	3748	6567	9561	228926	146274	119619	0	0	0	0	0	0
LFQ	9	0	0	11	147	201	178	169	189	202	222	200	269	272	333	412	464	410	554	534	675	641	811	763	879	1038	1077	1016	1509	1587	1748	1643	2192	1868	2498	2571	3863	4452	2930	5263	9905	9632	16070	19788	66499	371674	0	0
LFQ	10	0	0	9	91	178	140	136	169	148	214	212	246	269	271	353	419	385	483	467	598	621	651	750	820	979	963	976	1400	1497	1625	1564	2019	2010	2293	2591	3445	4110	3113	5470	9168	8891	14801	20026	66090	376698	0	0
