# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	cd313127	0a819ec6	1e192db8
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	537639	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	537639
SN	is sorted:	1
SN	1st fragments:	537639
SN	last fragments:	0
SN	reads mapped:	537639
SN	reads mapped and paired:	537639	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	537639	# proper-pair bit set
SN	reads paired:	537639	# paired-end technology bit set
SN	reads duplicated:	2270	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	33
SN	total length:	80645850	# ignores clipping
SN	total first fragment length:	80645850	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	80645850	# ignores clipping
SN	bases mapped (cigar):	80555741	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	340500
SN	mismatches:	258704	# from NM fields
SN	error rate:	3.211490e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	42.8
SN	insert size average:	571.7
SN	insert size standard deviation:	14.2
SN	inward oriented pairs:	268807
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	5	0	0	12	18	15	26	15	26	8	29	32	19	37	63	45	55	82	124	42	240	144	34	255	402	210	0	665	721	558	1138	0	1793	2422	2636	8071	34564	389568	93565	0	0	0	0	0	0	0	0
FFQ	2	5	0	1	12	14	15	15	19	15	22	19	28	37	37	40	75	99	106	141	108	205	144	262	174	307	339	369	443	592	452	798	752	1047	968	1345	1469	2913	1633	5187	6107	13175	39991	225347	232812	0	0	0
FFQ	3	2	0	0	1	6	7	7	9	10	7	12	20	27	20	28	58	67	65	96	77	143	105	182	147	218	291	268	339	413	418	610	625	859	803	1035	1256	2370	1473	4188	5657	13238	40843	234217	227422	0	0	0
FFQ	4	0	0	1	10	13	9	11	16	17	14	18	14	26	24	36	89	79	78	108	86	173	103	226	163	246	333	280	404	455	422	636	616	949	736	1115	1337	2334	1697	4458	5779	13678	43092	228461	229297	0	0	0
FFQ	5	0	0	0	41	49	46	45	44	48	58	28	51	64	68	105	203	205	227	254	244	329	352	493	285	655	682	680	745	757	892	1472	949	1481	1571	1990	2273	2780	3230	6424	6027	13361	37908	224464	226059	0	0	0
FFQ	6	1	0	3	64	73	71	89	90	72	126	94	92	119	138	150	312	283	323	340	346	416	479	654	364	786	851	784	834	1069	1104	1829	1068	1821	1888	1911	2340	3437	3866	6486	6552	13377	38530	215933	228474	0	0	0
FFQ	7	0	0	28	158	206	180	163	166	148	211	164	182	193	222	295	461	474	534	491	669	553	673	967	429	1231	1080	947	1118	1893	1249	1805	1527	2837	2795	1608	3117	4957	4744	5623	7758	12503	37365	204297	231618	0	0	0
FFQ	8	0	0	8	125	153	143	120	108	126	150	128	155	187	169	233	410	350	442	431	469	490	540	780	383	1082	947	919	939	1403	1159	1846	1275	2107	2447	1820	2776	4075	4494	5959	6984	12638	37604	210820	230245	0	0	0
FFQ	9	0	0	13	137	186	126	159	152	148	174	188	154	178	190	332	420	511	421	580	649	632	780	798	928	1009	1196	1006	1566	1613	1558	1869	1873	2524	3325	2696	3163	4273	3864	6877	6823	9261	14082	18825	50320	392057	3	0
FFQ	10	2	0	8	112	134	141	132	131	129	154	160	169	163	171	320	360	466	440	504	542	569	739	754	854	995	1029	941	1470	1527	1412	1713	2002	2333	3146	2422	3345	4369	3691	6067	7078	9434	13421	18790	51559	393734	7	0
FFQ	11	2	0	15	162	192	179	147	162	138	197	194	169	196	211	354	425	517	457	548	602	620	734	770	1006	957	1180	976	1548	1529	1448	1834	2014	2391	3207	2527	3334	4460	3604	6086	6975	9389	13638	18773	51230	392541	1	0
FFQ	12	0	1	10	120	147	133	135	134	129	139	141	176	180	207	297	337	507	464	495	558	608	635	699	827	898	1015	951	1389	1491	1386	1566	2061	2203	2930	2297	3298	4289	3321	5552	7051	9048	12969	18907	52601	395334	3	0
FFQ	13	0	0	13	144	173	149	127	162	151	159	153	174	170	202	295	375	508	436	512	568	580	685	785	881	958	1047	940	1272	1544	1370	1557	2082	2286	3060	2398	3464	4402	3311	5235	7178	9107	12776	18863	52931	394453	3	0
FFQ	14	0	1	13	156	185	148	164	173	136	188	177	183	203	206	333	405	500	495	523	624	584	678	799	912	987	1109	1009	1386	1588	1368	1472	2165	2424	2906	2320	3598	4435	3299	5264	7151	8887	12706	19379	53765	392564	71	0
FFQ	15	0	0	8	181	200	174	148	159	144	182	182	206	172	201	327	384	509	475	550	602	576	671	790	950	1001	1072	949	1371	1637	1398	1358	2200	2468	2792	2204	3829	4368	3373	4746	7316	8838	12441	19675	53882	392878	52	0
FFQ	16	0	0	14	185	254	241	232	238	276	248	262	304	322	320	344	386	416	516	527	582	710	686	799	843	991	1025	1280	1394	1651	1693	1697	2334	2202	2578	3286	3687	2970	5546	5136	6337	8781	11285	17459	25113	81331	341158	0
FFQ	17	0	1	19	232	308	281	248	239	287	271	239	290	330	359	351	418	428	545	610	565	791	720	871	903	1012	1053	1196	1352	1614	1737	1887	2372	2207	2586	3300	3541	2931	5672	5002	6389	8810	11159	17568	25189	82628	339128	0
FFQ	18	0	0	18	229	288	240	258	253	248	234	244	261	282	313	363	451	399	509	553	556	717	672	820	897	1025	1099	1207	1358	1629	1624	1832	2200	2095	2505	3322	3499	3032	5498	5114	6155	8634	11000	17356	24817	81487	342346	0
FFQ	19	0	0	20	214	299	240	235	241	272	295	234	297	306	321	381	459	366	493	579	543	690	680	830	822	938	1031	1304	1369	1621	1621	1743	2239	2097	2649	3300	3323	2933	5376	4975	6327	8695	11131	17330	25036	80897	342887	0
FFQ	20	7	0	13	229	239	255	243	228	251	274	237	319	275	338	333	449	396	487	563	547	746	659	824	875	968	1017	1245	1297	1653	1658	1752	2308	2124	2549	3378	3471	2888	5416	5045	6193	8581	11182	17192	24509	80456	343970	0
FFQ	21	0	2	21	237	319	239	243	244	257	314	253	306	314	367	319	448	387	487	553	567	757	663	791	925	980	1062	1255	1339	1684	1622	1894	2246	2150	2586	3472	3460	3038	5538	5032	6343	8601	10939	17360	25249	81177	341599	0
FFQ	22	20	0	13	215	265	254	253	241	266	286	278	312	328	307	363	455	389	510	586	563	729	686	824	840	998	1057	1218	1281	1598	1667	1859	2181	2196	2667	3355	3542	3050	5528	5126	6275	8648	11079	17210	25063	81095	341963	0
FFQ	23	0	0	24	198	300	205	258	242	258	273	239	306	307	340	317	449	411	519	545	544	733	654	841	844	1039	987	1205	1332	1633	1663	1843	2333	2171	2561	3327	3446	3028	5407	5037	6439	8580	10715	17297	24917	80525	343347	0
FFQ	24	0	0	18	216	278	255	220	233	255	268	280	320	277	324	354	434	401	519	575	527	636	582	807	888	1008	1007	1202	1371	1676	1671	1855	2286	2160	2598	3276	3439	2945	5249	5032	6329	8461	10778	17474	24683	81496	342976	0
FFQ	25	4	0	22	198	263	246	227	228	229	255	268	287	287	355	314	432	364	473	519	530	694	666	745	779	970	957	1234	1282	1643	1569	1813	2127	2236	2525	3185	3387	2943	5273	5123	6113	8201	10589	17127	24903	79350	346704	0
FFQ	26	170	1	18	194	271	258	251	246	230	254	256	319	274	332	352	435	420	514	555	498	654	658	788	836	1018	979	1352	1215	1637	1613	1937	2186	2242	2632	3114	3291	3123	5279	5341	6315	8569	10538	17245	24572	80816	343841	0
FFQ	27	1	0	20	232	283	264	242	257	234	260	269	339	263	350	350	409	451	522	558	545	664	688	875	842	1098	988	1316	1207	1593	1644	1944	2190	2247	2769	3131	3523	3223	5178	5532	6239	8508	10424	17273	24767	80827	343100	0
FFQ	28	1	0	22	220	257	260	238	245	251	269	287	301	283	335	349	449	424	509	607	556	700	717	814	834	1004	993	1344	1134	1656	1542	1904	2143	2260	2716	3112	3429	3227	4963	5537	6217	8219	10500	17416	24476	81187	343732	0
FFQ	29	1	0	16	194	289	239	239	214	261	285	280	284	323	336	371	381	396	476	530	487	682	714	806	824	1023	989	1293	1155	1657	1519	1971	2016	2344	2724	3030	3397	3215	5015	5418	5976	8290	10185	17174	24597	80144	345879	0
FFQ	30	51	2	26	233	272	257	249	236	261	235	291	287	323	326	352	420	454	495	578	545	665	696	747	853	1003	1057	1350	1172	1644	1556	2011	2078	2349	2702	2921	3549	3299	5007	5747	6183	8235	10086	17028	24566	80779	344463	0
FFQ	31	43	0	20	251	292	272	251	266	258	259	272	304	308	331	326	447	453	510	563	533	680	684	813	899	1024	1041	1305	1126	1634	1507	2042	1937	2283	2728	2896	3460	3267	4993	5591	6111	8005	9906	16971	24674	80824	345279	0
FFQ	32	0	0	18	188	300	284	223	233	264	257	279	286	353	325	359	423	426	521	622	529	668	708	770	807	1033	1032	1237	1163	1677	1572	1911	1994	2293	2730	2969	3588	3406	4915	5667	6023	8223	9862	16723	24312	80827	345639	0
FFQ	33	12	0	28	231	269	228	248	263	254	217	287	290	270	331	368	389	446	488	555	538	684	724	775	865	1042	1107	1270	1157	1715	1583	1999	1887	2379	2651	2845	3478	3365	4815	5755	6130	8023	9880	16831	24194	80510	346263	0
FFQ	34	1	0	24	226	265	263	225	228	265	250	265	307	297	340	343	418	419	500	590	533	654	732	843	854	991	1002	1251	1137	1600	1508	1853	1942	2327	2726	2896	3414	3479	4842	5755	6108	7828	9777	16754	24174	80186	347247	0
