# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	0e9dd3b9	1b6bbcf6	3c741a77
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	17877	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	17877
SN	is sorted:	1
SN	1st fragments:	17877
SN	last fragments:	0
SN	reads mapped:	17877
SN	reads mapped and paired:	17877	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	17877	# proper-pair bit set
SN	reads paired:	17877	# paired-end technology bit set
SN	reads duplicated:	142	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	27
SN	total length:	2681550	# ignores clipping
SN	total first fragment length:	2681550	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	2681550	# ignores clipping
SN	bases mapped (cigar):	2376408	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	21300
SN	mismatches:	9435	# from NM fields
SN	error rate:	3.970278e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	44.0
SN	insert size average:	132.2
SN	insert size standard deviation:	13.0
SN	inward oriented pairs:	3209
SN	outward oriented pairs:	5701
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	1	0	0	0	2	0	0	0	0	0	1	0	0	1	0	3	2	1	1	0	4	1	3	1	7	5	0	10	7	7	19	0	21	13	40	114	403	4840	12370	0	0	0	0	0	0	0	0
FFQ	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	3	2	3	3	3	8	5	7	6	9	14	6	14	14	27	24	31	40	46	33	93	136	191	418	1612	15118	0	0	0
FFQ	3	0	0	0	0	0	0	0	0	1	3	0	2	1	0	0	3	4	3	1	3	2	3	8	4	4	13	6	11	13	18	15	13	50	25	35	25	68	56	108	120	211	504	1719	14825	0	0	0
FFQ	4	0	0	0	0	1	0	0	1	0	2	2	1	0	0	3	3	2	5	3	7	8	5	6	5	2	10	7	13	9	12	13	14	31	15	35	31	51	40	73	120	212	448	1692	14995	0	0	0
FFQ	5	0	0	0	1	1	1	1	1	0	2	4	1	0	4	2	2	7	8	6	4	4	7	8	10	11	15	17	10	15	17	32	15	44	34	38	35	37	52	132	109	192	447	1816	14735	0	0	0
FFQ	6	0	0	0	1	2	2	0	0	3	2	0	0	2	5	3	5	6	6	5	7	5	6	11	10	14	17	17	11	22	18	23	27	40	38	24	57	56	51	110	130	187	428	1814	14712	0	0	0
FFQ	7	0	0	0	1	1	3	2	1	3	0	4	1	2	1	4	6	9	10	8	11	12	7	13	12	15	24	23	23	29	11	36	32	30	55	40	35	80	61	130	127	188	400	1808	14619	0	0	0
FFQ	8	0	0	0	0	1	4	0	0	4	0	1	3	2	6	1	8	4	5	7	8	5	11	19	10	9	20	12	19	22	14	37	19	29	54	29	44	55	56	120	112	191	421	1858	14657	0	0	0
FFQ	9	0	0	0	3	2	2	4	3	2	3	4	0	3	1	5	5	8	11	8	8	12	7	10	23	14	20	12	18	24	28	37	21	47	53	41	57	84	57	116	120	145	208	283	644	15724	0	0
FFQ	10	0	0	0	1	3	0	3	2	1	5	0	0	3	2	2	5	4	9	8	13	8	7	15	18	11	14	14	17	30	31	21	32	50	43	46	55	70	59	84	138	138	214	269	620	15812	0	0
FFQ	11	0	0	0	3	3	2	3	4	1	1	0	3	3	1	4	7	5	11	11	5	12	9	16	11	10	15	10	22	21	21	25	26	39	47	53	40	62	64	98	120	153	214	238	641	15842	1	0
FFQ	12	0	0	0	0	3	0	1	2	0	0	2	1	3	1	5	4	4	4	6	14	11	3	12	14	16	19	19	21	21	21	24	35	31	49	46	42	75	78	94	103	151	203	256	619	15864	0	0
FFQ	13	0	0	0	3	1	1	1	2	1	2	1	2	3	1	6	3	3	11	4	2	6	13	16	12	16	14	14	21	31	23	22	22	28	50	47	41	73	74	103	118	142	189	240	639	15876	0	0
FFQ	14	0	0	1	0	2	2	0	2	1	1	3	3	0	0	7	3	4	7	8	5	10	12	10	18	11	18	20	14	27	23	17	40	32	40	52	49	64	54	73	118	142	203	250	607	15921	3	0
FFQ	15	0	0	0	2	1	1	1	2	0	1	0	1	3	2	7	4	11	7	10	8	4	15	8	13	14	11	13	20	26	26	17	42	55	35	57	53	76	58	92	115	156	202	240	573	15892	3	0
FFQ	16	0	0	0	6	5	6	8	5	1	2	6	4	2	3	8	4	6	11	8	5	9	11	19	10	18	13	23	15	19	38	27	27	29	45	68	42	52	75	99	122	137	155	322	321	1309	14782	0
FFQ	17	0	0	0	2	3	5	4	3	4	2	2	2	5	3	5	6	4	9	7	8	17	9	14	15	15	8	15	21	32	38	24	23	28	42	59	39	68	91	92	90	139	182	313	352	1462	14615	0
FFQ	18	0	0	0	6	3	2	5	7	5	1	3	5	5	3	5	5	4	4	5	5	12	10	16	12	11	12	14	24	16	27	32	34	34	48	55	25	70	84	94	104	136	175	299	324	1253	14883	0
FFQ	19	0	0	0	6	4	6	2	2	4	4	0	7	3	8	4	5	4	9	11	14	12	12	9	13	14	11	22	20	17	35	26	33	50	30	57	35	40	96	84	107	123	159	333	327	1341	14778	0
