# This file was produced by samtools stats (1.19.2+htslib-1.19.1) and can be plotted using plot-bamstats
# This file contains statistics for all reads.
# The command line was:  stats -r /vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa -
# CHK, Checksum	[2]Read Names	[3]Sequences	[4]Qualities
# CHK, CRC32 of reads which passed filtering followed by addition (32bit overflow)
CHK	cbd11b17	c8570c5b	f3bfdfea
# Summary Numbers. Use `grep ^SN | cut -f 2-` to extract this part.
SN	raw total sequences:	2205543	# excluding supplementary and secondary reads
SN	filtered sequences:	0
SN	sequences:	2205543
SN	is sorted:	1
SN	1st fragments:	2205543
SN	last fragments:	0
SN	reads mapped:	2205543
SN	reads mapped and paired:	2205543	# paired-end technology bit set + both mates mapped
SN	reads unmapped:	0
SN	reads properly paired:	2205543	# proper-pair bit set
SN	reads paired:	2205543	# paired-end technology bit set
SN	reads duplicated:	12104	# PCR or optical duplicate bit set
SN	reads MQ0:	0	# mapped and MQ=0
SN	reads QC failed:	0
SN	non-primary alignments:	0
SN	supplementary alignments:	89
SN	total length:	330831450	# ignores clipping
SN	total first fragment length:	330831450	# ignores clipping
SN	total last fragment length:	0	# ignores clipping
SN	bases mapped:	330831450	# ignores clipping
SN	bases mapped (cigar):	330471951	# more accurate
SN	bases trimmed:	0
SN	bases duplicated:	1815600
SN	mismatches:	937965	# from NM fields
SN	error rate:	2.838259e-03	# mismatches / bases mapped (cigar)
SN	average length:	150
SN	average first fragment length:	150
SN	average last fragment length:	0
SN	maximum length:	150
SN	maximum first fragment length:	150
SN	maximum last fragment length:	0
SN	average quality:	43.5
SN	insert size average:	423.5
SN	insert size standard deviation:	14.4
SN	inward oriented pairs:	1102760
SN	outward oriented pairs:	0
SN	pairs with other orientation:	0
SN	pairs on different chromosomes:	0
SN	percentage of properly paired reads (%):	100.0
# First Fragment Qualities. Use `grep ^FFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
FFQ	1	56	0	0	56	76	68	90	47	89	39	111	112	54	152	167	199	160	332	449	125	809	471	137	740	1176	831	0	2116	2003	2087	3515	0	5306	6487	9222	22287	91162	1190725	864087	0	0	0	0	0	0	0	0
FFQ	2	34	0	2	38	55	62	58	71	69	88	77	99	101	103	166	324	335	366	506	386	655	475	879	601	952	1301	1103	1349	1800	1597	2347	2577	3355	3065	4226	4724	7823	5284	14838	17866	35314	92944	518141	1479387	0	0	0
FFQ	3	3	0	0	24	35	34	43	38	50	44	46	72	67	81	111	243	247	269	345	287	491	322	772	524	617	1022	862	996	1392	1386	1782	2041	2804	2622	3540	3753	6713	5076	12845	17117	35186	94786	519140	1487715	0	0	0
FFQ	4	0	0	2	32	56	51	50	47	60	55	75	81	106	95	155	246	297	339	409	293	660	351	781	581	754	1114	912	1162	1480	1414	1856	2120	3025	2628	3526	3925	6549	5200	12842	17039	36078	98397	528701	1471999	0	0	0
FFQ	5	0	0	2	111	131	123	119	140	142	183	160	190	193	294	295	643	684	740	769	789	1107	1032	1466	953	1842	2034	1870	2094	2404	2943	4259	3011	4621	4866	5923	6898	7752	9390	19189	18221	35724	88443	513517	1460276	0	0	0
FFQ	6	0	0	14	225	278	285	248	242	261	326	279	272	349	420	461	1000	944	1052	1082	1120	1297	1431	1935	1159	2484	2457	2276	2524	3214	3498	5163	3249	5457	5808	6201	7863	9623	11310	19317	18851	36022	90584	516539	1438423	0	0	0
FFQ	7	0	0	45	551	639	554	554	547	485	659	501	572	615	680	1032	1498	1418	1677	1546	2034	1679	2193	2935	1568	3642	3367	3140	3216	5529	4081	5411	4632	8096	8422	5430	9635	14509	13583	17795	22525	35499	90151	506872	1416026	0	0	0
FFQ	8	0	0	23	381	511	406	428	427	376	502	400	460	525	555	741	1280	1188	1349	1261	1575	1552	1901	2440	1384	3118	2877	2810	2971	4346	3724	5487	3963	6624	7296	5816	8696	11335	13157	18506	20420	35576	90209	509956	1428991	0	0	0
FFQ	9	0	0	37	454	555	481	484	482	439	551	572	538	627	614	1088	1373	1601	1476	1765	1883	2126	2419	2461	2951	3005	3766	3160	4802	4725	4868	5759	5591	7435	9677	8730	8840	13380	12636	19491	20622	27350	39587	51713	132560	1792839	30	0
FFQ	10	4	0	33	404	459	447	403	506	377	475	513	497	543	599	937	1262	1479	1380	1600	1698	1878	2187	2332	2748	2749	3465	2933	4281	4561	4490	5158	5914	7141	9200	7805	9251	13098	12082	17383	20608	27359	37302	51841	133528	1802593	40	0
FFQ	11	16	1	31	486	550	493	455	562	454	547	551	547	663	635	1033	1319	1617	1507	1715	1942	2118	2167	2474	2861	2937	3687	3014	4484	4850	4685	5118	5964	7123	9298	7881	9280	13357	12075	17698	20517	27682	37978	51243	133437	1798467	24	0
FFQ	12	5	0	27	351	422	397	406	480	427	455	461	488	495	570	941	1158	1428	1365	1525	1763	1857	2011	2358	2626	2746	3286	2855	4036	4637	4457	4625	6198	6792	8674	7531	9257	13102	11141	15703	20323	26642	36578	50935	133854	1810112	43	0
FFQ	13	0	1	27	430	452	446	440	462	386	474	522	565	588	590	1040	1110	1540	1376	1544	1838	1920	1940	2383	2647	2801	3298	2912	4088	4685	4229	4500	6299	7073	8480	7200	9520	13044	11069	15438	20490	26474	36430	52023	134661	1808089	19	0
FFQ	14	0	1	49	465	549	469	560	564	452	581	535	533	600	657	1079	1169	1496	1426	1698	1866	1953	1994	2469	2782	2823	3390	3011	4121	4890	4312	4533	6464	7065	8557	7084	10286	13153	10765	15095	20329	26747	36000	52800	136444	1803287	440	0
FFQ	15	0	1	53	474	548	501	497	514	478	570	528	545	586	645	997	1229	1458	1476	1622	1779	1818	1977	2387	2691	2836	3404	2975	3867	4901	4085	4203	6473	7121	8121	6910	10298	13067	10832	14442	20677	25993	35607	53467	137812	1804818	260	0
FFQ	16	0	2	35	622	876	782	776	707	825	864	794	936	932	1109	1181	1269	1172	1542	1722	1615	2234	2062	2455	2739	2936	3180	3936	4124	4812	5109	5380	6490	6653	7484	9902	10180	9286	15446	15620	18723	25806	31584	52608	68626	228557	1641850	0
FFQ	17	0	4	43	635	912	874	854	787	795	853	853	973	969	1080	1085	1308	1213	1661	1743	1697	2205	2115	2587	2697	2963	3200	3926	4024	4843	5080	5498	6559	6779	7688	9973	9964	9376	15461	15445	19072	25766	31811	53149	69489	238058	1629476	0
FFQ	18	0	2	37	687	901	748	779	727	815	817	835	890	960	1035	1154	1300	1244	1515	1691	1678	2188	2074	2388	2666	2924	3116	3709	4141	4775	4916	5295	6387	6512	7640	9699	9888	9308	15305	15263	18594	25511	31223	52394	68109	228062	1645641	0
FFQ	19	0	1	31	634	839	809	761	759	827	868	789	975	991	1034	1088	1289	1246	1545	1686	1655	2193	2063	2407	2739	2907	3014	3795	4001	4870	4839	5457	6448	6670	7491	9856	9676	9238	15103	15232	18498	25679	31170	51954	67897	228550	1645969	0
FFQ	20	57	0	31	632	840	791	728	728	782	773	813	956	971	969	1072	1342	1223	1525	1674	1635	2266	1969	2334	2705	3063	2995	3688	4006	4602	4836	5325	6228	6538	7551	9723	9928	9093	14944	14969	18559	25496	31076	52444	67666	225645	1650352	0
FFQ	21	1	1	57	716	898	799	811	741	794	806	865	954	973	1081	1110	1329	1217	1514	1749	1605	2103	2027	2391	2582	2934	3052	3780	4021	4841	4947	5608	6266	6594	7631	9982	9788	9327	15031	15618	18735	25499	31127	52762	68015	232018	1640843	0
FFQ	22	104	1	46	707	932	882	752	776	794	785	790	930	932	1056	1149	1311	1253	1521	1729	1761	2235	1968	2435	2652	2955	3010	3722	3893	4741	4851	5436	6188	6718	7632	10082	9595	9468	14962	15300	18711	25609	30879	52729	68000	230674	1642887	0
FFQ	23	2	0	44	632	848	799	751	759	724	843	858	950	901	1004	1091	1247	1201	1466	1696	1634	2090	2017	2418	2616	2913	2935	3841	3846	4800	4794	5488	6283	6576	7566	9751	9415	9441	14940	15310	18584	25341	30900	52429	67391	228127	1648281	0
FFQ	24	4	1	58	679	912	782	775	724	801	826	828	955	923	1064	1110	1285	1229	1492	1665	1673	2095	1981	2348	2541	2910	2965	3695	3787	4972	4634	5475	6052	6561	7801	9796	9507	9522	14869	15209	18674	25103	30735	52491	67922	230605	1645507	0
FFQ	25	28	0	30	601	793	716	736	705	681	718	764	867	904	981	1018	1280	1190	1488	1611	1551	1979	2017	2271	2450	2853	2868	3736	3776	4671	4592	5476	5907	6363	7549	9617	9319	9438	14500	15340	18425	24476	30066	51707	66176	220286	1663023	0
FFQ	26	749	1	40	626	865	792	785	691	729	790	838	908	866	1027	1035	1273	1241	1496	1653	1595	2129	1982	2405	2512	2876	2964	3719	3747	4783	4563	5590	6031	6651	7880	9380	9458	9771	14527	15399	18317	24739	29951	51830	66820	227919	1651600	0
